ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;TIPO_CONTR;AREA_FUNZ;N_PERS_ND
2010;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;91
2010;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;349
2010;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;127
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;128
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18900
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2533
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1850
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;3469
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5944
2010;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;24
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;82
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;264
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;28
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;80
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;17
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;396
2010;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;103
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;238
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7319
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1101
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2759
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2438
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;11017
2010;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;22
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;30
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1010
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;64
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;76
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;144
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;351
2011;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;125
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;139
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18769
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2436
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1806
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;3270
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;6123
2011;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;22
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;70
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;292
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;30
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;70
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;30
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;424
2011;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;88
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;246
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7232
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1063
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2731
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2140
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10457
2011;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;19
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;47
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;974
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;71
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;64
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;132
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;383
2012;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;98
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;135
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18565
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2388
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1756
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;3034
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;6161
2012;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;52
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;68
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;298
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;30
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;66
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;51
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;392
2012;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;87
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;245
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7025
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1036
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2661
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1956
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10128
2012;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;22
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;19
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1017
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;65
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;80
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;94
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;326
2013;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;102
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;153
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18665
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2335
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1759
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2962
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5797
2013;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;53
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;60
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;329
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;25
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;96
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;30
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;356
2013;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;76
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;222
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;7010
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1056
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2557
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1902
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10461
2013;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;34
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;20
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1056
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;70
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;77
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;74
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;331
2014;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;89
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;129
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18637
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2306
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1633
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2927
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5757
2014;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;41
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;57
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;342
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;20
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;86
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;31
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;338
2014;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;82
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;248
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6995
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;1001
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2684
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1822
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10310
2014;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;35
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;17
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;923
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;67
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;65
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;55
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;298
2015;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;11
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;146
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18618
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2290
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1590
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2735
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5718
2015;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;38
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;50
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;346
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;17
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;89
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;9
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;274
2015;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;28
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;235
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6934
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;973
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2533
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1671
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10159
2015;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;42
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;31
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;987
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;42
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;46
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;50
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;299
2016;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;8
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;162
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18851
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2260
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1560
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2611
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5616
2016;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;44
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;57
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;309
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;16
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;81
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;27
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;330
2016;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;23
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;233
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6941
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;951
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2517
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1593
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;10024
2016;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;40
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;21
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;1037
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;59
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;49
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;91
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;329
2017;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;25
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;167
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;18836
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;2241
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;1529
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;2431
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;5607
2017;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;44
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;55
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;318
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;12
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;85
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;46
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;345
2017;M;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;28
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;236
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;6897
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;03 - Biblioteche;926
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;04 - Servizi generali e tecnici;2461
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;1464
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;9827
2017;M;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;07 - Area non individuata;40
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;01 - Dirigenza amministrativa;20
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;02 - Amministrativa ed Amministrativa-gestionale;934
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;03 - Biblioteche;34
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;04 - Servizi generali e tecnici;40
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;05 - Socio sanitaria, Medico-odontoiatrica e Socio sanitaria;73
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;06 - Tecnica, Tecnico-scientifica ed Elaborazione dati;258
2018;F;7TA;Personale tecnico-amministrativo;TD = Contratto a tempo determinato;07 - Area non individuata;34
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;01 - Dirigenza amministrativa;161
2018;F;7TA;Personale tecnico-amministrativo;TI = Contratto a tempo indeterminato;02 - Amministrativa ed Amministrativa-gestionale;19158
