ANNO;GENERE;COD_QUALIFICA;DESC_QUALIFICA;AREA_SD;N_PERS_DR
2008;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;58
2008;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;746
2008;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;142
2008;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;801
2008;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;44
2008;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;319
2008;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;1070
2008;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;420
2008;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;297
2008;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2287
2008;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;138
2008;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;864
2008;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;160
2008;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;986
2008;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;95
2008;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1722
2008;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1090
2008;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;760
2008;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1205
2008;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;487
2008;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;333
2008;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1513
2008;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;324
2008;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1484
2008;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;125
2008;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;399
2008;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;433
2008;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;659
2008;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;155
2008;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;736
2008;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;404
2008;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;636
2008;M;2PA;Professore II fascia (associato);04 - Scienze della terra;299
2008;F;2PA;Professore II fascia (associato);04 - Scienze della terra;124
2008;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;723
2008;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;794
2008;F;2PA;Professore II fascia (associato);06 - Scienze mediche;768
2008;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2529
2008;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;313
2008;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;626
2008;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;274
2008;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;927
2008;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1291
2008;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;202
2008;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;782
2008;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1013
2008;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;702
2008;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;845
2008;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;407
2008;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;762
2008;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;466
2008;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;875
2008;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;192
2008;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;319
2008;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;751
2008;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;528
2008;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;249
2008;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;639
2008;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;738
2008;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;549
2008;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;154
2008;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;320
2008;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1491
2008;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;851
2008;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;2032
2008;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;3352
2008;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;609
2008;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;716
2008;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;588
2008;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;1011
2008;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;388
2008;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;1557
2008;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1517
2008;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;854
2008;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1114
2008;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;993
2008;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;983
2008;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;1083
2008;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;802
2008;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;959
2008;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;346
2008;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;409
2008;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;148
2008;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;195
2008;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;432
2008;F;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;154
2008;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;844
2008;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1233
2008;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;447
2008;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;416
2008;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;486
2008;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;451
2008;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;462
2008;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;328
2008;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;364
2008;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;201
2008;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;265
2008;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;483
2008;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;316
2008;M;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;190
2008;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;400
2008;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;464
2008;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;375
2008;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;446
2008;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1581
2008;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;245
2008;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;335
2008;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;334
2008;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;320
2008;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;175
2009;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;176
2009;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;843
2009;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;56
2009;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;677
2009;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;134
2009;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;732
2009;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;39
2009;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;282
2009;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;1002
2009;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;395
2009;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;2141
2009;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;286
2009;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;132
2009;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;818
2009;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;156
2009;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;923
2009;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;93
2009;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1648
2009;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;712
2009;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1008
2009;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1132
2009;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;477
2009;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;326
2009;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1458
2009;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;320
2009;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1417
2009;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;120
2009;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;377
2009;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;411
2009;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;627
2009;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;149
2009;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;706
2009;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;392
2009;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;602
2009;F;2PA;Professore II fascia (associato);04 - Scienze della terra;116
2009;M;2PA;Professore II fascia (associato);04 - Scienze della terra;285
2009;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;694
2009;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;741
2009;F;2PA;Professore II fascia (associato);06 - Scienze mediche;745
2009;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2406
2009;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;311
2009;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;603
2009;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;269
2009;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;877
2009;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;204
2009;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1263
2009;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;961
2009;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;752
2009;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;811
2009;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;688
2009;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;399
2009;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;746
2009;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;458
2009;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;858
2009;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;186
2009;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;307
2009;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;525
2009;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;754
2009;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;635
2009;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;245
2009;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;554
2009;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;739
2009;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;150
2009;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;316
2009;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1472
2009;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;842
2009;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;2012
2009;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;3246
2009;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;616
2009;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;718
2009;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;990
2009;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;576
2009;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;390
2009;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;1553
2009;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1509
2009;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;854
2009;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1104
2009;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;984
2009;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;992
2009;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;1105
2009;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;816
2009;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;968
2009;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;348
2009;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;422
2009;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;177
2009;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;226
2009;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;438
2009;F;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;160
2009;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;949
2009;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1351
2009;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;448
2009;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;455
2009;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;602
2009;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;439
2009;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;530
2009;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;346
2009;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;416
2009;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;219
2009;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;337
2009;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;508
2009;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;309
2009;M;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;170
2009;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;421
2009;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;497
2009;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;376
2009;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;510
2009;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1852
2009;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;261
2009;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;381
2009;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;322
2009;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;350
2009;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;176
2010;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;171
2010;M;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;789
2010;F;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;51
2010;M;1PO;Professore I fascia (ordinario);02 - Scienze fisiche;550
2010;F;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;124
2010;M;1PO;Professore I fascia (ordinario);03 - Scienze chimiche;574
2010;F;1PO;Professore I fascia (ordinario);04 - Scienze della terra;37
2010;M;1PO;Professore I fascia (ordinario);04 - Scienze della terra;217
2010;F;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;360
2010;M;1PO;Professore I fascia (ordinario);05 - Scienze biologiche;872
2010;F;1PO;Professore I fascia (ordinario);06 - Scienze mediche;264
2010;M;1PO;Professore I fascia (ordinario);06 - Scienze mediche;1902
2010;M;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;698
2010;F;1PO;Professore I fascia (ordinario);07 - Scienze agrarie e veterinarie;123
2010;F;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;149
2010;M;1PO;Professore I fascia (ordinario);08 - Ingegneria civile e Architettura;814
2010;F;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;93
2010;M;1PO;Professore I fascia (ordinario);09 - Ingegneria industriale e dell'informazione;1489
2010;F;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;635
2010;M;1PO;Professore I fascia (ordinario);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;870
2010;F;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;453
2010;M;1PO;Professore I fascia (ordinario);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1019
2010;M;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;1277
2010;F;1PO;Professore I fascia (ordinario);12 - Scienze giuridiche;314
2010;M;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;1274
2010;F;1PO;Professore I fascia (ordinario);13 - Scienze economiche e statistiche;300
2010;F;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;108
2010;M;1PO;Professore I fascia (ordinario);14 - Scienze politiche e sociali;327
2010;F;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;397
2010;M;2PA;Professore II fascia (associato);01 - Scienze matematiche e informatiche;605
2010;F;2PA;Professore II fascia (associato);02 - Scienze fisiche;144
2010;M;2PA;Professore II fascia (associato);02 - Scienze fisiche;672
2010;F;2PA;Professore II fascia (associato);03 - Scienze chimiche;387
2010;M;2PA;Professore II fascia (associato);03 - Scienze chimiche;574
2010;M;2PA;Professore II fascia (associato);04 - Scienze della terra;266
2010;F;2PA;Professore II fascia (associato);04 - Scienze della terra;113
2010;F;2PA;Professore II fascia (associato);05 - Scienze biologiche;659
2010;M;2PA;Professore II fascia (associato);05 - Scienze biologiche;705
2010;F;2PA;Professore II fascia (associato);06 - Scienze mediche;721
2010;M;2PA;Professore II fascia (associato);06 - Scienze mediche;2267
2010;F;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;323
2010;M;2PA;Professore II fascia (associato);07 - Scienze agrarie e veterinarie;582
2010;F;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;258
2010;M;2PA;Professore II fascia (associato);08 - Ingegneria civile e Architettura;835
2010;F;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;219
2010;M;2PA;Professore II fascia (associato);09 - Ingegneria industriale e dell'informazione;1259
2010;F;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;909
2010;M;2PA;Professore II fascia (associato);10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;720
2010;F;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;655
2010;M;2PA;Professore II fascia (associato);11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;766
2010;F;2PA;Professore II fascia (associato);12 - Scienze giuridiche;392
2010;M;2PA;Professore II fascia (associato);12 - Scienze giuridiche;738
2010;F;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;459
2010;M;2PA;Professore II fascia (associato);13 - Scienze economiche e statistiche;851
2010;F;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;178
2010;M;2PA;Professore II fascia (associato);14 - Scienze politiche e sociali;301
2010;F;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;518
2010;M;3RU;Ricercatore a tempo indeterminato;01 - Scienze matematiche e informatiche;740
2010;F;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;236
2010;M;3RU;Ricercatore a tempo indeterminato;02 - Scienze fisiche;628
2010;M;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;550
2010;F;3RU;Ricercatore a tempo indeterminato;03 - Scienze chimiche;749
2010;F;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;148
2010;M;3RU;Ricercatore a tempo indeterminato;04 - Scienze della terra;315
2010;F;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;1450
2010;M;3RU;Ricercatore a tempo indeterminato;05 - Scienze biologiche;832
2010;F;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;1979
2010;M;3RU;Ricercatore a tempo indeterminato;06 - Scienze mediche;3108
2010;F;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;620
2010;M;3RU;Ricercatore a tempo indeterminato;07 - Scienze agrarie e veterinarie;700
2010;F;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;572
2010;M;3RU;Ricercatore a tempo indeterminato;08 - Ingegneria civile e Architettura;957
2010;F;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;394
2010;M;3RU;Ricercatore a tempo indeterminato;09 - Ingegneria industriale e dell'informazione;1569
2010;F;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;1434
2010;M;3RU;Ricercatore a tempo indeterminato;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;830
2010;F;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;1064
2010;M;3RU;Ricercatore a tempo indeterminato;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;974
2010;F;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;961
2010;M;3RU;Ricercatore a tempo indeterminato;12 - Scienze giuridiche;1083
2010;F;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;808
2010;M;3RU;Ricercatore a tempo indeterminato;13 - Scienze economiche e statistiche;955
2010;F;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;353
2010;M;3RU;Ricercatore a tempo indeterminato;14 - Scienze politiche e sociali;412
2010;F;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;153
2010;F;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;193
2010;F;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;438
2010;F;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;131
2010;F;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;957
2010;F;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;1433
2010;F;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;446
2010;F;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;467
2010;F;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;652
2010;F;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;418
2010;F;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;484
2010;F;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;323
2010;F;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;374
2010;F;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;181
2010;F;4AR;Titolare di assegno di ricerca;99 - Non definito;12
2010;M;4AR;Titolare di assegno di ricerca;01 - Scienze matematiche e informatiche;351
2010;M;4AR;Titolare di assegno di ricerca;02 - Scienze fisiche;460
2010;M;4AR;Titolare di assegno di ricerca;03 - Scienze chimiche;310
2010;M;4AR;Titolare di assegno di ricerca;04 - Scienze della Terra;160
2010;M;4AR;Titolare di assegno di ricerca;05 - Scienze biologiche;468
2010;M;4AR;Titolare di assegno di ricerca;06 - Scienze mediche;551
2010;M;4AR;Titolare di assegno di ricerca;07 - Scienze agrarie e veterinarie;347
2010;M;4AR;Titolare di assegno di ricerca;08 - Ingegneria civile e architettura;519
2010;M;4AR;Titolare di assegno di ricerca;09 - Ingegneria industriale e dell'informazione;1839
2010;M;4AR;Titolare di assegno di ricerca;10 - Scienze dell'antichità, filologico-letterarie e storico-artistiche;257
2010;M;4AR;Titolare di assegno di ricerca;11 - Scienze storiche, filosofiche, pedagogiche e psicologiche;367
2010;M;4AR;Titolare di assegno di ricerca;12 - Scienze giuridiche;292
2010;M;4AR;Titolare di assegno di ricerca;13 - Scienze economiche e statistiche;333
2010;M;4AR;Titolare di assegno di ricerca;14 - Scienze politiche e sociali;181
2010;M;4AR;Titolare di assegno di ricerca;99 - Non definito;12
2011;F;1PO;Professore I fascia (ordinario);01 - Scienze matematiche e informatiche;168
