freq,tipologia_fam,titolo_studio_pe_pers_rif,tipo_dato,gruppo_spesa,condizione_pers_rif,abit_spesa,itter107,coicop,quant_spesa_toteq,num_comp_fam,time_period,obs_value,year
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2019,3024.03,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2020,2775.82,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,ALL,ALL,TOT,2021,2946.07,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2010,2591.14,2010
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2011,2609.23,2011
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2012,2491.44,2012
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2013,2415.54,2013
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2014,2466.36,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2015,2439.73,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2016,2451.25,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2017,2493.11,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2018,2533.01,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2019,2462.84,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2020,2196.24,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,IT,NON_FOOD,ALL,TOT,2021,2367.6,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2014,543.5,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2015,557.29,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2016,566.84,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2017,573.37,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2018,562.96,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2019,566.27,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2020,586.08,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,01,ALL,TOT,2021,578.95,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2014,55.13,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2015,56.19,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2016,54.25,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2017,55.86,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2018,59.03,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2019,59.55,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2020,58.16,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,02,ALL,TOT,2021,58.83,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2014,177.74,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2015,172.69,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2016,183.77,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2017,183.34,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2018,188.85,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2019,147.69,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2020,108.89,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,03,ALL,TOT,2021,140.66,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2014,1075.55,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2015,1085.32,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2016,1051.16,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2017,1083.1,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2018,1079.3,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2019,1068.92,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2020,1061.45,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,04,ALL,TOT,2021,1068.61,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2014,154.95,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2015,133.31,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2016,142.95,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2017,163.89,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2018,144.26,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2019,152.42,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2020,145.47,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,05,ALL,TOT,2021,163.08,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2014,165.34,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2015,163.3,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2016,159.12,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2017,167.51,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2018,152.38,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2019,147.54,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2020,141.51,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,06,ALL,TOT,2021,143.01,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2014,451.8,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2015,436.11,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2016,458.09,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2017,513.94,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2018,495.52,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2019,456.28,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2020,366.22,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,07,ALL,TOT,2021,410.93,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2014,85.33,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2015,82.04,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2016,81.05,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2017,83.24,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2018,81.95,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2019,77.77,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2020,70.83,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,08,ALL,TOT,2021,71.63,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2014,186.59,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2015,193.38,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2016,201.78,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2017,209.24,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2018,209.06,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2019,189.89,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2020,148.17,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,09,ALL,TOT,2021,154.72,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2014,27.69,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2015,31.84,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2016,29.76,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2017,32.24,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2018,31.78,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2019,29.64,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2020,30.06,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,10,ALL,TOT,2021,35.96,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2014,192.82,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2015,200.73,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2016,209.17,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2017,230.81,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2018,230.25,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2019,214.82,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2020,144.55,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,11,ALL,TOT,2021,181.07,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2014,306.55,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2015,283.33,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2016,274.33,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2017,264.82,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2018,274.76,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2019,280.15,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2020,254.25,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,12,ALL,TOT,2021,263.49,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2014,3422.99,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2015,3395.53,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2016,3412.27,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2017,3561.36,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2018,3510.09,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2019,3390.97,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2020,3115.64,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,ALL,ALL,TOT,2021,3270.95,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2014,2879.49,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2015,2838.25,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2016,2845.43,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2017,2987.98,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2018,2947.12,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2019,2824.69,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2020,2529.56,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITCD,NON_FOOD,ALL,TOT,2021,2691.99,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2014,537.22,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2015,547.94,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2016,512.73,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2017,527.26,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2018,551.15,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2019,595.86,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2020,587.65,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,01,ALL,TOT,2021,583.48,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2014,54.34,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2015,58.86,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2016,54.85,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2017,52.65,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2018,56.24,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2019,60.62,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2020,54.58,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,02,ALL,TOT,2021,54.33,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2014,126.86,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2015,126.24,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2016,127.72,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2017,111.8,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2018,138.97,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2019,158.83,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2020,108.74,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,03,ALL,TOT,2021,127.66,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2014,1131.32,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2015,1111.81,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2016,1114.69,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2017,1035.75,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2018,1071.54,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2019,1065.44,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2020,1094.03,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,04,ALL,TOT,2021,1132.65,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2014,101.43,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2015,110.17,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2016,121.4,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2017,103.39,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2018,117.07,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2019,133.97,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2020,113.84,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,05,ALL,TOT,2021,147.1,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2014,117.02,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2015,137.02,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2016,93.7,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2017,117.28,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2018,133.68,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2019,135.03,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2020,123.94,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,06,ALL,TOT,2021,132.54,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2014,352.66,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2015,351.44,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2016,391.87,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2017,366.98,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2018,395.35,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2019,422.61,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2020,286.49,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,07,ALL,TOT,2021,335.52,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2014,85.61,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2015,81.37,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2016,77.13,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2017,75.85,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2018,73.91,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2019,73.94,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2020,69.86,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,08,ALL,TOT,2021,67.48,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2014,150.97,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2015,177.72,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2016,162.21,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2017,159.3,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2018,172.41,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2019,185.33,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2020,138.99,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,09,ALL,TOT,2021,139.3,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2014,16.31,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2015,26.83,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2016,21.17,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2017,20.72,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2018,23.71,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2019,25.97,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2020,30.52,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,10,ALL,TOT,2021,22.89,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2014,178.71,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2015,173.89,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2016,189.14,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2017,173.82,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2018,183.82,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2019,192.22,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2020,107.9,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,11,ALL,TOT,2021,146.84,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2014,259.91,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2015,247.11,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2016,243.01,2016
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2017,238.34,2017
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2018,239.98,2018
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2019,251.83,2019
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2020,226.59,2020
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,12,ALL,TOT,2021,238.17,2021
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,ALL,ALL,TOT,2014,3112.36,2014
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,ALL,ALL,TOT,2015,3150.4,2015
A,COUPF_W1C,99,SPESA_MEDIA,ALL,ALL,ALL,ITE,ALL,ALL,TOT,2016,3109.63,2016
