DATAFLOW,FREQ,ETA_INTERVISTA,CORSI_FORMPROF_DIPL,ISTRUZ_TERZ_NONUNIV,ISTRUZ_UNIV,ITTER107,NATGIUR_SCUOLA,SESSO,TIPO_DATO,TIPO_SCUOLA,TITOLO_STUDIO_PADRE,TITOLO_STUDIO_MADRE,CITTADINANZA,SITUAZ_ABIT,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT 
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,20,TOTAL,TOT,2015,3487,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,3,TOTAL,TOT,2015,3521,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,4,TOTAL,TOT,2015,43275,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,67,TOTAL,TOT,2015,102537,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,68,TOTAL,TOT,2015,19450,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,67,99,TOTAL,TOT,2015,172269,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,20,TOTAL,TOT,2015,648,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,3,TOTAL,TOT,2015,325,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,4,TOTAL,TOT,2015,3582,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,67,TOTAL,TOT,2015,25478,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,68,TOTAL,TOT,2015,30931,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,68,99,TOTAL,TOT,2015,60965,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,20,TOTAL,TOT,2015,31083,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,3,TOTAL,TOT,2015,29089,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,4,TOTAL,TOT,2015,144268,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,67,TOTAL,TOT,2015,189364,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,68,TOTAL,TOT,2015,56992,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG,ALL,99,99,TOTAL,TOT,2015,450797,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,20,TOTAL,TOT,2015,5.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,3,TOTAL,TOT,2015,0.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,4,TOTAL,TOT,2015,1.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,67,TOTAL,TOT,2015,1.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,68,TOTAL,TOT,2015,0.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,20,99,TOTAL,TOT,2015,9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,20,TOTAL,TOT,2015,0.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,3,TOTAL,TOT,2015,2.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,4,TOTAL,TOT,2015,2.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,67,TOTAL,TOT,2015,1.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,68,TOTAL,TOT,2015,0.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,3,99,TOTAL,TOT,2015,6.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,20,TOTAL,TOT,2015,0.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,3,TOTAL,TOT,2015,2.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,4,TOTAL,TOT,2015,17.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,67,TOTAL,TOT,2015,10.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,68,TOTAL,TOT,2015,1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,4,99,TOTAL,TOT,2015,32.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,20,TOTAL,TOT,2015,0.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,3,TOTAL,TOT,2015,0.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,4,TOTAL,TOT,2015,9.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,67,TOTAL,TOT,2015,22.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,68,TOTAL,TOT,2015,4.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,67,99,TOTAL,TOT,2015,38.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,20,TOTAL,TOT,2015,0.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,3,TOTAL,TOT,2015,0.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,4,TOTAL,TOT,2015,0.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,67,TOTAL,TOT,2015,5.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,68,TOTAL,TOT,2015,6.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,68,99,TOTAL,TOT,2015,13.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,20,TOTAL,TOT,2015,6.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,3,TOTAL,TOT,2015,6.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,4,TOTAL,TOT,2015,32,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,67,TOTAL,TOT,2015,42,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,68,TOTAL,TOT,2015,12.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_DEG_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_NOUNI,ALL,99,99,TOTAL,TOT,2015,17169,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_NOUNI_P,ALL,99,99,TOTAL,TOT,2015,3.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,AER_NAU,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,AGR_ENV,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,AGRI,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,FRG,TOT,2015,1.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,ITL,TOT,2015,98.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,TOTAL,OTHLIV,2015,9.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,TOTAL,PAR,2015,8.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,TOTAL,PARSI,2015,81.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ART,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,ARTI,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,CLA,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,COM_TOU,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,COMM,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,EDU,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,HOT,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,IND,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,INDU,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,LIC,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,LIN,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,PSY,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,SCI,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,SOC,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,SOCI_S,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,SUR,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,TEC,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,TOU,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_P,VOC,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,AER_NAU,99,99,TOTAL,TOT,2015,0.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,AGR_ENV,99,99,TOTAL,TOT,2015,0.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,AGRI,99,99,TOTAL,TOT,2015,1.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,ALL,99,99,TOTAL,TOT,2015,100,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,ART,99,99,TOTAL,TOT,2015,1.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,ARTI,99,99,TOTAL,TOT,2015,2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,CLA,99,99,TOTAL,TOT,2015,9.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,COM_TOU,99,99,TOTAL,TOT,2015,4.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,COMM,99,99,TOTAL,TOT,2015,14.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,EDU,99,99,TOTAL,TOT,2015,3.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,HOT,99,99,TOTAL,TOT,2015,3.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,IND,99,99,TOTAL,TOT,2015,4.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,INDU,99,99,TOTAL,TOT,2015,8.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,LIC,99,99,TOTAL,TOT,2015,42.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,LIN,99,99,TOTAL,TOT,2015,5.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,PSY,99,99,TOTAL,TOT,2015,7.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,SCI,99,99,TOTAL,TOT,2015,27.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,SOC,99,99,TOTAL,TOT,2015,1.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,SOCI_S,99,99,TOTAL,TOT,2015,0.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,SUR,99,99,TOTAL,TOT,2015,4.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,TEC,99,99,TOTAL,TOT,2015,32.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,TOU,99,99,TOTAL,TOT,2015,1.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_TYPE_P,VOC,99,99,TOTAL,TOT,2015,14.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_UNI,ALL,99,99,TOTAL,TOT,2015,283910,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,GRAD_UNI_P,ALL,99,99,TOTAL,TOT,2015,63,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_CAP,ALL,99,99,TOTAL,TOT,2015,7.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_COMP,ALL,99,99,TOTAL,TOT,2015,4.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_CONT,ALL,99,99,TOTAL,TOT,2015,7.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_REL,ALL,99,99,TOTAL,TOT,2015,7.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_SC,ALL,99,99,TOTAL,TOT,2015,6.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,9,SAT_TEAC,ALL,99,99,TOTAL,TOT,2015,6.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,1,GRAD,ALL,99,99,TOTAL,TOT,2015,20507,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,1,GRAD_P,ALL,99,99,TOTAL,TOT,2015,9.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,2,GRAD,ALL,99,99,TOTAL,TOT,2015,14028,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,2,GRAD_P,ALL,99,99,TOTAL,TOT,2015,6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,9,GRAD,ALL,99,99,TOTAL,TOT,2015,34535,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PRI,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,7.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,1,GRAD,ALL,99,99,TOTAL,TOT,2015,197934,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,1,GRAD_P,ALL,99,99,TOTAL,TOT,2015,90.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,2,GRAD,ALL,99,99,TOTAL,TOT,2015,218328,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,2,GRAD_P,ALL,99,99,TOTAL,TOT,2015,94,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,9,GRAD,ALL,99,99,TOTAL,TOT,2015,416262,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,ALL,ITTOT,PUB,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,92.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,IT,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,48321,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,IT,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,10.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,16081,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,15.9,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,3733,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,13.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,71,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,11.6,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC3,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,10042,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC3,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,11.1,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC4,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,11273,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITC4,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,17.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,11383,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,14.8,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,273,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,9.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,665,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,18.5,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD3,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,5024,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD3,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,15.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD4,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,865,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD4,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,11.3,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD5,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,4556,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITD5,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,15.2,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,9812,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,10.7,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,2481,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,9.4,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,589,,,,,,,,,
IT1:613_934(1.1),A,TOTAL,ALL,ALL,CONT_ST,ITE2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,9.9,,,,,,,,,
