freq,eta_intervista,corsi_formprof_dipl,istruz_terz_nonuniv,istruz_univ,itter107,natgiur_scuola,sesso,tipo_dato,tipo_scuola,titolo_studio_padre,titolo_studio_madre,cittadinanza,situaz_abit,time_period,obs_value,year
A,TOTAL,ALL,ALL,ALL,ITE2,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,1.4,2015
A,TOTAL,ALL,ALL,ALL,ITE2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,5959.0,2015
A,TOTAL,ALL,ALL,ALL,ITE2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITE2,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,1.3,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,5754.0,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.6,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,5558.0,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.4,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,11312.0,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITE3,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.5,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,23071.0,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,10.6,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,25069.0,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,10.8,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,48140.0,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITE4,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,10.7,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,62822.0,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,28.8,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,62247.0,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,26.8,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,125069.0,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,27.7,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,5311.0,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.4,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,5666.0,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.4,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,10977.0,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF1,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.4,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,1059.0,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.5,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,1454.0,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.6,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,2513.0,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF2,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.6,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,30988.0,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,14.2,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,28805.0,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,12.4,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,59793.0,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF3,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,13.3,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,14911.0,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6.8,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,15354.0,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6.6,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,30265.0,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF4,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,6.7,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,2043.0,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.9,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,2154.0,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.9,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,4198.0,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF5,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,0.9,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,8510.0,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,3.9,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,8813.0,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,3.8,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,17323.0,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITF6,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,3.8,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,23276.0,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,10.7,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,26934.0,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,11.6,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,50210.0,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITG,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,11.1,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,18708.0,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,8.6,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,21422.0,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,9.2,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,40130.0,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITG1,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,8.9,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,4568.0,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.1,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,5512.0,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.4,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,10080.0,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITG2,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,2.2,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,2770.0,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,1.3,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,2949.0,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,1.3,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,9,GRAD,ALL,99,99,TOTAL,TOT,2015,5719.0,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,9,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITS,ALL,9,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,1.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,AER_NAU,99,99,TOTAL,TOT,2015,3119.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,AGR_ENV,99,99,TOTAL,TOT,2015,2448.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,AGRI,99,99,TOTAL,TOT,2015,4184.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,FRG,TOT,2015,2997.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,ITL,TOT,2015,215444.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,TOTAL,OTHLIV,2015,22747.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,TOTAL,PAR,2015,15923.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,TOTAL,PARSI,2015,179771.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ALL,99,99,TOTAL,TOT,2015,218441.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ART,99,99,TOTAL,TOT,2015,2185.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,ARTI,99,99,TOTAL,TOT,2015,2814.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,CLA,99,99,TOTAL,TOT,2015,13086.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,COM_TOU,99,99,TOTAL,TOT,2015,5499.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,COMM,99,99,TOTAL,TOT,2015,32641.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,EDU,99,99,TOTAL,TOT,2015,4998.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,HOT,99,99,TOTAL,TOT,2015,9837.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,IND,99,99,TOTAL,TOT,2015,15397.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,INDU,99,99,TOTAL,TOT,2015,33917.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,LIC,99,99,TOTAL,TOT,2015,80980.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,LIN,99,99,TOTAL,TOT,2015,3899.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,PSY,99,99,TOTAL,TOT,2015,3634.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,SCI,99,99,TOTAL,TOT,2015,63995.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,SOC,99,99,TOTAL,TOT,2015,1639.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,SOCI_S,99,99,TOTAL,TOT,2015,1163.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,SUR,99,99,TOTAL,TOT,2015,17812.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,TEC,99,99,TOTAL,TOT,2015,94010.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,TOU,99,99,TOTAL,TOT,2015,1174.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD,VOC,99,99,TOTAL,TOT,2015,34819.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_COU,ALL,99,99,TOTAL,TOT,2015,31636.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_COU_P,ALL,99,99,TOTAL,TOT,2015,14.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_NOUNI,ALL,99,99,TOTAL,TOT,2015,8874.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_NOUNI_P,ALL,99,99,TOTAL,TOT,2015,4.1,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,FRG,TOT,2015,1.4,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,ITL,TOT,2015,98.6,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,TOTAL,OTHLIV,2015,10.4,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,TOTAL,PAR,2015,7.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,TOTAL,PARSI,2015,82.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,AER_NAU,99,99,TOTAL,TOT,2015,1.4,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,AGR_ENV,99,99,TOTAL,TOT,2015,1.1,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,AGRI,99,99,TOTAL,TOT,2015,1.9,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,ART,99,99,TOTAL,TOT,2015,1.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,ARTI,99,99,TOTAL,TOT,2015,1.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,CLA,99,99,TOTAL,TOT,2015,6.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,COM_TOU,99,99,TOTAL,TOT,2015,2.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,COMM,99,99,TOTAL,TOT,2015,14.9,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,EDU,99,99,TOTAL,TOT,2015,2.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,HOT,99,99,TOTAL,TOT,2015,4.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,IND,99,99,TOTAL,TOT,2015,7.1,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,INDU,99,99,TOTAL,TOT,2015,15.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,LIC,99,99,TOTAL,TOT,2015,37.1,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,LIN,99,99,TOTAL,TOT,2015,1.8,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,PSY,99,99,TOTAL,TOT,2015,1.7,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,SCI,99,99,TOTAL,TOT,2015,29.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,SOC,99,99,TOTAL,TOT,2015,0.8,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,SOCI_S,99,99,TOTAL,TOT,2015,0.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,SUR,99,99,TOTAL,TOT,2015,8.2,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,TEC,99,99,TOTAL,TOT,2015,43.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,TOU,99,99,TOTAL,TOT,2015,0.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_TYPE_P,VOC,99,99,TOTAL,TOT,2015,15.9,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_UNI,ALL,99,99,TOTAL,TOT,2015,124986.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,GRAD_UNI_P,ALL,99,99,TOTAL,TOT,2015,57.2,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_CAP,ALL,99,99,TOTAL,TOT,2015,7.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_COMP,ALL,99,99,TOTAL,TOT,2015,4.8,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_CONT,ALL,99,99,TOTAL,TOT,2015,7.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_REL,ALL,99,99,TOTAL,TOT,2015,7.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_SC,ALL,99,99,TOTAL,TOT,2015,6.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,1,SAT_TEAC,ALL,99,99,TOTAL,TOT,2015,6.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,AER_NAU,99,99,TOTAL,TOT,2015,205.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,AGR_ENV,99,99,TOTAL,TOT,2015,754.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,AGRI,99,99,TOTAL,TOT,2015,1128.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,FRG,TOT,2015,4563.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,ITL,TOT,2015,227793.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,TOTAL,OTHLIV,2015,21605.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,TOTAL,PAR,2015,22684.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,TOTAL,PARSI,2015,188067.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ALL,99,99,TOTAL,TOT,2015,232356.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ART,99,99,TOTAL,TOT,2015,4148.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,ARTI,99,99,TOTAL,TOT,2015,6298.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,CLA,99,99,TOTAL,TOT,2015,29881.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,COM_TOU,99,99,TOTAL,TOT,2015,12873.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,COMM,99,99,TOTAL,TOT,2015,32483.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,EDU,99,99,TOTAL,TOT,2015,10446.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,HOT,99,99,TOTAL,TOT,2015,7067.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,IND,99,99,TOTAL,TOT,2015,6049.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,INDU,99,99,TOTAL,TOT,2015,4024.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,LIC,99,99,TOTAL,TOT,2015,109280.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,LIN,99,99,TOTAL,TOT,2015,19794.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,PSY,99,99,TOTAL,TOT,2015,28873.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,SCI,99,99,TOTAL,TOT,2015,59606.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,SOC,99,99,TOTAL,TOT,2015,5597.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,SOCI_S,99,99,TOTAL,TOT,2015,3027.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,SUR,99,99,TOTAL,TOT,2015,4389.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,TEC,99,99,TOTAL,TOT,2015,51417.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,TOU,99,99,TOTAL,TOT,2015,6162.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD,VOC,99,99,TOTAL,TOT,2015,32340.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_COU,ALL,99,99,TOTAL,TOT,2015,31370.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_COU_P,ALL,99,99,TOTAL,TOT,2015,13.5,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_NOUNI,ALL,99,99,TOTAL,TOT,2015,8295.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_NOUNI_P,ALL,99,99,TOTAL,TOT,2015,3.6,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,FRG,TOT,2015,2.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,ITL,TOT,2015,98.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,TOTAL,OTHLIV,2015,9.3,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,TOTAL,PAR,2015,9.8,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,TOTAL,PARSI,2015,80.9,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_REG_P,ALL,99,99,TOTAL,TOT,2015,100.0,2015
A,TOTAL,ALL,ALL,ALL,ITTOT,ALL,2,GRAD_TYPE_P,AER_NAU,99,99,TOTAL,TOT,2015,0.1,2015
