freq,ref_area,ind_type,measure,tipo_spesa,time_period,obs_value,unit,year
A,ITF,SPESA_EFF_SANIT,15,035,2010,154.5,EUR,2010
A,ITF,SPESA_EFF_SANIT,15,035,2011,189.3,EUR,2011
A,ITF,SPESA_EFF_SANIT,15,036,2010,59.96,EUR,2010
A,ITF,SPESA_EFF_SANIT,15,036,2011,57.1,EUR,2011
A,ITF,SPESA_EFF_SANIT,15,037,2010,70.06,EUR,2010
A,ITF,SPESA_EFF_SANIT,15,037,2011,76.39,EUR,2011
A,ITF,SPESA_EFF_TRASPRIV,15,016,2010,877.59,EUR,2010
A,ITF,SPESA_EFF_TRASPRIV,15,016,2011,952.32,EUR,2011
A,ITF,SPESA_EFF_TRASPRIV,15,017,2010,150.1,EUR,2010
A,ITF,SPESA_EFF_TRASPRIV,15,017,2011,158.83,EUR,2011
A,ITF,SPESA_EFF_TRASPRIV,15,018,2010,129.4,EUR,2010
A,ITF,SPESA_EFF_TRASPRIV,15,018,2011,140.89,EUR,2011
A,ITF,SPESA_EFF_TRASPRIV,15,019,2010,78.17,EUR,2010
A,ITF,SPESA_EFF_TRASPRIV,15,019,2011,77.33,EUR,2011
A,ITF,SPESA_EFF_TRASPRIV,15,020,2010,20.67,EUR,2010
A,ITF,SPESA_EFF_TRASPRIV,15,020,2011,22.48,EUR,2011
A,ITF,SPESA_EFF_TRASPUBB,15,021,2010,38.38,EUR,2010
A,ITF,SPESA_EFF_TRASPUBB,15,021,2011,34.46,EUR,2011
A,ITF,SPESA_EFF_TRASPUBB,15,022,2010,37.62,EUR,2010
A,ITF,SPESA_EFF_TRASPUBB,15,022,2011,39.26,EUR,2011
A,ITF,SPESA_EFF_TRASPUBB,15,024,2010,70.15,EUR,2010
A,ITF,SPESA_EFF_TRASPUBB,15,024,2011,74.19,EUR,2011
A,ITF,SPESA_EFF_TRASPUBB,15,025,2010,291.75,EUR,2010
A,ITF,SPESA_EFF_TRASPUBB,15,025,2011,272.32,EUR,2011
A,ITG,SPESA_EFF_ABB,15,001,2010,131.98,EUR,2010
A,ITG,SPESA_EFF_ABB,15,001,2011,120.53,EUR,2011
A,ITG,SPESA_EFF_ABB,15,002,2010,133.09,EUR,2010
A,ITG,SPESA_EFF_ABB,15,002,2011,121.84,EUR,2011
A,ITG,SPESA_EFF_ABB,15,003,2010,129.7,EUR,2010
A,ITG,SPESA_EFF_ABB,15,003,2011,107.92,EUR,2011
A,ITG,SPESA_EFF_ABB,15,004,2010,81.07,EUR,2010
A,ITG,SPESA_EFF_ABB,15,004,2011,75.16,EUR,2011
A,ITG,SPESA_EFF_ABB,15,005,2010,79.7,EUR,2010
A,ITG,SPESA_EFF_ABB,15,005,2011,72.93,EUR,2011
A,ITG,SPESA_EFF_ABB,15,006,2010,62.04,EUR,2010
A,ITG,SPESA_EFF_ABB,15,006,2011,71.96,EUR,2011
A,ITG,SPESA_EFF_ABITAZ,15,038,2010,111.18,EUR,2010
A,ITG,SPESA_EFF_ABITAZ,15,038,2011,108.45,EUR,2011
A,ITG,SPESA_EFF_ABITAZ,15,039,2010,63.83,EUR,2010
A,ITG,SPESA_EFF_ABITAZ,15,039,2011,60.19,EUR,2011
A,ITG,SPESA_EFF_ABITAZ,15,040,2010,88.27,EUR,2010
A,ITG,SPESA_EFF_ABITAZ,15,040,2011,94.74,EUR,2011
A,ITG,SPESA_EFF_ABITAZ,15,041,2010,68.64,EUR,2010
A,ITG,SPESA_EFF_ABITAZ,15,041,2011,76.68,EUR,2011
A,ITG,SPESA_EFF_ABITAZ,15,042,2010,93.88,EUR,2010
A,ITG,SPESA_EFF_ABITAZ,15,042,2011,103.89,EUR,2011
A,ITG,SPESA_EFF_GIORN,15,007,2010,19.56,EUR,2010
A,ITG,SPESA_EFF_GIORN,15,007,2011,19.8,EUR,2011
A,ITG,SPESA_EFF_GIORN,15,008,2010,157.87,EUR,2010
A,ITG,SPESA_EFF_GIORN,15,008,2011,173.02,EUR,2011
A,ITG,SPESA_EFF_GIORN,15,009,2010,63.08,EUR,2010
A,ITG,SPESA_EFF_GIORN,15,009,2011,44.46,EUR,2011
A,ITG,SPESA_EFF_PASTI,15,027,2010,40.76,EUR,2010
A,ITG,SPESA_EFF_PASTI,15,027,2011,36.78,EUR,2011
A,ITG,SPESA_EFF_PASTI,15,028,2010,120.61,EUR,2010
A,ITG,SPESA_EFF_PASTI,15,028,2011,117.4,EUR,2011
A,ITG,SPESA_EFF_PASTI,15,029,2011,33.54,EUR,2011
A,ITG,SPESA_EFF_PASTI,15,030,2010,45.55,EUR,2010
A,ITG,SPESA_EFF_PASTI,15,030,2011,47.93,EUR,2011
A,ITG,SPESA_EFF_PASTI,15,043,2010,46.1,EUR,2010
A,ITG,SPESA_EFF_PASTI,15,043,2011,45.49,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,031,2010,74.19,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,031,2011,77.2,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,032,2010,24.46,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,032,2011,30.03,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,033,2010,115.31,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,033,2011,129.33,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,034,2010,345.99,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,034,2011,216.12,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,036,2010,70.89,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,036,2011,66.71,EUR,2011
A,ITG,SPESA_EFF_SANIT,15,037,2010,84.01,EUR,2010
A,ITG,SPESA_EFF_SANIT,15,037,2011,80.21,EUR,2011
A,ITG,SPESA_EFF_TRASPRIV,15,016,2010,759.66,EUR,2010
A,ITG,SPESA_EFF_TRASPRIV,15,016,2011,836.24,EUR,2011
A,ITG,SPESA_EFF_TRASPRIV,15,017,2010,137.37,EUR,2010
A,ITG,SPESA_EFF_TRASPRIV,15,017,2011,145.08,EUR,2011
A,ITG,SPESA_EFF_TRASPRIV,15,018,2010,133.32,EUR,2010
A,ITG,SPESA_EFF_TRASPRIV,15,018,2011,144.49,EUR,2011
A,ITG,SPESA_EFF_TRASPRIV,15,020,2010,14.93,EUR,2010
A,ITG,SPESA_EFF_TRASPRIV,15,020,2011,12.47,EUR,2011
A,ITG,SPESA_EFF_TRASPUBB,15,021,2010,48.73,EUR,2010
A,ITG,SPESA_EFF_TRASPUBB,15,021,2011,38.14,EUR,2011
A,ITG,SPESA_EFF_TRASPUBB,15,022,2010,43.71,EUR,2010
A,ITG,SPESA_EFF_TRASPUBB,15,022,2011,42.38,EUR,2011
A,ITG,SPESA_EFF_TRASPUBB,15,024,2010,57.22,EUR,2010
A,ITG,SPESA_EFF_TRASPUBB,15,024,2011,60.64,EUR,2011
A,ITG,SPESA_EFF_TRASPUBB,15,025,2010,190.96,EUR,2010
A,ITG,SPESA_EFF_TRASPUBB,15,025,2011,244.11,EUR,2011
