freq,voci_spesa,cond_prof_prev_pperc,classe_eta_pperc,itter107,misura1,num_componenti,sesso_pperc,tipologia_fam,fam_anziani,fam_minori,tipo_dato,titolo_studio_pperc,time_period,obs_value,year
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2011,16.1,2011
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2012,20.0,2012
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2013,16.1,2013
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2014,13.4,2014
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2015,12.6,2015
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2016,16.0,2016
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2017,14.2,2017
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2018,11.8,2018
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2019,11.8,2019
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2020,10.5,2020
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2021,9.0,2021
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2022,8.6,2022
A,1,99,TOTAL,IT,10,99,2,99,9,9,FAM_NO_PERMETTERSI,99,2023,9.3,2023
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2010,7.1,2010
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2011,12.6,2011
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2012,13.5,2012
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2013,11.9,2013
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2014,10.0,2014
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2015,8.4,2015
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2016,15.0,2016
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2017,13.0,2017
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2018,10.5,2018
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2019,9.6,2019
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2020,6.9,2020
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2021,6.7,2021
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2022,5.4,2022
A,1,99,TOTAL,IT,10,99,9,10,9,9,FAM_NO_PERMETTERSI,99,2023,5.4,2023
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2010,5.7,2010
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2011,10.6,2011
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2012,16.1,2012
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2013,12.8,2013
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2014,12.1,2014
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2015,10.5,2015
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2016,13.5,2016
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2017,10.8,2017
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2018,9.3,2018
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2019,7.9,2019
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2020,7.3,2020
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2021,6.5,2021
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2022,6.8,2022
A,1,99,TOTAL,IT,10,99,9,16,9,9,FAM_NO_PERMETTERSI,99,2023,8.2,2023
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2010,6.4,2010
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2011,11.0,2011
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2012,14.7,2012
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2013,13.4,2013
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2014,10.7,2014
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2015,12.7,2015
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2016,14.1,2016
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2017,14.9,2017
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2018,11.9,2018
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2019,9.0,2019
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2020,8.7,2020
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2021,7.1,2021
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2022,7.1,2022
A,1,99,TOTAL,IT,10,99,9,17,9,9,FAM_NO_PERMETTERSI,99,2023,6.5,2023
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2010,11.7,2010
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2011,16.9,2011
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2012,21.1,2012
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2013,15.8,2013
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2014,14.8,2014
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2015,16.5,2015
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2016,15.1,2016
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2017,15.3,2017
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2018,10.8,2018
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2019,12.9,2019
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2020,9.2,2020
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2021,9.2,2021
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2022,9.1,2022
A,1,99,TOTAL,IT,10,99,9,18,9,9,FAM_NO_PERMETTERSI,99,2023,9.3,2023
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2010,7.4,2010
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2011,14.6,2011
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2012,21.7,2012
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2013,17.4,2013
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2014,13.9,2014
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2015,12.7,2015
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2016,15.4,2016
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2017,13.4,2017
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2018,12.8,2018
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2019,13.9,2019
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2020,10.1,2020
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2021,8.8,2021
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2022,10.2,2022
A,1,99,TOTAL,IT,10,99,9,19,9,9,FAM_NO_PERMETTERSI,99,2023,10.1,2023
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2010,7.7,2010
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2011,13.7,2011
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2012,18.5,2012
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2013,15.6,2013
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2014,13.5,2014
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2015,13.4,2015
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2016,14.6,2016
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2017,15.3,2017
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2018,10.3,2018
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2019,11.5,2019
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2020,12.2,2020
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2021,10.8,2021
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2022,10.3,2022
A,1,99,TOTAL,IT,10,99,9,2,9,9,FAM_NO_PERMETTERSI,99,2023,10.8,2023
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2010,9.8,2010
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2011,15.1,2011
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2012,21.7,2012
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2013,19.7,2013
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2014,18.3,2014
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2015,15.2,2015
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2016,18.8,2016
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2017,17.9,2017
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2018,17.0,2018
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2019,12.9,2019
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2020,15.0,2020
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2021,13.7,2021
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2022,8.3,2022
A,1,99,TOTAL,IT,10,99,9,23,9,9,FAM_NO_PERMETTERSI,99,2023,11.8,2023
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2010,8.4,2010
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2011,21.3,2011
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2012,24.0,2012
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2013,17.1,2013
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2014,14.5,2014
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2015,12.7,2015
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2016,17.4,2016
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2017,15.3,2017
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2018,12.8,2018
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2019,12.5,2019
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2020,9.7,2020
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2021,9.3,2021
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2022,8.6,2022
A,1,99,TOTAL,IT,10,99,9,5,9,9,FAM_NO_PERMETTERSI,99,2023,9.8,2023
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2010,5.7,2010
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2011,10.8,2011
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2012,12.4,2012
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2013,10.8,2013
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2014,9.8,2014
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2015,10.1,2015
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2016,10.8,2016
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2017,10.6,2017
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2018,8.3,2018
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2019,8.4,2019
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2020,8.4,2020
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2021,7.4,2021
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2022,6.3,2022
A,1,99,TOTAL,IT,10,99,9,7,9,9,FAM_NO_PERMETTERSI,99,2023,8.8,2023
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2010,8.1,2010
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2011,17.9,2011
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2012,21.6,2012
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2013,15.9,2013
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2014,13.6,2014
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2015,12.6,2015
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2016,16.6,2016
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2017,14.4,2017
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2018,12.7,2018
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2019,12.0,2019
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2020,9.3,2020
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2021,8.8,2021
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2022,8.1,2022
A,1,99,TOTAL,IT,10,99,9,99,1,9,FAM_NO_PERMETTERSI,99,2023,9.4,2023
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2010,7.3,2010
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2011,12.5,2011
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2012,13.9,2012
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2013,12.2,2013
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2014,10.2,2014
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2015,8.6,2015
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2016,16.0,2016
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2017,14.1,2017
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2018,10.4,2018
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2019,9.6,2019
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2020,7.4,2020
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2021,7.0,2021
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2022,6.3,2022
A,1,99,TOTAL,IT,10,99,9,99,2,9,FAM_NO_PERMETTERSI,99,2023,6.6,2023
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2010,6.6,2010
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2011,12.0,2011
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2012,16.6,2012
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2013,14.0,2013
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2014,12.5,2014
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2015,12.2,2015
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2016,13.5,2016
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2017,13.1,2017
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2018,10.4,2018
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2019,9.9,2019
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2020,9.7,2020
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2021,8.5,2021
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2022,8.3,2022
A,1,99,TOTAL,IT,10,99,9,99,4,9,FAM_NO_PERMETTERSI,99,2023,9.0,2023
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2010,5.9,2010
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2011,10.8,2011
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2012,15.9,2012
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2013,12.6,2013
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2014,11.6,2014
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2015,11.2,2015
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2016,14.1,2016
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2017,12.2,2017
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2018,9.7,2018
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2019,8.6,2019
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2020,6.8,2020
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2021,6.9,2021
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2022,7.6,2022
A,1,99,TOTAL,IT,10,99,9,99,9,1,FAM_NO_PERMETTERSI,99,2023,7.8,2023
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2010,7.2,2010
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2011,11.3,2011
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2012,16.0,2012
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2013,13.1,2013
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2014,13.3,2014
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2015,10.7,2015
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2016,12.0,2016
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2017,11.8,2017
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2018,9.4,2018
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2019,8.6,2019
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2020,8.1,2020
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2021,7.6,2021
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2022,7.2,2022
A,1,99,TOTAL,IT,10,99,9,99,9,2,FAM_NO_PERMETTERSI,99,2023,7.9,2023
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2010,8.3,2010
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2011,18.5,2011
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2012,29.8,2012
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2013,18.2,2013
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2014,21.0,2014
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2015,13.9,2015
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2016,19.0,2016
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2017,11.0,2017
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2018,12.9,2018
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2019,9.0,2019
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2022,5.0,2022
A,1,99,TOTAL,IT,10,99,9,99,9,3,FAM_NO_PERMETTERSI,99,2023,16.6,2023
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2010,7.3,2010
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2011,14.3,2011
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2012,17.7,2012
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2013,14.7,2013
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2014,12.3,2014
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2015,12.0,2015
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2016,14.9,2016
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2017,14.1,2017
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2018,11.3,2018
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2019,11.0,2019
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2020,9.8,2020
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2021,8.8,2021
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2022,8.2,2022
A,1,99,TOTAL,IT,10,99,9,99,9,5,FAM_NO_PERMETTERSI,99,2023,8.8,2023
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2010,2.0,2010
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2011,4.2,2011
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2012,7.2,2012
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2013,5.4,2013
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2014,5.5,2014
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2015,5.2,2015
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2016,6.2,2016
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2017,5.9,2017
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2018,4.7,2018
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2019,4.4,2019
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2020,3.8,2020
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2021,3.0,2021
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2022,4.0,2022
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,11,2023,5.1,2023
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,3,2010,10.9,2010
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,3,2011,22.7,2011
A,1,99,TOTAL,IT,10,99,9,99,9,9,FAM_NO_PERMETTERSI,3,2012,26.1,2012
