DATAFLOW,FREQ,CITTADINANZA,CLASSE_ETA,ITTER107,TIPO_DATO,TITOLO_STUDIO,SESSO,TIME_PERIOD,OBS_VALUE,BREAK,CONF_STATUS,OBS_PRE_BREAK,OBS_STATUS,BASE_PER,UNIT_MEAS,UNIT_MULT,METADATA_EN,METADATA_IT 
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2019,70.236396,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2020,70.509075,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2021,71.359251,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2022,74.008291,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2023,74.219974,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD42,EMP_R,99,9,2024,75.789413,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2018,75.551193,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2019,77.944271,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2020,79.523676,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2021,78.557587,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2022,79.359404,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2023,78.937086,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,1,2024,79.635798,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2018,57.04634,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2019,59.767831,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2020,55.725809,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2021,59.551415,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2022,60.565587,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2023,60.349095,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,2,2024,65.93125,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2018,66.411076,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2019,68.995611,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2020,67.783187,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2021,69.301946,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2022,70.186787,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2023,69.884929,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD43,EMP_R,99,9,2024,73.068449,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2018,77.462362,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2019,75.036142,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2020,78.643366,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2021,78.738361,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2022,78.054824,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2023,81.163006,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,1,2024,81.644482,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2018,67.530346,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2019,69.57756,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2020,70.225889,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2021,70.076418,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2022,71.005945,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2023,71.924469,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,2,2024,72.255889,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2018,72.456975,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2019,72.304537,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2020,74.398333,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2021,74.468118,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2022,74.543561,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2023,76.555302,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD44,EMP_R,99,9,2024,76.937459,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2018,86.984362,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2019,87.490427,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2020,86.234796,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2021,86.647163,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2022,88.147404,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2023,88.214445,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,1,2024,89.899437,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2018,81.748477,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2019,81.837106,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2020,81.0132,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2021,82.29314,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2022,83.629041,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2023,83.385936,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,2,2024,82.18041,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2018,83.9776,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2019,84.183511,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2020,83.193445,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2021,84.0686,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2022,85.497359,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2023,85.366102,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,11,9,2024,85.331832,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2018,77.124216,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2019,76.961795,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2020,75.068901,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2021,76.817882,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2022,77.473138,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2023,76.469681,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,1,2024,79.225475,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2018,51.904586,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2019,52.262686,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2020,48.123038,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2021,48.019401,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2022,53.16315,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2023,53.481631,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,2,2024,49.84217,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2018,65.579168,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2019,66.130101,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2020,63.447797,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2021,64.048372,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2022,66.619993,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2023,66.147725,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,13,9,2024,66.48999,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2018,83.704396,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2019,84.026297,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2020,82.254832,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2021,81.823968,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2022,82.267871,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2023,84.498254,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,1,2024,83.128516,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2018,68.152916,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2019,70.350042,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2020,67.270745,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2021,67.194621,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2022,67.872458,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2023,69.559668,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,2,2024,68.463956,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2018,75.904279,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2019,77.121144,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2020,74.623518,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2021,74.57737,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2022,75.149354,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2023,77.239958,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,7,9,2024,75.95035,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2018,82.085644,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2019,82.255941,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2020,80.524189,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2021,81.018471,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2022,81.711907,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2023,82.648308,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,1,2024,83.250765,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2018,66.907826,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2019,68.547105,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2020,65.883235,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2021,66.07575,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2022,67.921525,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2023,69.140225,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,2,2024,67.963351,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2018,74.442037,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2019,75.365612,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2020,73.172164,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2021,73.525179,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2022,74.815836,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2023,75.905821,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD5,EMP_R,99,9,2024,75.626164,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2018,83.182536,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2019,82.210764,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2020,83.119475,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2021,81.61145,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2022,83.111675,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2023,83.723063,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,1,2024,85.139924,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2018,64.984285,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2019,66.433821,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2020,63.856286,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2021,64.951876,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2022,64.286246,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2023,67.028385,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,2,2024,68.392364,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2018,74.151555,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2019,74.364567,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2020,73.595774,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2021,73.392351,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2022,73.828811,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2023,75.480769,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD51,EMP_R,99,9,2024,76.932236,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2018,82.023723,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2019,80.837493,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2020,78.035172,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2021,80.657187,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2022,83.992373,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2023,85.889817,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,1,2024,86.790997,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2018,67.62972,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2019,65.855231,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2020,64.330732,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2021,66.268237,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2022,67.931369,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2023,67.341992,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,2,2024,66.598906,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2018,74.786742,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2019,73.307259,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2020,71.179742,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2021,73.53755,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2022,76.052999,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2023,76.767658,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD52,EMP_R,99,9,2024,76.807219,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2018,83.420601,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2019,83.428807,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2020,81.107616,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2021,80.311492,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2022,79.39172,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2023,82.694871,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,1,2024,80.315876,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2018,65.585134,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2019,67.053763,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2020,65.599037,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2021,66.244351,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2022,66.436174,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2023,67.974541,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,2,2024,68.361914,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2018,74.527663,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2019,75.267262,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2020,73.346709,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2021,73.296819,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2022,72.960631,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2023,75.467385,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD53,EMP_R,99,9,2024,74.468696,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2018,83.276702,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2019,81.367529,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2020,80.724907,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2021,82.34719,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2022,81.566034,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2023,81.322184,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,1,2024,82.098638,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2018,65.477313,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2019,68.476353,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2020,65.352377,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2021,63.353534,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2022,70.345219,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2023,70.761778,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,2,2024,67.512385,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2018,74.338664,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2019,74.975947,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2020,73.068514,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2021,72.760698,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2022,75.991214,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2023,76.10593,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD54,EMP_R,99,9,2024,74.89973,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2018,82.851777,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2019,83.560672,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2020,80.871171,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2021,81.186004,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2022,82.852892,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2023,83.091483,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,1,2024,83.26286,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2018,71.571704,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2019,73.178356,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2020,69.631552,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2021,68.462837,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2022,70.921827,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2023,73.791348,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,2,2024,70.688278,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2018,77.121091,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2019,78.298423,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2020,75.176581,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2021,74.75529,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2022,76.802121,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2023,78.398271,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD55,EMP_R,99,9,2024,76.944996,,,,,,,,,
IT1:150_915(1.2),A,TOTAL,Y20-64,ITD56,EMP_R,99,1,2018,78.263352,,,,,,,,,
