freq,areadidattica,terr_residenza,itter107,ore_sett_lav,tipo_occ,sesso,tipo_dato,anno_conseguimento_titolo,time_period,obs_value,year
A,99,ITS,IT,TOT,9,9,10,2010,2014,2300.0,2014
A,99,ITS,IT,TOT,9,9,10,2012,2018,2600.0,2018
A,99,ITS,IT,TOT,9,9,10,2014,2018,2418.0,2018
A,99,ITS,IT,TOT,9,9,11,2008,2014,2500.0,2014
A,99,ITS,IT,TOT,9,9,11,2010,2014,2322.0,2014
A,99,ITS,IT,TOT,9,9,11,2012,2018,2700.0,2018
A,99,ITS,IT,TOT,9,9,11,2014,2018,2480.0,2018
A,99,ITTOT,IT,N_UN20,3,1,30,2008,2014,6.1,2014
A,99,ITTOT,IT,N_UN20,3,1,30,2010,2014,7.5,2014
A,99,ITTOT,IT,N_UN20,3,1,30,2012,2018,185.0,2018
A,99,ITTOT,IT,N_UN20,3,1,30,2014,2018,161.0,2018
A,99,ITTOT,IT,N_UN20,3,2,30,2008,2014,9.7,2014
A,99,ITTOT,IT,N_UN20,3,2,30,2010,2014,11.5,2014
A,99,ITTOT,IT,N_UN20,3,2,30,2012,2018,254.0,2018
A,99,ITTOT,IT,N_UN20,3,2,30,2014,2018,167.0,2018
A,99,ITTOT,IT,N_UN20,3,9,30,2008,2014,7.8,2014
A,99,ITTOT,IT,N_UN20,3,9,30,2010,2014,9.3,2014
A,99,ITTOT,IT,N_UN20,3,9,30,2012,2018,440.0,2018
A,99,ITTOT,IT,N_UN20,3,9,30,2014,2018,329.0,2018
A,99,ITTOT,IT,N_UN20,4,1,30,2008,2014,12.7,2014
A,99,ITTOT,IT,N_UN20,4,1,30,2010,2014,15.1,2014
A,99,ITTOT,IT,N_UN20,4,1,30,2012,2018,128.0,2018
A,99,ITTOT,IT,N_UN20,4,1,30,2014,2018,95.0,2018
A,99,ITTOT,IT,N_UN20,4,2,30,2008,2014,24.7,2014
A,99,ITTOT,IT,N_UN20,4,2,30,2010,2014,21.4,2014
A,99,ITTOT,IT,N_UN20,4,2,30,2012,2018,290.0,2018
A,99,ITTOT,IT,N_UN20,4,2,30,2014,2018,251.0,2018
A,99,ITTOT,IT,N_UN20,4,9,30,2008,2014,19.2,2014
A,99,ITTOT,IT,N_UN20,4,9,30,2010,2014,18.6,2014
A,99,ITTOT,IT,N_UN20,4,9,30,2012,2018,418.0,2018
A,99,ITTOT,IT,N_UN20,4,9,30,2014,2018,346.0,2018
A,99,ITTOT,IT,N_UN20,5,1,30,2008,2014,25.9,2014
A,99,ITTOT,IT,N_UN20,5,1,30,2010,2014,27.2,2014
A,99,ITTOT,IT,N_UN20,5,1,30,2012,2018,80.0,2018
A,99,ITTOT,IT,N_UN20,5,1,30,2014,2018,74.0,2018
A,99,ITTOT,IT,N_UN20,5,2,30,2008,2014,27.8,2014
A,99,ITTOT,IT,N_UN20,5,2,30,2010,2014,33.8,2014
A,99,ITTOT,IT,N_UN20,5,2,30,2012,2018,164.0,2018
A,99,ITTOT,IT,N_UN20,5,2,30,2014,2018,128.0,2018
A,99,ITTOT,IT,N_UN20,5,9,30,2008,2014,27.1,2014
A,99,ITTOT,IT,N_UN20,5,9,30,2010,2014,31.1,2014
A,99,ITTOT,IT,N_UN20,5,9,30,2012,2018,244.0,2018
A,99,ITTOT,IT,N_UN20,5,9,30,2014,2018,202.0,2018
A,99,ITTOT,IT,N_UN20,6,1,30,2008,2014,8.1,2014
A,99,ITTOT,IT,N_UN20,6,1,30,2010,2014,6.4,2014
A,99,ITTOT,IT,N_UN20,6,1,30,2012,2018,62.0,2018
A,99,ITTOT,IT,N_UN20,6,1,30,2014,2018,96.0,2018
A,99,ITTOT,IT,N_UN20,6,2,30,2008,2014,10.7,2014
A,99,ITTOT,IT,N_UN20,6,2,30,2010,2014,10.0,2014
A,99,ITTOT,IT,N_UN20,6,2,30,2012,2018,84.0,2018
A,99,ITTOT,IT,N_UN20,6,2,30,2014,2018,137.0,2018
A,99,ITTOT,IT,N_UN20,6,9,30,2008,2014,9.5,2014
A,99,ITTOT,IT,N_UN20,6,9,30,2010,2014,8.3,2014
A,99,ITTOT,IT,N_UN20,6,9,30,2012,2018,145.0,2018
A,99,ITTOT,IT,N_UN20,6,9,30,2014,2018,233.0,2018
A,99,ITTOT,IT,N_UN20,7,1,30,2008,2014,13.9,2014
A,99,ITTOT,IT,N_UN20,7,1,30,2010,2014,13.8,2014
A,99,ITTOT,IT,N_UN20,7,1,30,2012,2018,130.0,2018
A,99,ITTOT,IT,N_UN20,7,1,30,2014,2018,87.0,2018
A,99,ITTOT,IT,N_UN20,7,2,30,2008,2014,26.7,2014
A,99,ITTOT,IT,N_UN20,7,2,30,2010,2014,29.1,2014
A,99,ITTOT,IT,N_UN20,7,2,30,2012,2018,170.0,2018
A,99,ITTOT,IT,N_UN20,7,2,30,2014,2018,132.0,2018
A,99,ITTOT,IT,N_UN20,7,9,30,2008,2014,19.9,2014
A,99,ITTOT,IT,N_UN20,7,9,30,2010,2014,21.0,2014
A,99,ITTOT,IT,N_UN20,7,9,30,2012,2018,301.0,2018
A,99,ITTOT,IT,N_UN20,7,9,30,2014,2018,219.0,2018
A,99,ITTOT,IT,N_UN20,9,1,30,2008,2014,10.1,2014
A,99,ITTOT,IT,N_UN20,9,1,30,2010,2014,11.0,2014
A,99,ITTOT,IT,N_UN20,9,1,30,2012,2018,585.0,2018
A,99,ITTOT,IT,N_UN20,9,1,30,2014,2018,513.0,2018
A,99,ITTOT,IT,N_UN20,9,2,30,2008,2014,16.8,2014
A,99,ITTOT,IT,N_UN20,9,2,30,2010,2014,17.9,2014
A,99,ITTOT,IT,N_UN20,9,2,30,2012,2018,962.0,2018
A,99,ITTOT,IT,N_UN20,9,2,30,2014,2018,815.0,2018
A,99,ITTOT,IT,N_UN20,9,9,30,2008,2014,13.5,2014
A,99,ITTOT,IT,N_UN20,9,9,30,2010,2014,14.5,2014
A,99,ITTOT,IT,N_UN20,9,9,30,2012,2018,1548.0,2018
A,99,ITTOT,IT,N_UN20,9,9,30,2014,2018,1328.0,2018
A,99,ITTOT,IT,N21-36,3,1,30,2008,2014,15.1,2014
A,99,ITTOT,IT,N21-36,3,1,30,2010,2014,14.5,2014
A,99,ITTOT,IT,N21-36,3,1,30,2012,2018,463.0,2018
A,99,ITTOT,IT,N21-36,3,1,30,2014,2018,371.0,2018
A,99,ITTOT,IT,N21-36,3,2,30,2008,2014,24.7,2014
A,99,ITTOT,IT,N21-36,3,2,30,2010,2014,22.5,2014
A,99,ITTOT,IT,N21-36,3,2,30,2012,2018,658.0,2018
A,99,ITTOT,IT,N21-36,3,2,30,2014,2018,501.0,2018
A,99,ITTOT,IT,N21-36,3,9,30,2008,2014,19.6,2014
A,99,ITTOT,IT,N21-36,3,9,30,2010,2014,18.2,2014
A,99,ITTOT,IT,N21-36,3,9,30,2012,2018,1121.0,2018
A,99,ITTOT,IT,N21-36,3,9,30,2014,2018,872.0,2018
A,99,ITTOT,IT,N21-36,4,1,30,2008,2014,19.0,2014
A,99,ITTOT,IT,N21-36,4,1,30,2010,2014,17.7,2014
A,99,ITTOT,IT,N21-36,4,1,30,2012,2018,158.0,2018
A,99,ITTOT,IT,N21-36,4,1,30,2014,2018,155.0,2018
A,99,ITTOT,IT,N21-36,4,2,30,2008,2014,28.9,2014
A,99,ITTOT,IT,N21-36,4,2,30,2010,2014,25.0,2014
A,99,ITTOT,IT,N21-36,4,2,30,2012,2018,328.0,2018
A,99,ITTOT,IT,N21-36,4,2,30,2014,2018,334.0,2018
A,99,ITTOT,IT,N21-36,4,9,30,2008,2014,24.4,2014
A,99,ITTOT,IT,N21-36,4,9,30,2010,2014,21.9,2014
A,99,ITTOT,IT,N21-36,4,9,30,2012,2018,485.0,2018
A,99,ITTOT,IT,N21-36,4,9,30,2014,2018,489.0,2018
A,99,ITTOT,IT,N21-36,5,1,30,2008,2014,21.8,2014
A,99,ITTOT,IT,N21-36,5,1,30,2010,2014,23.6,2014
A,99,ITTOT,IT,N21-36,5,1,30,2012,2018,62.0,2018
A,99,ITTOT,IT,N21-36,5,1,30,2014,2018,53.0,2018
A,99,ITTOT,IT,N21-36,5,2,30,2008,2014,31.8,2014
A,99,ITTOT,IT,N21-36,5,2,30,2010,2014,27.7,2014
A,99,ITTOT,IT,N21-36,5,2,30,2012,2018,111.0,2018
A,99,ITTOT,IT,N21-36,5,2,30,2014,2018,110.0,2018
A,99,ITTOT,IT,N21-36,5,9,30,2008,2014,28.1,2014
A,99,ITTOT,IT,N21-36,5,9,30,2010,2014,26.1,2014
A,99,ITTOT,IT,N21-36,5,9,30,2012,2018,173.0,2018
A,99,ITTOT,IT,N21-36,5,9,30,2014,2018,163.0,2018
A,99,ITTOT,IT,N21-36,6,1,30,2008,2014,15.8,2014
A,99,ITTOT,IT,N21-36,6,1,30,2010,2014,15.6,2014
A,99,ITTOT,IT,N21-36,6,1,30,2012,2018,95.0,2018
A,99,ITTOT,IT,N21-36,6,1,30,2014,2018,168.0,2018
A,99,ITTOT,IT,N21-36,6,2,30,2008,2014,23.4,2014
A,99,ITTOT,IT,N21-36,6,2,30,2010,2014,20.4,2014
A,99,ITTOT,IT,N21-36,6,2,30,2012,2018,175.0,2018
A,99,ITTOT,IT,N21-36,6,2,30,2014,2018,196.0,2018
A,99,ITTOT,IT,N21-36,6,9,30,2008,2014,20.2,2014
A,99,ITTOT,IT,N21-36,6,9,30,2010,2014,18.1,2014
A,99,ITTOT,IT,N21-36,6,9,30,2012,2018,270.0,2018
A,99,ITTOT,IT,N21-36,6,9,30,2014,2018,364.0,2018
A,99,ITTOT,IT,N21-36,7,1,30,2008,2014,14.1,2014
A,99,ITTOT,IT,N21-36,7,1,30,2010,2014,17.3,2014
A,99,ITTOT,IT,N21-36,7,1,30,2012,2018,100.0,2018
A,99,ITTOT,IT,N21-36,7,1,30,2014,2018,75.0,2018
A,99,ITTOT,IT,N21-36,7,2,30,2008,2014,29.9,2014
A,99,ITTOT,IT,N21-36,7,2,30,2010,2014,27.0,2014
A,99,ITTOT,IT,N21-36,7,2,30,2012,2018,188.0,2018
A,99,ITTOT,IT,N21-36,7,2,30,2014,2018,141.0,2018
A,99,ITTOT,IT,N21-36,7,9,30,2008,2014,21.4,2014
A,99,ITTOT,IT,N21-36,7,9,30,2010,2014,21.8,2014
A,99,ITTOT,IT,N21-36,7,9,30,2012,2018,288.0,2018
A,99,ITTOT,IT,N21-36,7,9,30,2014,2018,216.0,2018
A,99,ITTOT,IT,N21-36,9,1,30,2008,2014,16.2,2014
A,99,ITTOT,IT,N21-36,9,1,30,2010,2014,16.5,2014
A,99,ITTOT,IT,N21-36,9,1,30,2012,2018,877.0,2018
A,99,ITTOT,IT,N21-36,9,1,30,2014,2018,821.0,2018
A,99,ITTOT,IT,N21-36,9,2,30,2008,2014,26.7,2014
A,99,ITTOT,IT,N21-36,9,2,30,2010,2014,23.6,2014
A,99,ITTOT,IT,N21-36,9,2,30,2012,2018,1460.0,2018
A,99,ITTOT,IT,N21-36,9,2,30,2014,2018,1282.0,2018
A,99,ITTOT,IT,N21-36,9,9,30,2008,2014,21.6,2014
A,99,ITTOT,IT,N21-36,9,9,30,2010,2014,20.1,2014
A,99,ITTOT,IT,N21-36,9,9,30,2012,2018,2337.0,2018
A,99,ITTOT,IT,N21-36,9,9,30,2014,2018,2103.0,2018
A,99,ITTOT,IT,N37-48,3,1,30,2008,2014,56.0,2014
A,99,ITTOT,IT,N37-48,3,1,30,2010,2014,59.3,2014
A,99,ITTOT,IT,N37-48,3,1,30,2012,2018,1374.0,2018
A,99,ITTOT,IT,N37-48,3,1,30,2014,2018,1178.0,2018
A,99,ITTOT,IT,N37-48,3,2,30,2008,2014,53.6,2014
A,99,ITTOT,IT,N37-48,3,2,30,2010,2014,54.5,2014
A,99,ITTOT,IT,N37-48,3,2,30,2012,2018,1240.0,2018
A,99,ITTOT,IT,N37-48,3,2,30,2014,2018,984.0,2018
A,99,ITTOT,IT,N37-48,3,9,30,2008,2014,54.9,2014
A,99,ITTOT,IT,N37-48,3,9,30,2010,2014,57.1,2014
A,99,ITTOT,IT,N37-48,3,9,30,2012,2018,2614.0,2018
A,99,ITTOT,IT,N37-48,3,9,30,2014,2018,2161.0,2018
A,99,ITTOT,IT,N37-48,4,1,30,2008,2014,47.7,2014
A,99,ITTOT,IT,N37-48,4,1,30,2010,2014,48.7,2014
A,99,ITTOT,IT,N37-48,4,1,30,2012,2018,458.0,2018
A,99,ITTOT,IT,N37-48,4,1,30,2014,2018,423.0,2018
A,99,ITTOT,IT,N37-48,4,2,30,2008,2014,34.2,2014
A,99,ITTOT,IT,N37-48,4,2,30,2010,2014,40.7,2014
A,99,ITTOT,IT,N37-48,4,2,30,2012,2018,520.0,2018
A,99,ITTOT,IT,N37-48,4,2,30,2014,2018,442.0,2018
A,99,ITTOT,IT,N37-48,4,9,30,2008,2014,40.4,2014
A,99,ITTOT,IT,N37-48,4,9,30,2010,2014,44.2,2014
A,99,ITTOT,IT,N37-48,4,9,30,2012,2018,978.0,2018
A,99,ITTOT,IT,N37-48,4,9,30,2014,2018,865.0,2018
A,99,ITTOT,IT,N37-48,5,1,30,2008,2014,36.2,2014
A,99,ITTOT,IT,N37-48,5,1,30,2010,2014,34.8,2014
A,99,ITTOT,IT,N37-48,5,1,30,2012,2018,111.0,2018
A,99,ITTOT,IT,N37-48,5,1,30,2014,2018,119.0,2018
A,99,ITTOT,IT,N37-48,5,2,30,2008,2014,29.7,2014
A,99,ITTOT,IT,N37-48,5,2,30,2010,2014,29.5,2014
A,99,ITTOT,IT,N37-48,5,2,30,2012,2018,179.0,2018
A,99,ITTOT,IT,N37-48,5,2,30,2014,2018,177.0,2018
A,99,ITTOT,IT,N37-48,5,9,30,2008,2014,32.1,2014
A,99,ITTOT,IT,N37-48,5,9,30,2010,2014,31.6,2014
A,99,ITTOT,IT,N37-48,5,9,30,2012,2018,290.0,2018
A,99,ITTOT,IT,N37-48,5,9,30,2014,2018,296.0,2018
A,99,ITTOT,IT,N37-48,6,1,30,2008,2014,54.0,2014
A,99,ITTOT,IT,N37-48,6,1,30,2010,2014,53.8,2014
A,99,ITTOT,IT,N37-48,6,1,30,2012,2018,351.0,2018
A,99,ITTOT,IT,N37-48,6,1,30,2014,2018,530.0,2018
A,99,ITTOT,IT,N37-48,6,2,30,2008,2014,52.0,2014
A,99,ITTOT,IT,N37-48,6,2,30,2010,2014,52.6,2014
A,99,ITTOT,IT,N37-48,6,2,30,2012,2018,457.0,2018
A,99,ITTOT,IT,N37-48,6,2,30,2014,2018,585.0,2018
A,99,ITTOT,IT,N37-48,6,9,30,2008,2014,52.8,2014
A,99,ITTOT,IT,N37-48,6,9,30,2010,2014,53.2,2014
A,99,ITTOT,IT,N37-48,6,9,30,2012,2018,808.0,2018
A,99,ITTOT,IT,N37-48,6,9,30,2014,2018,1116.0,2018
A,99,ITTOT,IT,N37-48,7,1,30,2008,2014,36.8,2014
A,99,ITTOT,IT,N37-48,7,1,30,2010,2014,34.5,2014
A,99,ITTOT,IT,N37-48,7,1,30,2012,2018,259.0,2018
A,99,ITTOT,IT,N37-48,7,1,30,2014,2018,226.0,2018
A,99,ITTOT,IT,N37-48,7,2,30,2008,2014,31.0,2014
A,99,ITTOT,IT,N37-48,7,2,30,2010,2014,30.0,2014
A,99,ITTOT,IT,N37-48,7,2,30,2012,2018,215.0,2018
A,99,ITTOT,IT,N37-48,7,2,30,2014,2018,220.0,2018
A,99,ITTOT,IT,N37-48,7,9,30,2008,2014,34.0,2014
A,99,ITTOT,IT,N37-48,7,9,30,2010,2014,32.4,2014
A,99,ITTOT,IT,N37-48,7,9,30,2012,2018,474.0,2018
A,99,ITTOT,IT,N37-48,7,9,30,2014,2018,446.0,2018
A,99,ITTOT,IT,N37-48,9,1,30,2008,2014,49.9,2014
A,99,ITTOT,IT,N37-48,9,1,30,2010,2014,50.2,2014
A,99,ITTOT,IT,N37-48,9,1,30,2012,2018,2553.0,2018
A,99,ITTOT,IT,N37-48,9,1,30,2014,2018,2476.0,2018
A,99,ITTOT,IT,N37-48,9,2,30,2008,2014,44.2,2014
A,99,ITTOT,IT,N37-48,9,2,30,2010,2014,45.2,2014
A,99,ITTOT,IT,N37-48,9,2,30,2012,2018,2611.0,2018
A,99,ITTOT,IT,N37-48,9,2,30,2014,2018,2409.0,2018
A,99,ITTOT,IT,N37-48,9,9,30,2008,2014,47.0,2014
A,99,ITTOT,IT,N37-48,9,9,30,2010,2014,47.7,2014
A,99,ITTOT,IT,N37-48,9,9,30,2012,2018,5164.0,2018
A,99,ITTOT,IT,N37-48,9,9,30,2014,2018,4885.0,2018
A,99,ITTOT,IT,N49_GE,3,1,30,2008,2014,22.8,2014
A,99,ITTOT,IT,N49_GE,3,1,30,2010,2014,18.7,2014
A,99,ITTOT,IT,N49_GE,3,1,30,2012,2018,471.0,2018
A,99,ITTOT,IT,N49_GE,3,1,30,2014,2018,330.0,2018
A,99,ITTOT,IT,N49_GE,3,2,30,2008,2014,12.0,2014
A,99,ITTOT,IT,N49_GE,3,2,30,2010,2014,11.5,2014
A,99,ITTOT,IT,N49_GE,3,2,30,2012,2018,195.0,2018
A,99,ITTOT,IT,N49_GE,3,2,30,2014,2018,157.0,2018
A,99,ITTOT,IT,N49_GE,3,9,30,2008,2014,17.7,2014
A,99,ITTOT,IT,N49_GE,3,9,30,2010,2014,15.4,2014
A,99,ITTOT,IT,N49_GE,3,9,30,2012,2018,666.0,2018
A,99,ITTOT,IT,N49_GE,3,9,30,2014,2018,487.0,2018
A,99,ITTOT,IT,N49_GE,4,1,30,2008,2014,20.6,2014
A,99,ITTOT,IT,N49_GE,4,1,30,2010,2014,18.5,2014
A,99,ITTOT,IT,N49_GE,4,1,30,2012,2018,198.0,2018
A,99,ITTOT,IT,N49_GE,4,1,30,2014,2018,175.0,2018
A,99,ITTOT,IT,N49_GE,4,2,30,2008,2014,12.2,2014
A,99,ITTOT,IT,N49_GE,4,2,30,2010,2014,12.9,2014
A,99,ITTOT,IT,N49_GE,4,2,30,2012,2018,117.0,2018
A,99,ITTOT,IT,N49_GE,4,2,30,2014,2018,112.0,2018
A,99,ITTOT,IT,N49_GE,4,9,30,2008,2014,16.0,2014
A,99,ITTOT,IT,N49_GE,4,9,30,2010,2014,15.3,2014
A,99,ITTOT,IT,N49_GE,4,9,30,2012,2018,315.0,2018
A,99,ITTOT,IT,N49_GE,4,9,30,2014,2018,286.0,2018
A,99,ITTOT,IT,N49_GE,5,1,30,2008,2014,16.1,2014
A,99,ITTOT,IT,N49_GE,5,1,30,2010,2014,14.4,2014
A,99,ITTOT,IT,N49_GE,5,1,30,2012,2018,49.0,2018
A,99,ITTOT,IT,N49_GE,5,1,30,2014,2018,67.0,2018
A,99,ITTOT,IT,N49_GE,5,2,30,2008,2014,10.7,2014
A,99,ITTOT,IT,N49_GE,5,2,30,2010,2014,9.0,2014
A,99,ITTOT,IT,N49_GE,5,2,30,2012,2018,59.0,2018
A,99,ITTOT,IT,N49_GE,5,2,30,2014,2018,71.0,2018
A,99,ITTOT,IT,N49_GE,5,9,30,2008,2014,12.7,2014
A,99,ITTOT,IT,N49_GE,5,9,30,2010,2014,11.2,2014
A,99,ITTOT,IT,N49_GE,5,9,30,2012,2018,108.0,2018
A,99,ITTOT,IT,N49_GE,5,9,30,2014,2018,139.0,2018
A,99,ITTOT,IT,N49_GE,6,1,30,2008,2014,22.1,2014
A,99,ITTOT,IT,N49_GE,6,1,30,2010,2014,24.2,2014
A,99,ITTOT,IT,N49_GE,6,1,30,2012,2018,135.0,2018
A,99,ITTOT,IT,N49_GE,6,1,30,2014,2018,238.0,2018
A,99,ITTOT,IT,N49_GE,6,2,30,2008,2014,13.9,2014
A,99,ITTOT,IT,N49_GE,6,2,30,2010,2014,17.1,2014
A,99,ITTOT,IT,N49_GE,6,2,30,2012,2018,144.0,2018
A,99,ITTOT,IT,N49_GE,6,2,30,2014,2018,191.0,2018
A,99,ITTOT,IT,N49_GE,6,9,30,2008,2014,17.5,2014
A,99,ITTOT,IT,N49_GE,6,9,30,2010,2014,20.4,2014
A,99,ITTOT,IT,N49_GE,6,9,30,2012,2018,279.0,2018
A,99,ITTOT,IT,N49_GE,6,9,30,2014,2018,429.0,2018
A,99,ITTOT,IT,N49_GE,7,1,30,2008,2014,35.2,2014
A,99,ITTOT,IT,N49_GE,7,1,30,2010,2014,34.4,2014
A,99,ITTOT,IT,N49_GE,7,1,30,2012,2018,234.0,2018
A,99,ITTOT,IT,N49_GE,7,1,30,2014,2018,200.0,2018
A,99,ITTOT,IT,N49_GE,7,2,30,2008,2014,12.4,2014
A,99,ITTOT,IT,N49_GE,7,2,30,2010,2014,13.9,2014
A,99,ITTOT,IT,N49_GE,7,2,30,2012,2018,93.0,2018
A,99,ITTOT,IT,N49_GE,7,2,30,2014,2018,117.0,2018
A,99,ITTOT,IT,N49_GE,7,9,30,2008,2014,24.7,2014
A,99,ITTOT,IT,N49_GE,7,9,30,2010,2014,24.8,2014
A,99,ITTOT,IT,N49_GE,7,9,30,2012,2018,327.0,2018
A,99,ITTOT,IT,N49_GE,7,9,30,2014,2018,318.0,2018
A,99,ITTOT,IT,N49_GE,9,1,30,2008,2014,23.8,2014
A,99,ITTOT,IT,N49_GE,9,1,30,2010,2014,22.3,2014
A,99,ITTOT,IT,N49_GE,9,1,30,2012,2018,1087.0,2018
A,99,ITTOT,IT,N49_GE,9,1,30,2014,2018,1010.0,2018
A,99,ITTOT,IT,N49_GE,9,2,30,2008,2014,12.3,2014
A,99,ITTOT,IT,N49_GE,9,2,30,2010,2014,13.3,2014
A,99,ITTOT,IT,N49_GE,9,2,30,2012,2018,608.0,2018
A,99,ITTOT,IT,N49_GE,9,2,30,2014,2018,649.0,2018
A,99,ITTOT,IT,N49_GE,9,9,30,2008,2014,17.9,2014
A,99,ITTOT,IT,N49_GE,9,9,30,2010,2014,17.7,2014
A,99,ITTOT,IT,N49_GE,9,9,30,2012,2018,1694.0,2018
A,99,ITTOT,IT,N49_GE,9,9,30,2014,2018,1658.0,2018
A,99,ITTOT,IT,TOT,3,1,10,2008,2014,1950.0,2014
A,99,ITTOT,IT,TOT,3,1,10,2010,2014,1950.0,2014
A,99,ITTOT,IT,TOT,3,1,10,2012,2018,2058.0,2018
A,99,ITTOT,IT,TOT,3,1,10,2014,2018,1983.0,2018
A,99,ITTOT,IT,TOT,3,1,11,2008,2014,1992.0,2014
A,99,ITTOT,IT,TOT,3,1,11,2010,2014,1983.0,2014
A,99,ITTOT,IT,TOT,3,1,11,2012,2018,2102.0,2018
A,99,ITTOT,IT,TOT,3,1,11,2014,2018,2003.0,2018
A,99,ITTOT,IT,TOT,3,1,12,2008,2014,41.3,2014
A,99,ITTOT,IT,TOT,3,1,12,2010,2014,40.6,2014
A,99,ITTOT,IT,TOT,3,1,12,2012,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,1,12,2014,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,1,13,2008,2014,42.5,2014
A,99,ITTOT,IT,TOT,3,1,13,2010,2014,41.7,2014
A,99,ITTOT,IT,TOT,3,1,13,2012,2018,46.0,2018
A,99,ITTOT,IT,TOT,3,1,13,2014,2018,50.0,2018
A,99,ITTOT,IT,TOT,3,1,30,2008,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,1,30,2010,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,1,30,2012,2018,2493.0,2018
A,99,ITTOT,IT,TOT,3,1,30,2014,2018,2040.0,2018
A,99,ITTOT,IT,TOT,3,2,10,2008,2014,1750.0,2014
A,99,ITTOT,IT,TOT,3,2,10,2010,2014,1722.0,2014
A,99,ITTOT,IT,TOT,3,2,10,2012,2018,1750.0,2018
A,99,ITTOT,IT,TOT,3,2,10,2014,2018,1750.0,2018
A,99,ITTOT,IT,TOT,3,2,11,2008,2014,1788.0,2014
A,99,ITTOT,IT,TOT,3,2,11,2010,2014,1733.0,2014
A,99,ITTOT,IT,TOT,3,2,11,2012,2018,1750.0,2018
A,99,ITTOT,IT,TOT,3,2,11,2014,2018,1758.0,2018
A,99,ITTOT,IT,TOT,3,2,12,2008,2014,37.9,2014
A,99,ITTOT,IT,TOT,3,2,12,2010,2014,37.3,2014
A,99,ITTOT,IT,TOT,3,2,12,2012,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,2,12,2014,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,2,13,2008,2014,38.9,2014
A,99,ITTOT,IT,TOT,3,2,13,2010,2014,38.4,2014
A,99,ITTOT,IT,TOT,3,2,13,2012,2018,42.0,2018
A,99,ITTOT,IT,TOT,3,2,13,2014,2018,42.0,2018
A,99,ITTOT,IT,TOT,3,2,30,2008,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,2,30,2010,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,2,30,2012,2018,2347.0,2018
A,99,ITTOT,IT,TOT,3,2,30,2014,2018,1809.0,2018
A,99,ITTOT,IT,TOT,3,9,10,2008,2014,1867.0,2014
A,99,ITTOT,IT,TOT,3,9,10,2010,2014,1842.0,2014
A,99,ITTOT,IT,TOT,3,9,10,2012,2018,1950.0,2018
A,99,ITTOT,IT,TOT,3,9,10,2014,2018,1843.0,2018
A,99,ITTOT,IT,TOT,3,9,11,2008,2014,1925.0,2014
A,99,ITTOT,IT,TOT,3,9,11,2010,2014,1867.0,2014
A,99,ITTOT,IT,TOT,3,9,11,2012,2018,1950.0,2018
A,99,ITTOT,IT,TOT,3,9,11,2014,2018,1867.0,2018
A,99,ITTOT,IT,TOT,3,9,12,2008,2014,39.7,2014
A,99,ITTOT,IT,TOT,3,9,12,2010,2014,39.1,2014
A,99,ITTOT,IT,TOT,3,9,12,2012,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,9,12,2014,2018,40.0,2018
A,99,ITTOT,IT,TOT,3,9,13,2008,2014,40.8,2014
A,99,ITTOT,IT,TOT,3,9,13,2010,2014,40.2,2014
A,99,ITTOT,IT,TOT,3,9,13,2012,2018,45.0,2018
A,99,ITTOT,IT,TOT,3,9,13,2014,2018,47.0,2018
A,99,ITTOT,IT,TOT,3,9,30,2008,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,9,30,2010,2014,100.0,2014
A,99,ITTOT,IT,TOT,3,9,30,2012,2018,4840.0,2018
A,99,ITTOT,IT,TOT,3,9,30,2014,2018,3848.0,2018
A,99,ITTOT,IT,TOT,4,1,10,2008,2014,1896.0,2014
A,99,ITTOT,IT,TOT,4,1,10,2010,2014,1842.0,2014
A,99,ITTOT,IT,TOT,4,1,10,2012,2018,1950.0,2018
A,99,ITTOT,IT,TOT,4,1,10,2014,2018,1900.0,2018
A,99,ITTOT,IT,TOT,4,1,11,2008,2014,1950.0,2014
A,99,ITTOT,IT,TOT,4,1,11,2010,2014,1896.0,2014
A,99,ITTOT,IT,TOT,4,1,11,2012,2018,1950.0,2018
A,99,ITTOT,IT,TOT,4,1,11,2014,2018,1950.0,2018
A,99,ITTOT,IT,TOT,4,1,12,2008,2014,39.0,2014
A,99,ITTOT,IT,TOT,4,1,12,2010,2014,37.7,2014
A,99,ITTOT,IT,TOT,4,1,12,2012,2018,40.0,2018
A,99,ITTOT,IT,TOT,4,1,12,2014,2018,40.0,2018
A,99,ITTOT,IT,TOT,4,1,13,2008,2014,40.7,2014
A,99,ITTOT,IT,TOT,4,1,13,2010,2014,39.8,2014
A,99,ITTOT,IT,TOT,4,1,13,2012,2018,48.0,2018
A,99,ITTOT,IT,TOT,4,1,13,2014,2018,42.0,2018
A,99,ITTOT,IT,TOT,4,1,30,2008,2014,100.0,2014
A,99,ITTOT,IT,TOT,4,1,30,2010,2014,100.0,2014
