freq,areadidattica,att_eco,condizione_dich3_occ,att_ricerca_lav,itter107,tipo_occ,isco3d,settore_impiego,sesso,anno_conseguimento_titolo,requisito_si_no,terr_resid_sposo,tipo_dato,time_period,obs_value,year
A,24,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,92.4,2014
A,24,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,793.0,2018
A,24,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,94.2,2018
A,24,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,765.0,2018
A,24,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,95.0,2018
A,24,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,306.0,2014
A,24,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,38.7,2014
A,24,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,325.0,2014
A,24,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,40.8,2014
A,24,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,200.0,2018
A,24,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,23.8,2018
A,24,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,254.0,2018
A,24,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,31.6,2018
A,24,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,442.0,2014
A,24,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,56.0,2014
A,24,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,410.0,2014
A,24,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,51.6,2014
A,24,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,593.0,2018
A,24,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,70.4,2018
A,24,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,511.0,2018
A,24,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,63.5,2018
A,24,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,42.0,2014
A,24,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,5.3,2014
A,24,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,61.0,2014
A,24,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,7.6,2014
A,24,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,49.0,2018
A,24,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,5.8,2018
A,24,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,40.0,2018
A,24,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,5.0,2018
A,24,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,791.0,2014
A,24,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,24,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,795.0,2014
A,24,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,24,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,842.0,2018
A,24,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,24,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,805.0,2018
A,24,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,25,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1263.0,2014
A,25,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,97.1,2014
A,25,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1263.0,2014
A,25,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,95.6,2014
A,25,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1266.0,2018
A,25,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,97.9,2018
A,25,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1279.0,2018
A,25,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,96.3,2018
A,25,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,364.0,2014
A,25,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,27.9,2014
A,25,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,315.0,2014
A,25,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,23.9,2014
A,25,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,191.0,2018
A,25,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,14.8,2018
A,25,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,410.0,2018
A,25,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,30.9,2018
A,25,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,899.0,2014
A,25,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,69.2,2014
A,25,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,947.0,2014
A,25,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,71.7,2014
A,25,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1075.0,2018
A,25,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,83.1,2018
A,25,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,869.0,2018
A,25,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,65.4,2018
A,25,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,38.0,2014
A,25,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,2.9,2014
A,25,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,58.0,2014
A,25,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,4.4,2014
A,25,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,27.0,2018
A,25,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,2.1,2018
A,25,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,49.0,2018
A,25,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,3.7,2018
A,25,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1301.0,2014
A,25,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,25,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1320.0,2014
A,25,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,25,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1293.0,2018
A,25,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,25,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,1328.0,2018
A,25,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,26,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,863.0,2014
A,26,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,91.4,2014
A,26,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,768.0,2014
A,26,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,85.2,2014
A,26,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,992.0,2018
A,26,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,90.8,2018
A,26,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,849.0,2018
A,26,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,90.5,2018
A,26,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,353.0,2014
A,26,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,37.3,2014
A,26,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,308.0,2014
A,26,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,34.2,2014
A,26,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,243.0,2018
A,26,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,22.3,2018
A,26,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,300.0,2018
A,26,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,32.0,2018
A,26,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,511.0,2014
A,26,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,54.1,2014
A,26,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,460.0,2014
A,26,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,51.0,2014
A,26,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,749.0,2018
A,26,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,68.6,2018
A,26,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,549.0,2018
A,26,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,58.5,2018
A,26,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,82.0,2014
A,26,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,8.6,2014
A,26,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,133.0,2014
A,26,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,14.8,2014
A,26,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,100.0,2018
A,26,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,9.2,2018
A,26,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,89.0,2018
A,26,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,9.5,2018
A,26,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,945.0,2014
A,26,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,26,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,901.0,2014
A,26,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,26,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1092.0,2018
A,26,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,26,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,938.0,2018
A,26,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,27,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,893.0,2014
A,27,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,88.7,2014
A,27,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,884.0,2014
A,27,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,87.6,2014
A,27,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,917.0,2018
A,27,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,91.4,2018
A,27,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,798.0,2018
A,27,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,90.9,2018
A,27,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,306.0,2014
A,27,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,30.4,2014
A,27,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,369.0,2014
A,27,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,36.6,2014
A,27,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,244.0,2018
A,27,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,24.3,2018
A,27,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,326.0,2018
A,27,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,37.1,2018
A,27,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,586.0,2014
A,27,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,58.3,2014
A,27,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,515.0,2014
A,27,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,51.0,2014
A,27,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,673.0,2018
A,27,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,67.1,2018
A,27,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,472.0,2018
A,27,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,53.8,2018
A,27,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,113.0,2014
A,27,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,11.3,2014
A,27,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,126.0,2014
A,27,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,12.4,2014
A,27,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,86.0,2018
A,27,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,8.6,2018
A,27,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,80.0,2018
A,27,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,9.1,2018
A,27,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,1006.0,2014
A,27,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,27,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,1010.0,2014
A,27,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,27,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,1003.0,2018
A,27,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,27,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,878.0,2018
A,27,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,28,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,834.0,2014
A,28,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,94.3,2014
A,28,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,776.0,2014
A,28,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,88.9,2014
A,28,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,835.0,2018
A,28,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,93.9,2018
A,28,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,759.0,2018
A,28,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,93.2,2018
A,28,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,418.0,2014
A,28,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,47.3,2014
A,28,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,460.0,2014
A,28,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,52.7,2014
A,28,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,318.0,2018
A,28,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,35.8,2018
A,28,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,419.0,2018
A,28,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,51.5,2018
A,28,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,416.0,2014
A,28,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,47.0,2014
A,28,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,316.0,2014
A,28,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,36.2,2014
A,28,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,516.0,2018
A,28,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,58.0,2018
A,28,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,341.0,2018
A,28,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,41.9,2018
A,28,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,51.0,2014
A,28,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,5.7,2014
A,28,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,97.0,2014
A,28,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,11.1,2014
A,28,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,54.0,2018
A,28,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,6.1,2018
A,28,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,55.0,2018
A,28,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,6.8,2018
A,28,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,885.0,2014
A,28,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,28,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,872.0,2014
A,28,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,28,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,889.0,2018
A,28,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,28,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,814.0,2018
A,28,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,29,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,618.0,2014
A,29,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,94.1,2014
A,29,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,582.0,2014
A,29,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,94.5,2014
A,29,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,592.0,2018
A,29,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,95.9,2018
A,29,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,544.0,2018
A,29,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,91.3,2018
A,29,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,221.0,2014
A,29,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,33.7,2014
A,29,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,237.0,2014
A,29,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,38.4,2014
A,29,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,157.0,2018
A,29,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,25.4,2018
A,29,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,232.0,2018
A,29,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,38.9,2018
A,29,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,397.0,2014
A,29,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,60.4,2014
A,29,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,345.0,2014
A,29,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,56.1,2014
A,29,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,435.0,2018
A,29,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,70.5,2018
A,29,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,312.0,2018
A,29,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,52.3,2018
A,29,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,39.0,2014
A,29,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,5.9,2014
A,29,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,34.0,2014
A,29,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,5.5,2014
A,29,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,25.0,2018
A,29,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,4.1,2018
A,29,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,52.0,2018
A,29,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,8.7,2018
A,29,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,657.0,2014
A,29,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,29,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,615.0,2014
A,29,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,29,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,617.0,2018
A,29,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,29,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,596.0,2018
A,29,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,30,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,363.0,2014
A,30,0010,A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,90.7,2014
A,30,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,337.0,2014
A,30,0010,A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,89.1,2014
A,30,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,406.0,2018
A,30,0010,A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,90.6,2018
A,30,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,296.0,2018
A,30,0010,A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,87.8,2018
A,30,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,118.0,2014
A,30,0010,A1A1_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,29.4,2014
A,30,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,132.0,2014
A,30,0010,A1A1_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,34.7,2014
A,30,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,99.0,2018
A,30,0010,A1A1_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,22.1,2018
A,30,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,117.0,2018
A,30,0010,A1A1_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,34.7,2018
A,30,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,245.0,2014
A,30,0010,A1A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,61.3,2014
A,30,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,206.0,2014
A,30,0010,A1A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,54.4,2014
A,30,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,307.0,2018
A,30,0010,A1A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,68.5,2018
A,30,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,179.0,2018
A,30,0010,A1A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,53.1,2018
A,30,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,37.0,2014
A,30,0010,A2_P,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,9.3,2014
A,30,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,41.0,2014
A,30,0010,A2_P,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,10.9,2014
A,30,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,42.0,2018
A,30,0010,A2_P,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,9.4,2018
A,30,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,41.0,2018
A,30,0010,A2_P,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,12.2,2018
A,30,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,01,2014,401.0,2014
A,30,0010,TOT,9,IT,9,99,9,9,2008,9,ITTOT,31,2014,100.0,2014
A,30,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,01,2014,379.0,2014
A,30,0010,TOT,9,IT,9,99,9,9,2010,9,ITTOT,31,2014,100.0,2014
A,30,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,01,2018,448.0,2018
A,30,0010,TOT,9,IT,9,99,9,9,2012,9,ITTOT,31,2018,100.0,2018
A,30,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,01,2018,337.0,2018
A,30,0010,TOT,9,IT,9,99,9,9,2014,9,ITTOT,31,2018,100.0,2018
A,99,0010,A1_P,5,IT,9,99,9,1,2012,9,ITTOT,01,2018,1308.0,2018
A,99,0010,A1_P,5,IT,9,99,9,1,2012,9,ITTOT,37,2018,25.6,2018
A,99,0010,A1_P,5,IT,9,99,9,1,2014,9,ITTOT,01,2018,1049.0,2018
A,99,0010,A1_P,5,IT,9,99,9,1,2014,9,ITTOT,37,2018,21.8,2018
A,99,0010,A1_P,5,IT,9,99,9,2,2012,9,ITTOT,01,2018,1938.0,2018
A,99,0010,A1_P,5,IT,9,99,9,2,2012,9,ITTOT,37,2018,34.4,2018
A,99,0010,A1_P,5,IT,9,99,9,2,2014,9,ITTOT,01,2018,1671.0,2018
A,99,0010,A1_P,5,IT,9,99,9,2,2014,9,ITTOT,37,2018,32.4,2018
