freq,classe_eta_pperc,voci_spesa,cond_prof_prev_pperc,itter107,sesso_pperc,tipologia_fam,tipo_dato,titolo_studio_pers_rif,misura1,num_comp_fam,fam_anz,fam_min,time_period,obs_value,year
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2011,9.8,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2012,8.7,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2013,9.7,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2014,9.7,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2015,9.5,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2016,6.9,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2017,3.7,2017
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2018,3.1,2018
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2019,3.9,2019
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2020,4.9,2020
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2021,4.4,2021
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2022,3.4,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,4,9,2023,3.1,2023
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2010,6.9,2010
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2011,11.1,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2012,9.2,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2013,9.7,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2014,8.5,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2015,9.5,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2016,6.5,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2017,3.1,2017
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2018,2.5,2018
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2019,3.1,2019
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2020,4.7,2020
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2021,4.2,2021
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2022,3.9,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,1,2023,2.7,2023
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2010,6.3,2010
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2011,9.4,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2012,8.3,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2013,10.3,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2014,10.5,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2015,9.2,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2016,7.1,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2017,3.7,2017
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2018,2.1,2018
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2019,3.3,2019
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2020,3.4,2020
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2021,4.1,2021
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2022,1.6,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,2,2023,2.1,2023
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2010,5.7,2010
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2011,17.2,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2012,18.2,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2013,19.4,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2014,19.6,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2015,18.3,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2016,10.9,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2022,6.6,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,3,2023,7.3,2023
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2010,5.3,2010
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2011,8.3,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2012,7.2,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2013,7.7,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2014,7.9,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2015,7.7,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2016,6.3,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2017,3.3,2017
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2018,2.8,2018
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2019,3.6,2019
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2020,4.1,2020
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2021,3.9,2021
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2022,3.3,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,5,2023,2.8,2023
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.6,2010
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.0,2011
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,7.8,2012
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,8.5,2013
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,8.5,2014
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,8.3,2015
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.5,2016
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.4,2017
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,2.7,2018
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,3.5,2019
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.2,2020
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.0,2021
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.3,2022
A,9,1,99,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.8,2023
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,4.7,2010
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,7.2,2011
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,6.4,2012
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,6.9,2013
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,6.9,2014
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,7.0,2015
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,5.9,2016
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.0,2017
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,2.2,2018
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,2.6,2019
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.2,2020
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,5.1,2021
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.1,2022
A,9,1,99,ITC,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.7,2023
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.3,2010
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,6.3,2011
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,6.3,2012
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,6.0,2013
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,5.4,2014
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,6.4,2015
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,4.2,2016
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,1.7,2017
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,1.6,2018
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,2.2,2019
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.1,2020
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,1.5,2021
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,1.8,2022
A,9,1,99,ITD,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,1.7,2023
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.5,2010
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,7.5,2011
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,7.2,2012
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,7.0,2013
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,7.7,2014
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,6.9,2015
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,5.0,2016
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,1.9,2017
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,1.8,2018
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,1.6,2019
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.3,2020
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,2.1,2021
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.0,2022
A,9,1,99,ITE,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.4,2023
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,6.1,2010
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,14.3,2011
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,10.8,2012
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,12.8,2013
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.7,2014
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.2,2015
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.0,2016
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.6,2017
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.5,2018
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,7.1,2019
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,6.3,2020
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,6.3,2021
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,5.7,2022
A,9,1,99,ITF,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.8,2023
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,8.0,2010
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,11.3,2011
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,9.5,2012
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,11.6,2013
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,13.1,2014
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,12.4,2015
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,8.0,2016
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,5.5,2017
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,4.1,2018
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,4.9,2019
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.0,2020
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.9,2021
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.9,2022
A,9,1,99,ITG,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.2,2023
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,5.6,2010
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,6.3,2011
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,6.4,2012
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,9.2,2013
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,7.5,2014
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,6.6,2015
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,5.4,2016
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,3.4,2017
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,3.0,2018
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,2.7,2019
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,2.8,2020
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,2.6,2021
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.0,2022
A,9,2,1A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,2.7,2023
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,8.4,2010
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,8.1,2011
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,8.7,2012
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,9.9,2013
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,9.1,2014
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,8.9,2015
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,6.4,2016
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.1,2017
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,3.9,2018
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,4.1,2019
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.8,2020
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.7,2021
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,2.8,2022
A,9,2,1B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,3.6,2023
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,11.0,2010
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,10.2,2011
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,9.2,2012
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,10.0,2013
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.3,2014
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.0,2015
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,7.9,2016
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.3,2017
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.7,2018
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.0,2019
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.6,2020
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.5,2021
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.0,2022
A,9,2,2A,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.6,2023
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,31.3,2010
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,26.1,2011
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,26.7,2012
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,32.0,2013
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,34.9,2014
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,29.2,2015
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,22.9,2016
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,21.3,2017
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,16.7,2018
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,20.5,2019
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,11.9,2020
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,13.2,2021
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,8.8,2022
A,9,2,2B,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,13.7,2023
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,21.0,2010
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,19.6,2011
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,19.8,2012
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,20.9,2013
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,20.6,2014
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,19.1,2015
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,15.7,2016
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,10.9,2017
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,13.2,2018
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,14.5,2019
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,10.9,2020
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,9.9,2021
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,11.7,2022
A,9,2,2C,IT,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,13.0,2023
A,9,2,99,1,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.2,2017
A,9,2,99,1,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,7.0,2018
A,9,2,99,1,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,8.1,2019
A,9,2,99,1,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.8,2020
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,15.6,2010
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,11.3,2011
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,12.2,2012
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,13.5,2013
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,13.7,2014
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,10.5,2015
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,9.4,2016
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.2,2017
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,7.0,2018
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,8.1,2019
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.8,2020
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.7,2021
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.1,2022
A,9,2,99,2,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,5.4,2023
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,10.5,2010
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,11.3,2011
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,12.0,2012
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,10.4,2013
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.1,2014
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.3,2015
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.3,2016
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.2,2017
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,6.0,2018
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,6.3,2019
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.1,2020
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,6.2,2021
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,4.8,2022
A,9,2,99,3,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,6.3,2023
A,9,2,99,4,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.3,2017
A,9,2,99,4,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.6,2018
A,9,2,99,4,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.5,2019
A,9,2,99,4,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.2,2020
A,9,2,99,5,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,6.0,2017
A,9,2,99,5,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.6,2018
A,9,2,99,5,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.5,2019
A,9,2,99,5,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,4.5,2020
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,7.7,2010
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,8.4,2011
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,5.7,2012
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,8.1,2013
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,8.2,2014
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,11.3,2015
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,10.4,2016
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.2,2017
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.3,2018
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.7,2019
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,3.8,2020
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,3.6,2021
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,5.8,2022
A,9,2,99,6,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.2,2023
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,9.5,2010
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2011,9.8,2011
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2012,9.6,2012
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2013,11.7,2013
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2014,11.1,2014
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2015,10.8,2015
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2016,7.1,2016
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2017,4.3,2017
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2018,5.6,2018
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2019,5.5,2019
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2020,5.2,2020
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2021,4.5,2021
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2022,3.2,2022
A,9,2,99,7,9,99,FAM_NO_SOLDI,99,10,99,9,9,2023,4.8,2023
A,9,2,99,8,9,99,FAM_NO_SOLDI,99,10,99,9,9,2010,11.7,2010
