freq,ref_area,ind_type,measure,num_componenti,tipologia_fam,fam_minori,fam_anziani,classe_eta_pers_rif,titolo_studio_pers_rif,cond_prof_pers_rif,time_period,obs_value,year
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2011,6.2,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2012,5.7,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2013,5.3,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2010,9.0,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2011,8.3,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2012,9.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2013,8.2,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2010,5.7,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2011,6.0,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2012,8.3,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2013,8.2,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2010,2.2,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2011,2.6,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2012,3.1,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2013,3.5,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2010,4.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2011,3.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2012,5.5,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2013,5.6,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2010,2.6,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2011,2.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2012,4.8,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2013,4.3,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2010,3.7,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2011,3.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2012,6.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2013,5.9,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2010,4.5,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2011,4.2,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2012,5.7,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2013,6.0,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2010,1.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2011,1.8,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2012,2.2,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2013,1.9,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2010,7.7,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2011,7.3,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2012,9.6,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2013,10.7,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2010,5.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2011,6.1,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2012,7.0,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2013,6.4,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2010,5.1,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2011,5.5,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2012,5.8,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2013,5.4,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2010,13.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2011,11.7,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2012,22.3,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2013,16.8,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2010,8.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2011,8.2,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2012,7.7,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2013,7.3,2013
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,4.9,2010
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,4.9,2011
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.2,2012
A,ITCD,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,6.0,2013
A,ITD1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,9.5,2010
A,ITD1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,10.4,2011
A,ITD1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,7.8,2012
A,ITD1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,3.7,2013
A,ITD2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,5.9,2010
A,ITD2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,3.4,2011
A,ITD2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,4.4,2012
A,ITD2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,4.9,2013
A,ITD3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,5.3,2010
A,ITD3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,4.3,2011
A,ITD3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,5.8,2012
A,ITD3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,6.6,2013
A,ITD4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,5.6,2010
A,ITD4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,5.4,2011
A,ITD4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.1,2012
A,ITD4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,6.1,2013
A,ITD5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,4.5,2010
A,ITD5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,5.2,2011
A,ITD5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,5.1,2012
A,ITD5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,4.5,2013
A,ITDA,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,7.6,2010
A,ITDA,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,6.7,2011
A,ITDA,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.0,2012
A,ITDA,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,4.3,2013
A,ITE,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2010,2.6,2010
A,ITE,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2011,3.3,2011
A,ITE,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2012,3.1,2012
A,ITE,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2013,2.0,2013
A,ITE,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2010,5.3,2010
A,ITE,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2011,5.9,2011
A,ITE,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2012,5.5,2012
A,ITE,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2013,7.2,2013
A,ITE,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2010,5.8,2010
A,ITE,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2011,7.1,2011
A,ITE,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2012,9.4,2012
A,ITE,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2013,9.3,2013
A,ITE,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2010,9.6,2010
A,ITE,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2011,8.0,2011
A,ITE,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2012,10.1,2012
A,ITE,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2013,13.5,2013
A,ITE,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2010,26.1,2010
A,ITE,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2011,19.5,2011
A,ITE,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2012,23.7,2012
A,ITE,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2013,24.5,2013
A,ITE,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2010,6.1,2010
A,ITE,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2011,6.8,2011
A,ITE,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2012,6.1,2012
A,ITE,INCID_POVREL_FAM,1,99,10,9,9,TOTAL,99,99,2013,8.5,2013
A,ITE,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2010,4.6,2010
A,ITE,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2011,7.3,2011
A,ITE,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2012,8.2,2012
A,ITE,INCID_POVREL_FAM,1,99,12,9,9,TOTAL,99,99,2013,9.0,2013
A,ITE,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2010,8.5,2010
A,ITE,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2011,7.0,2011
A,ITE,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2012,8.8,2012
A,ITE,INCID_POVREL_FAM,1,99,13,9,9,TOTAL,99,99,2013,12.7,2013
A,ITE,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2010,26.8,2010
A,ITE,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2011,17.9,2011
A,ITE,INCID_POVREL_FAM,1,99,14,9,9,TOTAL,99,99,2012,21.6,2012
A,ITE,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2010,7.7,2010
A,ITE,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2011,6.8,2011
A,ITE,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2012,10.0,2012
A,ITE,INCID_POVREL_FAM,1,99,15,9,9,TOTAL,99,99,2013,9.0,2013
A,ITE,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2010,16.9,2010
A,ITE,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2011,13.8,2011
A,ITE,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2012,17.2,2012
A,ITE,INCID_POVREL_FAM,1,99,23,9,9,TOTAL,99,99,2013,15.9,2013
A,ITE,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2010,4.8,2010
A,ITE,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2011,5.8,2011
A,ITE,INCID_POVREL_FAM,1,99,5,9,9,TOTAL,99,99,2012,3.4,2012
A,ITE,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2010,7.0,2010
A,ITE,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2011,8.3,2011
A,ITE,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2012,7.1,2012
A,ITE,INCID_POVREL_FAM,1,99,99,1,9,TOTAL,99,99,2013,12.1,2013
A,ITE,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2010,11.2,2010
A,ITE,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2011,8.5,2011
A,ITE,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2012,12.3,2012
A,ITE,INCID_POVREL_FAM,1,99,99,2,9,TOTAL,99,99,2013,14.3,2013
A,ITE,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2010,9.7,2010
A,ITE,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2011,9.0,2011
A,ITE,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2012,10.3,2012
A,ITE,INCID_POVREL_FAM,1,99,99,4,9,TOTAL,99,99,2013,13.4,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2010,7.2,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2011,7.2,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2012,6.8,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,1,TOTAL,99,99,2013,5.2,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2010,7.1,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2011,9.0,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2012,8.0,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,2,TOTAL,99,99,2013,9.8,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2010,7.1,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2011,7.8,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2012,7.2,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,3,TOTAL,99,99,2013,6.8,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2011,6.1,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_UN35,99,99,2012,11.0,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2010,6.3,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2011,6.0,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2012,7.8,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y35-44,99,99,2013,10.4,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2010,7.0,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2011,7.1,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2012,5.6,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y45-54,99,99,2013,7.2,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2010,4.9,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2011,3.7,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2012,6.6,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y55-64,99,99,2013,6.5,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2010,6.7,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2011,7.8,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2012,7.2,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,Y_GE65,99,99,2013,6.6,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2010,10.9,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2011,11.8,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2012,10.8,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,3,99,2013,11.6,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2010,8.3,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2011,8.1,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2012,11.1,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,4,99,2013,10.8,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2010,3.2,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2011,3.0,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2012,3.5,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,8,99,2013,4.2,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2010,5.1,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2011,5.2,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2012,5.6,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1,2013,6.4,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2010,4.0,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2011,5.4,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2012,3.6,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1A,2013,8.2,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2010,5.4,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2011,7.4,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1AB,2013,10.9,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2010,5.4,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2011,5.2,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2012,6.2,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B,2013,6.0,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B1,2011,1.9,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2010,10.8,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2011,9.8,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2012,10.8,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,1B2,2013,11.1,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2010,7.7,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2011,7.7,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2012,8.9,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2,2013,8.7,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2010,6.6,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2011,6.7,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2012,7.4,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2A,2013,5.9,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2011,18.8,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2012,17.2,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2B,2013,27.3,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2010,10.3,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2011,7.9,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2012,12.7,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,2C,2013,11.9,2013
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,6.3,2010
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,6.4,2011
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,7.1,2012
A,ITE,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,7.5,2013
A,ITE1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,5.3,2010
A,ITE1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,5.2,2011
A,ITE1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.8,2012
A,ITE1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,4.8,2013
A,ITE2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,4.9,2010
A,ITE2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,8.9,2011
A,ITE2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,11.0,2012
A,ITE2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,10.9,2013
A,ITE3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,8.5,2010
A,ITE3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,5.2,2011
A,ITE3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,8.6,2012
A,ITE3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,8.4,2013
A,ITE4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,6.6,2010
A,ITE4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,7.1,2011
A,ITE4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,6.3,2012
A,ITE4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,8.5,2013
A,ITF1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,14.3,2010
A,ITF1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,13.4,2011
A,ITF1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,16.5,2012
A,ITF1,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,15.5,2013
A,ITF2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,16.0,2010
A,ITF2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,18.2,2011
A,ITF2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,20.5,2012
A,ITF2,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,19.6,2013
A,ITF3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,23.2,2010
A,ITF3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,22.4,2011
A,ITF3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,25.8,2012
A,ITF3,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,23.1,2013
A,ITF4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,21.1,2010
A,ITF4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,22.6,2011
A,ITF4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,28.2,2012
A,ITF4,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,23.9,2013
A,ITF5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,28.3,2010
A,ITF5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,23.3,2011
A,ITF5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,24.5,2012
A,ITF5,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,22.9,2013
A,ITF6,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2010,26.0,2010
A,ITF6,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2011,26.2,2011
A,ITF6,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2012,27.4,2012
A,ITF6,INCID_POVREL_FAM,1,99,99,9,9,TOTAL,99,99,2013,32.4,2013
A,ITFG,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2010,13.3,2010
A,ITFG,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2011,16.2,2011
A,ITFG,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2012,15.6,2012
A,ITFG,INCID_POVREL_FAM,1,1,99,9,9,TOTAL,99,99,2013,14.3,2013
A,ITFG,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2010,21.3,2010
A,ITFG,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2011,20.1,2011
A,ITFG,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2012,24.5,2012
A,ITFG,INCID_POVREL_FAM,1,2,99,9,9,TOTAL,99,99,2013,23.5,2013
A,ITFG,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2010,24.0,2010
A,ITFG,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2011,22.8,2011
A,ITFG,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2012,30.8,2012
A,ITFG,INCID_POVREL_FAM,1,3,99,9,9,TOTAL,99,99,2013,27.9,2013
A,ITFG,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2010,29.4,2010
A,ITFG,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2011,28.7,2011
A,ITFG,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2012,31.8,2012
A,ITFG,INCID_POVREL_FAM,1,4,99,9,9,TOTAL,99,99,2013,35.6,2013
A,ITFG,INCID_POVREL_FAM,1,7,99,9,9,TOTAL,99,99,2010,42.1,2010
