freq,gruppo_laurea,att_eco,condizione_dich3_occ,anno_conseg_laurea,itter107,isco3d,tipo_occ,tipo_laurea,settore_impiego,sesso,richiesta_laurea,utilita_laurea,tipo_dato,time_period,obs_value,year
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1138.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1250.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1200.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,6360.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,3487.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1260.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1200.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1036.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1027.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1100.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1057.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,14560.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,6758.0,2015
A,3,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,3,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,123.0,2015
A,3,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,3.8,2015
A,3,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,50.0,2015
A,3,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.4,2015
A,3,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,174.0,2015
A,3,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,2.6,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,932.0,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,28.5,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,455.0,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,13.0,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,1386.0,2015
A,3,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,20.5,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,980.0,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,30.0,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,2190.0,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,62.8,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,3170.0,2015
A,3,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,46.9,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,1235.0,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,37.8,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,793.0,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,22.7,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,2028.0,2015
A,3,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,30.0,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2729.0,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,12.8,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1519.0,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,16.1,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,4248.0,2015
A,4,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,13.8,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,15564.0,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,72.8,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,7571.0,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,80.4,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,23136.0,2015
A,4,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,75.1,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2503.0,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,11.7,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,126.0,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,1.3,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,2630.0,2015
A,4,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,8.5,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,596.0,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,2.8,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,201.0,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,2.1,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,797.0,2015
A,4,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,2.6,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1517.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1517.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1417.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1408.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1500.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1408.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,21392.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,18054.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1700.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1700.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1680.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1660.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1700.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1660.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,9418.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,3261.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1625.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1625.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1550.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1517.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1600.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1550.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,30810.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,21315.0,2015
A,4,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,4,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,140.0,2015
A,4,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,0.8,2015
A,4,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,4.0,2015
A,4,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,0.1,2015
A,4,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,143.0,2015
A,4,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,0.7,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,1061.0,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,5.9,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,46.0,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,1.4,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,1107.0,2015
A,4,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,5.2,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,295.0,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,1.6,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,1670.0,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,51.2,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,1965.0,2015
A,4,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,9.2,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,16559.0,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,91.7,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,1542.0,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,47.3,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,18101.0,2015
A,4,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,84.9,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1812.0,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,9.3,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1672.0,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,11.2,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3485.0,2015
A,5,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,10.1,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,12886.0,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,65.8,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,12369.0,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,82.7,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,25256.0,2015
A,5,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,73.1,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,3106.0,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,15.9,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,738.0,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,4.9,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3844.0,2015
A,5,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,11.1,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,1784.0,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,9.1,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,184.0,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,1.2,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,1968.0,2015
A,5,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,5.7,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1496.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1458.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,1398.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,1383.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1450.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,1408.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,19589.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,12696.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1700.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1660.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1625.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1600.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1658.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1633.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,14963.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,13100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1617.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1575.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1500.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1463.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1563.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1517.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,34552.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,25796.0,2015
A,5,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,5,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,222.0,2015
A,5,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,1.8,2015
A,5,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,115.0,2015
A,5,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,0.9,2015
A,5,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,337.0,2015
A,5,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,1.3,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,1055.0,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,8.3,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_NS,2015,469.0,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,73,9,9,9,9,WORK_O,2015,3.6,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_NS,2015,1525.0,2015
A,5,0010,TOT,2011,ITTOT,SERV,9,99,9,9,9,9,WORK_O,2015,5.9,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_NS,2015,4790.0,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,72,9,9,9,9,WORK_O,2015,37.7,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_NS,2015,10010.0,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,73,9,9,9,9,WORK_O,2015,76.4,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_NS,2015,14800.0,2015
A,5,0010,TOT,2011,ITTOT,SKIL,9,99,9,9,9,9,WORK_O,2015,57.4,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_NS,2015,6628.0,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,72,9,9,9,9,WORK_O,2015,52.2,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_NS,2015,2506.0,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,73,9,9,9,9,WORK_O,2015,19.1,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_NS,2015,9134.0,2015
A,5,0010,TOT,2011,ITTOT,TECH,9,99,9,9,9,9,WORK_O,2015,35.4,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,829.0,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,10.0,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1195.0,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,14.3,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,2023.0,2015
A,6,0010,A1A1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,12.1,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,4624.0,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,55.8,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,5978.0,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,71.3,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,10602.0,2015
A,6,0010,A1A2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,63.6,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,2103.0,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,25.4,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,1009.0,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,12.0,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,3112.0,2015
A,6,0010,B1_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,18.7,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,726.0,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,8.8,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,201.0,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,2.4,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,927.0,2015
A,6,0010,B2_P,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,5.6,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC,2015,1167.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,1,9,9,INC_AC,2015,1020.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC,2015,850.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,2,9,9,INC_AC,2015,800.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC,2015,1000.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,INC_AC,2015,975.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH,2015,8281.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_NS,2015,5144.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,72,9,9,9,9,WORK_O,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC,2015,1250.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,1,9,9,INC_AC,2015,1192.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC,2015,1192.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,2,9,9,INC_AC,2015,1083.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC,2015,1200.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,INC_AC,2015,1150.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH,2015,8383.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_NS,2015,6833.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,73,9,9,9,9,WORK_O,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC,2015,1200.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,1,9,9,INC_AC,2015,1100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC,2015,1042.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,2,9,9,INC_AC,2015,1000.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC,2015,1100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,INC_AC,2015,1021.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH,2015,16663.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,NO_ACH_C,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_NS,2015,11977.0,2015
A,6,0010,TOT,2011,ITTOT,ALL,9,99,9,9,9,9,WORK_O,2015,100.0,2015
A,6,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_NS,2015,126.0,2015
A,6,0010,TOT,2011,ITTOT,ART,9,72,9,9,9,9,WORK_O,2015,2.4,2015
A,6,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_NS,2015,71.0,2015
A,6,0010,TOT,2011,ITTOT,ART,9,73,9,9,9,9,WORK_O,2015,1.0,2015
A,6,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_NS,2015,196.0,2015
A,6,0010,TOT,2011,ITTOT,ART,9,99,9,9,9,9,WORK_O,2015,1.6,2015
A,6,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_NS,2015,738.0,2015
A,6,0010,TOT,2011,ITTOT,SERV,9,72,9,9,9,9,WORK_O,2015,14.3,2015
