freq,territorio,ind_type,measure,ordinescol,tipo_scuolasup,gest_scuola,time_period,obs_value,year
A,ITC2,CLSS,9,4,199,1B,2011,95.0,2011
A,ITC2,CLSS,9,4,199,1B,2012,75.0,2012
A,ITC2,CLSS,9,4,199,1B,2013,72.0,2013
A,ITC2,CLSS,9,4,199,1B,2014,71.0,2014
A,ITC2,CLSS,9,4,199,2,2010,12.0,2010
A,ITC2,CLSS,9,4,199,2,2012,10.0,2012
A,ITC2,CLSS,9,4,199,2,2013,10.0,2013
A,ITC2,CLSS,9,4,199,2,2014,10.0,2014
A,ITC2,CLSS,9,4,199,9,2010,78.0,2010
A,ITC2,CLSS,9,4,199,9,2011,95.0,2011
A,ITC2,CLSS,9,4,199,9,2012,85.0,2012
A,ITC2,CLSS,9,4,199,9,2013,82.0,2013
A,ITC2,CLSS,9,4,199,9,2014,81.0,2014
A,ITC2,CLSS,9,4,202,1,2010,8.0,2010
A,ITC2,CLSS,9,4,202,1,2012,10.0,2012
A,ITC2,CLSS,9,4,202,1,2013,11.0,2013
A,ITC2,CLSS,9,4,202,1,2014,17.0,2014
A,ITC2,CLSS,9,4,202,1B,2010,8.0,2010
A,ITC2,CLSS,9,4,202,1B,2012,10.0,2012
A,ITC2,CLSS,9,4,202,1B,2013,11.0,2013
A,ITC2,CLSS,9,4,202,1B,2014,17.0,2014
A,ITC2,CLSS,9,4,202,9,2010,8.0,2010
A,ITC2,CLSS,9,4,202,9,2012,10.0,2012
A,ITC2,CLSS,9,4,202,9,2013,11.0,2013
A,ITC2,CLSS,9,4,202,9,2014,17.0,2014
A,ITC2,CLSS,9,4,205,1,2010,27.0,2010
A,ITC2,CLSS,9,4,205,1,2011,21.0,2011
A,ITC2,CLSS,9,4,205,1,2012,21.0,2012
A,ITC2,CLSS,9,4,205,1,2013,22.0,2013
A,ITC2,CLSS,9,4,205,1,2014,17.0,2014
A,ITC2,CLSS,9,4,205,1B,2010,27.0,2010
A,ITC2,CLSS,9,4,205,1B,2011,21.0,2011
A,ITC2,CLSS,9,4,205,1B,2012,21.0,2012
A,ITC2,CLSS,9,4,205,1B,2013,22.0,2013
A,ITC2,CLSS,9,4,205,1B,2014,17.0,2014
A,ITC2,CLSS,9,4,205,9,2010,27.0,2010
A,ITC2,CLSS,9,4,205,9,2011,21.0,2011
A,ITC2,CLSS,9,4,205,9,2012,21.0,2012
A,ITC2,CLSS,9,4,205,9,2013,22.0,2013
A,ITC2,CLSS,9,4,205,9,2014,17.0,2014
A,ITC2,CLSS,9,4,206,1,2010,14.0,2010
A,ITC2,CLSS,9,4,206,1,2011,15.0,2011
A,ITC2,CLSS,9,4,206,1,2012,16.0,2012
A,ITC2,CLSS,9,4,206,1,2013,15.0,2013
A,ITC2,CLSS,9,4,206,1,2014,22.0,2014
A,ITC2,CLSS,9,4,206,1B,2010,14.0,2010
A,ITC2,CLSS,9,4,206,1B,2011,15.0,2011
A,ITC2,CLSS,9,4,206,1B,2012,16.0,2012
A,ITC2,CLSS,9,4,206,1B,2013,15.0,2013
A,ITC2,CLSS,9,4,206,1B,2014,22.0,2014
A,ITC2,CLSS,9,4,206,9,2010,14.0,2010
A,ITC2,CLSS,9,4,206,9,2011,15.0,2011
A,ITC2,CLSS,9,4,206,9,2012,16.0,2012
A,ITC2,CLSS,9,4,206,9,2013,15.0,2013
A,ITC2,CLSS,9,4,206,9,2014,22.0,2014
A,ITC2,CLSS,9,4,300,1,2010,62.0,2010
A,ITC2,CLSS,9,4,300,1,2011,51.0,2011
A,ITC2,CLSS,9,4,300,1,2012,64.0,2012
A,ITC2,CLSS,9,4,300,1,2013,50.0,2013
A,ITC2,CLSS,9,4,300,1,2014,51.0,2014
A,ITC2,CLSS,9,4,300,1B,2010,62.0,2010
A,ITC2,CLSS,9,4,300,1B,2011,51.0,2011
A,ITC2,CLSS,9,4,300,1B,2012,64.0,2012
A,ITC2,CLSS,9,4,300,1B,2013,50.0,2013
A,ITC2,CLSS,9,4,300,1B,2014,51.0,2014
A,ITC2,CLSS,9,4,300,9,2010,62.0,2010
A,ITC2,CLSS,9,4,300,9,2011,51.0,2011
A,ITC2,CLSS,9,4,300,9,2012,64.0,2012
A,ITC2,CLSS,9,4,300,9,2013,50.0,2013
A,ITC2,CLSS,9,4,300,9,2014,51.0,2014
A,ITC2,CLSS,9,4,501,1,2010,35.0,2010
A,ITC2,CLSS,9,4,501,1,2011,48.0,2011
A,ITC2,CLSS,9,4,501,1,2012,32.0,2012
A,ITC2,CLSS,9,4,501,1,2013,49.0,2013
A,ITC2,CLSS,9,4,501,1,2014,49.0,2014
A,ITC2,CLSS,9,4,501,1B,2010,35.0,2010
A,ITC2,CLSS,9,4,501,1B,2011,48.0,2011
A,ITC2,CLSS,9,4,501,1B,2012,32.0,2012
A,ITC2,CLSS,9,4,501,1B,2013,49.0,2013
A,ITC2,CLSS,9,4,501,1B,2014,49.0,2014
A,ITC2,CLSS,9,4,501,9,2010,35.0,2010
A,ITC2,CLSS,9,4,501,9,2011,48.0,2011
A,ITC2,CLSS,9,4,501,9,2012,32.0,2012
A,ITC2,CLSS,9,4,501,9,2013,49.0,2013
A,ITC2,CLSS,9,4,501,9,2014,49.0,2014
A,ITC2,CLSS,9,4,502,1,2010,13.0,2010
A,ITC2,CLSS,9,4,502,1,2011,15.0,2011
A,ITC2,CLSS,9,4,502,1,2012,16.0,2012
A,ITC2,CLSS,9,4,502,1,2013,19.0,2013
A,ITC2,CLSS,9,4,502,1,2014,19.0,2014
A,ITC2,CLSS,9,4,502,1B,2010,13.0,2010
A,ITC2,CLSS,9,4,502,1B,2011,15.0,2011
A,ITC2,CLSS,9,4,502,1B,2012,16.0,2012
A,ITC2,CLSS,9,4,502,1B,2013,19.0,2013
A,ITC2,CLSS,9,4,502,1B,2014,19.0,2014
A,ITC2,CLSS,9,4,502,9,2010,13.0,2010
A,ITC2,CLSS,9,4,502,9,2011,15.0,2011
A,ITC2,CLSS,9,4,502,9,2012,16.0,2012
A,ITC2,CLSS,9,4,502,9,2013,19.0,2013
A,ITC2,CLSS,9,4,502,9,2014,19.0,2014
A,ITC2,CLSS,9,4,503,2,2010,6.0,2010
A,ITC2,CLSS,9,4,503,2,2011,7.0,2011
A,ITC2,CLSS,9,4,503,2,2012,8.0,2012
A,ITC2,CLSS,9,4,503,2,2013,8.0,2013
A,ITC2,CLSS,9,4,503,2,2014,7.0,2014
A,ITC2,CLSS,9,4,503,9,2010,6.0,2010
A,ITC2,CLSS,9,4,503,9,2011,7.0,2011
A,ITC2,CLSS,9,4,503,9,2012,8.0,2012
A,ITC2,CLSS,9,4,503,9,2013,8.0,2013
A,ITC2,CLSS,9,4,503,9,2014,7.0,2014
A,ITC2,CLSS,9,4,601,1,2010,13.0,2010
A,ITC2,CLSS,9,4,601,1,2011,13.0,2011
A,ITC2,CLSS,9,4,601,1,2012,13.0,2012
A,ITC2,CLSS,9,4,601,1,2013,14.0,2013
A,ITC2,CLSS,9,4,601,1,2014,14.0,2014
A,ITC2,CLSS,9,4,601,1B,2010,13.0,2010
A,ITC2,CLSS,9,4,601,1B,2011,13.0,2011
A,ITC2,CLSS,9,4,601,1B,2012,13.0,2012
A,ITC2,CLSS,9,4,601,1B,2013,14.0,2013
A,ITC2,CLSS,9,4,601,1B,2014,14.0,2014
A,ITC2,CLSS,9,4,601,9,2010,13.0,2010
A,ITC2,CLSS,9,4,601,9,2011,13.0,2011
A,ITC2,CLSS,9,4,601,9,2012,13.0,2012
A,ITC2,CLSS,9,4,601,9,2013,14.0,2013
A,ITC2,CLSS,9,4,601,9,2014,14.0,2014
A,ITC2,CLSS,9,4,999,1,2010,238.0,2010
A,ITC2,CLSS,9,4,999,1,2011,258.0,2011
A,ITC2,CLSS,9,4,999,1,2012,247.0,2012
A,ITC2,CLSS,9,4,999,1,2013,252.0,2013
A,ITC2,CLSS,9,4,999,1,2014,260.0,2014
A,ITC2,CLSS,9,4,999,1B,2010,238.0,2010
A,ITC2,CLSS,9,4,999,1B,2011,258.0,2011
A,ITC2,CLSS,9,4,999,1B,2012,247.0,2012
A,ITC2,CLSS,9,4,999,1B,2013,252.0,2013
A,ITC2,CLSS,9,4,999,1B,2014,260.0,2014
A,ITC2,CLSS,9,4,999,2,2010,29.0,2010
A,ITC2,CLSS,9,4,999,2,2011,14.0,2011
A,ITC2,CLSS,9,4,999,2,2012,28.0,2012
A,ITC2,CLSS,9,4,999,2,2013,27.0,2013
A,ITC2,CLSS,9,4,999,2,2014,28.0,2014
A,ITC2,CLSS,9,4,999,9,2010,267.0,2010
A,ITC2,CLSS,9,4,999,9,2011,272.0,2011
A,ITC2,CLSS,9,4,999,9,2012,275.0,2012
A,ITC2,CLSS,9,4,999,9,2013,279.0,2013
A,ITC2,CLSS,9,4,999,9,2014,288.0,2014
A,ITC2,ENR,9,4,102,2,2010,140.0,2010
A,ITC2,ENR,9,4,102,2,2011,110.0,2011
A,ITC2,ENR,9,4,102,2,2012,150.0,2012
A,ITC2,ENR,9,4,102,2,2013,154.0,2013
A,ITC2,ENR,9,4,102,2,2014,181.0,2014
A,ITC2,ENR,9,4,102,9,2010,140.0,2010
A,ITC2,ENR,9,4,102,9,2011,110.0,2011
A,ITC2,ENR,9,4,102,9,2012,150.0,2012
A,ITC2,ENR,9,4,102,9,2013,154.0,2013
A,ITC2,ENR,9,4,102,9,2014,181.0,2014
A,ITC2,ENR,9,4,199,1,2010,1089.0,2010
A,ITC2,ENR,9,4,199,1,2011,1637.0,2011
A,ITC2,ENR,9,4,199,1,2012,1331.0,2012
A,ITC2,ENR,9,4,199,1,2013,1202.0,2013
A,ITC2,ENR,9,4,199,1,2014,1265.0,2014
A,ITC2,ENR,9,4,199,1B,2010,1089.0,2010
A,ITC2,ENR,9,4,199,1B,2011,1637.0,2011
A,ITC2,ENR,9,4,199,1B,2012,1331.0,2012
A,ITC2,ENR,9,4,199,1B,2013,1202.0,2013
A,ITC2,ENR,9,4,199,1B,2014,1265.0,2014
A,ITC2,ENR,9,4,199,2,2010,204.0,2010
A,ITC2,ENR,9,4,199,2,2012,177.0,2012
A,ITC2,ENR,9,4,199,2,2013,185.0,2013
A,ITC2,ENR,9,4,199,2,2014,195.0,2014
A,ITC2,ENR,9,4,199,9,2010,1293.0,2010
A,ITC2,ENR,9,4,199,9,2011,1637.0,2011
A,ITC2,ENR,9,4,199,9,2012,1508.0,2012
A,ITC2,ENR,9,4,199,9,2013,1387.0,2013
A,ITC2,ENR,9,4,199,9,2014,1460.0,2014
A,ITC2,ENR,9,4,202,1,2010,123.0,2010
A,ITC2,ENR,9,4,202,1,2012,173.0,2012
A,ITC2,ENR,9,4,202,1,2013,201.0,2013
A,ITC2,ENR,9,4,202,1,2014,251.0,2014
A,ITC2,ENR,9,4,202,1B,2010,123.0,2010
A,ITC2,ENR,9,4,202,1B,2012,173.0,2012
A,ITC2,ENR,9,4,202,1B,2013,201.0,2013
A,ITC2,ENR,9,4,202,1B,2014,251.0,2014
A,ITC2,ENR,9,4,202,9,2010,123.0,2010
A,ITC2,ENR,9,4,202,9,2012,173.0,2012
A,ITC2,ENR,9,4,202,9,2013,201.0,2013
A,ITC2,ENR,9,4,202,9,2014,251.0,2014
A,ITC2,ENR,9,4,205,1,2010,533.0,2010
A,ITC2,ENR,9,4,205,1,2011,421.0,2011
A,ITC2,ENR,9,4,205,1,2012,488.0,2012
A,ITC2,ENR,9,4,205,1,2013,461.0,2013
A,ITC2,ENR,9,4,205,1,2014,345.0,2014
A,ITC2,ENR,9,4,205,1B,2010,533.0,2010
A,ITC2,ENR,9,4,205,1B,2011,421.0,2011
A,ITC2,ENR,9,4,205,1B,2012,488.0,2012
A,ITC2,ENR,9,4,205,1B,2013,461.0,2013
A,ITC2,ENR,9,4,205,1B,2014,345.0,2014
A,ITC2,ENR,9,4,205,9,2010,533.0,2010
A,ITC2,ENR,9,4,205,9,2011,421.0,2011
A,ITC2,ENR,9,4,205,9,2012,488.0,2012
A,ITC2,ENR,9,4,205,9,2013,461.0,2013
A,ITC2,ENR,9,4,205,9,2014,345.0,2014
A,ITC2,ENR,9,4,206,1,2010,287.0,2010
A,ITC2,ENR,9,4,206,1,2011,310.0,2011
A,ITC2,ENR,9,4,206,1,2012,313.0,2012
A,ITC2,ENR,9,4,206,1,2013,297.0,2013
A,ITC2,ENR,9,4,206,1,2014,406.0,2014
A,ITC2,ENR,9,4,206,1B,2010,287.0,2010
A,ITC2,ENR,9,4,206,1B,2011,310.0,2011
A,ITC2,ENR,9,4,206,1B,2012,313.0,2012
A,ITC2,ENR,9,4,206,1B,2013,297.0,2013
A,ITC2,ENR,9,4,206,1B,2014,406.0,2014
A,ITC2,ENR,9,4,206,9,2010,287.0,2010
A,ITC2,ENR,9,4,206,9,2011,310.0,2011
A,ITC2,ENR,9,4,206,9,2012,313.0,2012
A,ITC2,ENR,9,4,206,9,2013,297.0,2013
A,ITC2,ENR,9,4,206,9,2014,406.0,2014
A,ITC2,ENR,9,4,300,1,2010,1195.0,2010
A,ITC2,ENR,9,4,300,1,2011,1029.0,2011
A,ITC2,ENR,9,4,300,1,2012,1242.0,2012
A,ITC2,ENR,9,4,300,1,2013,958.0,2013
A,ITC2,ENR,9,4,300,1,2014,965.0,2014
A,ITC2,ENR,9,4,300,1B,2010,1195.0,2010
A,ITC2,ENR,9,4,300,1B,2011,1029.0,2011
A,ITC2,ENR,9,4,300,1B,2012,1242.0,2012
A,ITC2,ENR,9,4,300,1B,2013,958.0,2013
A,ITC2,ENR,9,4,300,1B,2014,965.0,2014
A,ITC2,ENR,9,4,300,9,2010,1195.0,2010
A,ITC2,ENR,9,4,300,9,2011,1029.0,2011
A,ITC2,ENR,9,4,300,9,2012,1242.0,2012
A,ITC2,ENR,9,4,300,9,2013,958.0,2013
A,ITC2,ENR,9,4,300,9,2014,965.0,2014
A,ITC2,ENR,9,4,501,1,2010,679.0,2010
A,ITC2,ENR,9,4,501,1,2011,871.0,2011
A,ITC2,ENR,9,4,501,1,2012,637.0,2012
A,ITC2,ENR,9,4,501,1,2013,992.0,2013
A,ITC2,ENR,9,4,501,1,2014,971.0,2014
A,ITC2,ENR,9,4,501,1B,2010,679.0,2010
A,ITC2,ENR,9,4,501,1B,2011,871.0,2011
A,ITC2,ENR,9,4,501,1B,2012,637.0,2012
A,ITC2,ENR,9,4,501,1B,2013,992.0,2013
A,ITC2,ENR,9,4,501,1B,2014,971.0,2014
A,ITC2,ENR,9,4,501,9,2010,679.0,2010
A,ITC2,ENR,9,4,501,9,2011,871.0,2011
A,ITC2,ENR,9,4,501,9,2012,637.0,2012
A,ITC2,ENR,9,4,501,9,2013,992.0,2013
A,ITC2,ENR,9,4,501,9,2014,971.0,2014
A,ITC2,ENR,9,4,502,1,2010,261.0,2010
A,ITC2,ENR,9,4,502,1,2011,286.0,2011
A,ITC2,ENR,9,4,502,1,2012,291.0,2012
A,ITC2,ENR,9,4,502,1,2013,338.0,2013
A,ITC2,ENR,9,4,502,1,2014,345.0,2014
A,ITC2,ENR,9,4,502,1B,2010,261.0,2010
A,ITC2,ENR,9,4,502,1B,2011,286.0,2011
A,ITC2,ENR,9,4,502,1B,2012,291.0,2012
A,ITC2,ENR,9,4,502,1B,2013,338.0,2013
A,ITC2,ENR,9,4,502,1B,2014,345.0,2014
A,ITC2,ENR,9,4,502,9,2010,261.0,2010
A,ITC2,ENR,9,4,502,9,2011,286.0,2011
A,ITC2,ENR,9,4,502,9,2012,291.0,2012
A,ITC2,ENR,9,4,502,9,2013,338.0,2013
A,ITC2,ENR,9,4,502,9,2014,345.0,2014
A,ITC2,ENR,9,4,503,2,2010,108.0,2010
A,ITC2,ENR,9,4,503,2,2011,123.0,2011
A,ITC2,ENR,9,4,503,2,2012,128.0,2012
A,ITC2,ENR,9,4,503,2,2013,118.0,2013
A,ITC2,ENR,9,4,503,2,2014,126.0,2014
A,ITC2,ENR,9,4,503,9,2010,108.0,2010
A,ITC2,ENR,9,4,503,9,2011,123.0,2011
A,ITC2,ENR,9,4,503,9,2012,128.0,2012
A,ITC2,ENR,9,4,503,9,2013,118.0,2013
A,ITC2,ENR,9,4,503,9,2014,126.0,2014
A,ITC2,ENR,9,4,601,1,2010,212.0,2010
A,ITC2,ENR,9,4,601,1,2011,249.0,2011
A,ITC2,ENR,9,4,601,1,2012,268.0,2012
A,ITC2,ENR,9,4,601,1,2013,253.0,2013
A,ITC2,ENR,9,4,601,1,2014,259.0,2014
A,ITC2,ENR,9,4,601,1B,2010,212.0,2010
A,ITC2,ENR,9,4,601,1B,2011,249.0,2011
A,ITC2,ENR,9,4,601,1B,2012,268.0,2012
A,ITC2,ENR,9,4,601,1B,2013,253.0,2013
A,ITC2,ENR,9,4,601,1B,2014,259.0,2014
A,ITC2,ENR,9,4,601,9,2010,212.0,2010
A,ITC2,ENR,9,4,601,9,2011,249.0,2011
A,ITC2,ENR,9,4,601,9,2012,268.0,2012
A,ITC2,ENR,9,4,601,9,2013,253.0,2013
A,ITC2,ENR,9,4,601,9,2014,259.0,2014
A,ITC2,ENR,9,4,999,1,2010,4379.0,2010
A,ITC2,ENR,9,4,999,1,2011,4803.0,2011
A,ITC2,ENR,9,4,999,1,2012,4743.0,2012
A,ITC2,ENR,9,4,999,1,2013,4702.0,2013
A,ITC2,ENR,9,4,999,1,2014,4807.0,2014
A,ITC2,ENR,9,4,999,1B,2010,4379.0,2010
A,ITC2,ENR,9,4,999,1B,2011,4803.0,2011
A,ITC2,ENR,9,4,999,1B,2012,4743.0,2012
A,ITC2,ENR,9,4,999,1B,2013,4702.0,2013
A,ITC2,ENR,9,4,999,1B,2014,4807.0,2014
A,ITC2,ENR,9,4,999,2,2010,452.0,2010
A,ITC2,ENR,9,4,999,2,2011,233.0,2011
A,ITC2,ENR,9,4,999,2,2012,455.0,2012
A,ITC2,ENR,9,4,999,2,2013,457.0,2013
A,ITC2,ENR,9,4,999,2,2014,502.0,2014
A,ITC2,ENR,9,4,999,9,2010,4831.0,2010
A,ITC2,ENR,9,4,999,9,2011,5036.0,2011
A,ITC2,ENR,9,4,999,9,2012,5198.0,2012
A,ITC2,ENR,9,4,999,9,2013,5159.0,2013
A,ITC2,ENR,9,4,999,9,2014,5309.0,2014
A,ITC2,ENR_F,9,4,102,2,2010,1.0,2010
A,ITC2,ENR_F,9,4,102,2,2011,0.0,2011
A,ITC2,ENR_F,9,4,102,2,2012,1.0,2012
A,ITC2,ENR_F,9,4,102,2,2013,0.0,2013
A,ITC2,ENR_F,9,4,102,2,2014,0.0,2014
A,ITC2,ENR_F,9,4,102,9,2010,1.0,2010
A,ITC2,ENR_F,9,4,102,9,2011,0.0,2011
A,ITC2,ENR_F,9,4,102,9,2012,1.0,2012
A,ITC2,ENR_F,9,4,102,9,2013,0.0,2013
A,ITC2,ENR_F,9,4,102,9,2014,0.0,2014
A,ITC2,ENR_F,9,4,199,1,2010,594.0,2010
A,ITC2,ENR_F,9,4,199,1,2011,779.0,2011
A,ITC2,ENR_F,9,4,199,1,2012,716.0,2012
A,ITC2,ENR_F,9,4,199,1,2013,641.0,2013
A,ITC2,ENR_F,9,4,199,1,2014,716.0,2014
A,ITC2,ENR_F,9,4,199,1B,2010,594.0,2010
A,ITC2,ENR_F,9,4,199,1B,2011,779.0,2011
A,ITC2,ENR_F,9,4,199,1B,2012,716.0,2012
A,ITC2,ENR_F,9,4,199,1B,2013,641.0,2013
A,ITC2,ENR_F,9,4,199,1B,2014,716.0,2014
A,ITC2,ENR_F,9,4,199,2,2010,91.0,2010
A,ITC2,ENR_F,9,4,199,2,2012,62.0,2012
A,ITC2,ENR_F,9,4,199,2,2013,67.0,2013
A,ITC2,ENR_F,9,4,199,2,2014,73.0,2014
A,ITC2,ENR_F,9,4,199,9,2010,685.0,2010
A,ITC2,ENR_F,9,4,199,9,2011,779.0,2011
A,ITC2,ENR_F,9,4,199,9,2012,778.0,2012
A,ITC2,ENR_F,9,4,199,9,2013,708.0,2013
A,ITC2,ENR_F,9,4,199,9,2014,789.0,2014
A,ITC2,ENR_F,9,4,202,1,2010,4.0,2010
A,ITC2,ENR_F,9,4,202,1,2012,6.0,2012
A,ITC2,ENR_F,9,4,202,1,2013,9.0,2013
A,ITC2,ENR_F,9,4,202,1,2014,34.0,2014
A,ITC2,ENR_F,9,4,202,1B,2010,4.0,2010
A,ITC2,ENR_F,9,4,202,1B,2012,6.0,2012
A,ITC2,ENR_F,9,4,202,1B,2013,9.0,2013
A,ITC2,ENR_F,9,4,202,1B,2014,34.0,2014
A,ITC2,ENR_F,9,4,202,9,2010,4.0,2010
A,ITC2,ENR_F,9,4,202,9,2012,6.0,2012
A,ITC2,ENR_F,9,4,202,9,2013,9.0,2013
A,ITC2,ENR_F,9,4,202,9,2014,34.0,2014
A,ITC2,ENR_F,9,4,205,1,2010,219.0,2010
A,ITC2,ENR_F,9,4,205,1,2011,198.0,2011
A,ITC2,ENR_F,9,4,205,1,2012,212.0,2012
A,ITC2,ENR_F,9,4,205,1,2013,165.0,2013
A,ITC2,ENR_F,9,4,205,1,2014,156.0,2014
A,ITC2,ENR_F,9,4,205,1B,2010,219.0,2010
A,ITC2,ENR_F,9,4,205,1B,2011,198.0,2011
A,ITC2,ENR_F,9,4,205,1B,2012,212.0,2012
A,ITC2,ENR_F,9,4,205,1B,2013,165.0,2013
A,ITC2,ENR_F,9,4,205,1B,2014,156.0,2014
A,ITC2,ENR_F,9,4,205,9,2010,219.0,2010
A,ITC2,ENR_F,9,4,205,9,2011,198.0,2011
A,ITC2,ENR_F,9,4,205,9,2012,212.0,2012
A,ITC2,ENR_F,9,4,205,9,2013,165.0,2013
A,ITC2,ENR_F,9,4,205,9,2014,156.0,2014
A,ITC2,ENR_F,9,4,206,1,2010,46.0,2010
A,ITC2,ENR_F,9,4,206,1,2011,48.0,2011
A,ITC2,ENR_F,9,4,206,1,2012,49.0,2012
A,ITC2,ENR_F,9,4,206,1,2013,49.0,2013
A,ITC2,ENR_F,9,4,206,1,2014,53.0,2014
A,ITC2,ENR_F,9,4,206,1B,2010,46.0,2010
A,ITC2,ENR_F,9,4,206,1B,2011,48.0,2011
A,ITC2,ENR_F,9,4,206,1B,2012,49.0,2012
A,ITC2,ENR_F,9,4,206,1B,2013,49.0,2013
A,ITC2,ENR_F,9,4,206,1B,2014,53.0,2014
A,ITC2,ENR_F,9,4,206,9,2010,46.0,2010
A,ITC2,ENR_F,9,4,206,9,2011,48.0,2011
A,ITC2,ENR_F,9,4,206,9,2012,49.0,2012
A,ITC2,ENR_F,9,4,206,9,2013,49.0,2013
A,ITC2,ENR_F,9,4,206,9,2014,53.0,2014
A,ITC2,ENR_F,9,4,300,1,2010,803.0,2010
A,ITC2,ENR_F,9,4,300,1,2011,654.0,2011
A,ITC2,ENR_F,9,4,300,1,2012,803.0,2012
A,ITC2,ENR_F,9,4,300,1,2013,585.0,2013
A,ITC2,ENR_F,9,4,300,1,2014,587.0,2014
A,ITC2,ENR_F,9,4,300,1B,2010,803.0,2010
A,ITC2,ENR_F,9,4,300,1B,2011,654.0,2011
A,ITC2,ENR_F,9,4,300,1B,2012,803.0,2012
A,ITC2,ENR_F,9,4,300,1B,2013,585.0,2013
A,ITC2,ENR_F,9,4,300,1B,2014,587.0,2014
A,ITC2,ENR_F,9,4,300,9,2010,803.0,2010
A,ITC2,ENR_F,9,4,300,9,2011,654.0,2011
A,ITC2,ENR_F,9,4,300,9,2012,803.0,2012
A,ITC2,ENR_F,9,4,300,9,2013,585.0,2013
A,ITC2,ENR_F,9,4,300,9,2014,587.0,2014
A,ITC2,ENR_F,9,4,501,1,2010,331.0,2010
A,ITC2,ENR_F,9,4,501,1,2011,480.0,2011
A,ITC2,ENR_F,9,4,501,1,2012,301.0,2012
A,ITC2,ENR_F,9,4,501,1,2013,598.0,2013
A,ITC2,ENR_F,9,4,501,1,2014,588.0,2014
A,ITC2,ENR_F,9,4,501,1B,2010,331.0,2010
A,ITC2,ENR_F,9,4,501,1B,2011,480.0,2011
A,ITC2,ENR_F,9,4,501,1B,2012,301.0,2012
A,ITC2,ENR_F,9,4,501,1B,2013,598.0,2013
A,ITC2,ENR_F,9,4,501,1B,2014,588.0,2014
A,ITC2,ENR_F,9,4,501,9,2010,331.0,2010
A,ITC2,ENR_F,9,4,501,9,2011,480.0,2011
A,ITC2,ENR_F,9,4,501,9,2012,301.0,2012
A,ITC2,ENR_F,9,4,501,9,2013,598.0,2013
A,ITC2,ENR_F,9,4,501,9,2014,588.0,2014
A,ITC2,ENR_F,9,4,502,1,2010,185.0,2010
A,ITC2,ENR_F,9,4,502,1,2011,194.0,2011
A,ITC2,ENR_F,9,4,502,1,2012,192.0,2012
A,ITC2,ENR_F,9,4,502,1,2013,217.0,2013
A,ITC2,ENR_F,9,4,502,1,2014,217.0,2014
A,ITC2,ENR_F,9,4,502,1B,2010,185.0,2010
A,ITC2,ENR_F,9,4,502,1B,2011,194.0,2011
A,ITC2,ENR_F,9,4,502,1B,2012,192.0,2012
A,ITC2,ENR_F,9,4,502,1B,2013,217.0,2013
A,ITC2,ENR_F,9,4,502,1B,2014,217.0,2014
A,ITC2,ENR_F,9,4,502,9,2010,185.0,2010
A,ITC2,ENR_F,9,4,502,9,2011,194.0,2011
A,ITC2,ENR_F,9,4,502,9,2012,192.0,2012
A,ITC2,ENR_F,9,4,502,9,2013,217.0,2013
A,ITC2,ENR_F,9,4,502,9,2014,217.0,2014
A,ITC2,ENR_F,9,4,503,2,2010,52.0,2010
A,ITC2,ENR_F,9,4,503,2,2011,65.0,2011
A,ITC2,ENR_F,9,4,503,2,2012,69.0,2012
A,ITC2,ENR_F,9,4,503,2,2013,74.0,2013
A,ITC2,ENR_F,9,4,503,2,2014,81.0,2014
A,ITC2,ENR_F,9,4,503,9,2010,52.0,2010
A,ITC2,ENR_F,9,4,503,9,2011,65.0,2011
A,ITC2,ENR_F,9,4,503,9,2012,69.0,2012
A,ITC2,ENR_F,9,4,503,9,2013,74.0,2013
A,ITC2,ENR_F,9,4,503,9,2014,81.0,2014
A,ITC2,ENR_F,9,4,601,1,2010,128.0,2010
A,ITC2,ENR_F,9,4,601,1,2011,153.0,2011
A,ITC2,ENR_F,9,4,601,1,2012,186.0,2012
A,ITC2,ENR_F,9,4,601,1,2013,182.0,2013
A,ITC2,ENR_F,9,4,601,1,2014,190.0,2014
A,ITC2,ENR_F,9,4,601,1B,2010,128.0,2010
A,ITC2,ENR_F,9,4,601,1B,2011,153.0,2011
A,ITC2,ENR_F,9,4,601,1B,2012,186.0,2012
A,ITC2,ENR_F,9,4,601,1B,2013,182.0,2013
A,ITC2,ENR_F,9,4,601,1B,2014,190.0,2014
A,ITC2,ENR_F,9,4,601,9,2010,128.0,2010
A,ITC2,ENR_F,9,4,601,9,2011,153.0,2011
A,ITC2,ENR_F,9,4,601,9,2012,186.0,2012
A,ITC2,ENR_F,9,4,601,9,2013,182.0,2013
A,ITC2,ENR_F,9,4,601,9,2014,190.0,2014
A,ITC2,ENR_F,9,4,999,1,2010,2310.0,2010
A,ITC2,ENR_F,9,4,999,1,2011,2506.0,2011
A,ITC2,ENR_F,9,4,999,1,2012,2465.0,2012
A,ITC2,ENR_F,9,4,999,1,2013,2446.0,2013
A,ITC2,ENR_F,9,4,999,1,2014,2541.0,2014
A,ITC2,ENR_F,9,4,999,1B,2010,2310.0,2010
A,ITC2,ENR_F,9,4,999,1B,2011,2506.0,2011
A,ITC2,ENR_F,9,4,999,1B,2012,2465.0,2012
A,ITC2,ENR_F,9,4,999,1B,2013,2446.0,2013
A,ITC2,ENR_F,9,4,999,1B,2014,2541.0,2014
A,ITC2,ENR_F,9,4,999,2,2010,144.0,2010
A,ITC2,ENR_F,9,4,999,2,2011,65.0,2011
