freq,tipologia_fam,fam_anziani,fam_minori,tipo_dato,titolo_studio_pperc,classe_eta_pperc,cond_prof_prev_pperc,itter107,misura1,n_comp_fam,sesso_pperc,time_period,obs_value,year
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2016,68.6,2016
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2017,69.0,2017
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2018,62.2,2018
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2019,50.0,2019
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2020,42.1,2020
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2021,47.9,2021
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2022,45.8,2022
A,99,4,9,FAM_RISP,99,9,99,IT,10,99,9,2023,44.8,2023
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,33.9,2010
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,38.6,2011
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,42.4,2012
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,41.0,2013
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,39.5,2014
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,40.3,2015
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,40.4,2016
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,39.3,2017
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,35.9,2018
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,33.5,2019
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,33.6,2020
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,33.9,2021
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,33.7,2022
A,99,4,9,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,29.6,2023
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2010,68.5,2010
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2011,68.1,2011
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2012,73.7,2012
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2013,72.4,2013
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2014,73.6,2014
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2015,74.3,2015
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2016,67.4,2016
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2017,69.7,2017
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2018,62.0,2018
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2019,49.3,2019
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2020,39.9,2020
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2021,44.7,2021
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2022,43.2,2022
A,99,9,1,FAM_RISP,99,9,99,IT,10,99,9,2023,44.7,2023
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,35.1,2010
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,39.6,2011
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,45.3,2012
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,42.6,2013
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,39.0,2014
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,41.5,2015
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,40.4,2016
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,37.9,2017
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,35.7,2018
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,33.1,2019
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,30.9,2020
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,28.8,2021
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,31.6,2022
A,99,9,1,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,26.5,2023
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2010,69.9,2010
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2011,67.3,2011
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2012,71.7,2012
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2013,72.1,2013
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2014,73.9,2014
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2015,72.1,2015
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2016,67.5,2016
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2017,69.3,2017
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2018,62.6,2018
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2019,52.2,2019
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2020,39.8,2020
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2021,48.4,2021
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2022,43.2,2022
A,99,9,2,FAM_RISP,99,9,99,IT,10,99,9,2023,46.0,2023
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,35.1,2010
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,37.7,2011
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,45.0,2012
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,41.4,2013
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,42.5,2014
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,39.3,2015
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,37.7,2016
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,37.4,2017
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,32.4,2018
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,34.1,2019
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,33.6,2020
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,35.8,2021
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,30.8,2022
A,99,9,2,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,29.3,2023
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2010,76.1,2010
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2011,75.3,2011
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2012,82.4,2012
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2013,80.1,2013
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2014,77.3,2014
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2015,77.8,2015
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2016,73.8,2016
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2017,72.5,2017
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2018,70.3,2018
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2019,57.4,2019
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2020,42.8,2020
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2021,48.0,2021
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2022,42.0,2022
A,99,9,3,FAM_RISP,99,9,99,IT,10,99,9,2023,47.7,2023
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,51.1,2010
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,47.4,2011
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,55.4,2012
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,53.6,2013
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,53.3,2014
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,54.1,2015
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,53.4,2016
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,41.0,2017
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,41.9,2018
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,37.4,2019
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,40.0,2020
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,46.8,2021
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,48.1,2022
A,99,9,3,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,48.3,2023
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2010,63.9,2010
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2011,64.1,2011
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2012,69.5,2012
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2013,69.4,2013
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2014,70.7,2014
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2015,70.8,2015
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2016,70.3,2016
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2017,70.2,2017
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2018,61.6,2018
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2019,50.2,2019
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2020,41.7,2020
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2021,46.9,2021
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2022,46.6,2022
A,99,9,5,FAM_RISP,99,9,99,IT,10,99,9,2023,45.5,2023
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2010,33.4,2010
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2011,39.5,2011
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2012,41.4,2012
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2013,39.6,2013
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2014,37.7,2014
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2015,39.5,2015
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2016,42.4,2016
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2017,40.1,2017
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2018,36.8,2018
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2019,35.1,2019
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2020,33.8,2020
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2021,33.7,2021
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2022,35.1,2022
A,99,9,5,FAM_SPESE_IMPR,99,9,99,IT,10,99,9,2023,30.5,2023
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2010,48.7,2010
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2011,48.1,2011
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2012,53.8,2012
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2013,53.0,2013
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2014,56.2,2014
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2015,57.5,2015
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2016,57.1,2016
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2017,57.8,2017
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2018,49.8,2018
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2019,40.7,2019
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2020,30.9,2020
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2021,35.4,2021
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2022,35.7,2022
A,99,9,9,FAM_RISP,11,9,99,IT,10,99,9,2023,36.8,2023
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2010,71.8,2010
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2011,73.0,2011
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2012,77.8,2012
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2013,77.7,2013
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2014,78.7,2014
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2015,79.1,2015
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2016,77.9,2016
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2017,79.9,2017
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2018,69.5,2018
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2019,58.8,2019
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2020,50.2,2020
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2021,57.0,2021
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2022,52.7,2022
A,99,9,9,FAM_RISP,3,9,99,IT,10,99,9,2023,55.2,2023
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2010,71.7,2010
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2011,71.7,2011
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2012,76.9,2012
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2013,76.0,2013
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2014,77.2,2014
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2015,77.4,2015
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2016,73.8,2016
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2017,73.3,2017
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2018,67.0,2018
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2019,56.2,2019
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2020,45.2,2020
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2021,51.3,2021
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2022,51.1,2022
A,99,9,9,FAM_RISP,4,9,99,IT,10,99,9,2023,48.5,2023
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2010,61.4,2010
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2011,60.9,2011
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2012,67.3,2012
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2013,68.3,2013
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2014,69.9,2014
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2015,69.2,2015
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2016,67.3,2016
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2017,67.7,2017
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2018,59.8,2018
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2019,46.2,2019
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2020,38.9,2020
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2021,44.1,2021
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2022,44.0,2022
A,99,9,9,FAM_RISP,7,9,99,IT,10,99,9,2023,44.1,2023
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2010,67.6,2010
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2011,68.2,2011
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2012,72.7,2012
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2013,71.9,2013
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2014,72.7,2014
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2015,72.9,2015
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2016,71.4,2016
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2017,72.7,2017
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2018,65.6,2018
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2019,49.8,2019
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2020,40.1,2020
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2021,47.8,2021
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2022,47.5,2022
A,99,9,9,FAM_RISP,99,1,99,IT,10,99,9,2023,46.2,2023
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2010,65.3,2010
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2011,63.8,2011
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2012,69.5,2012
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2013,70.0,2013
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2014,70.0,2014
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2015,71.4,2015
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2016,67.5,2016
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2017,68.2,2017
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2018,60.2,2018
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2019,48.2,2019
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2020,42.1,2020
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2021,45.5,2021
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2022,42.0,2022
A,99,9,9,FAM_RISP,99,2,99,IT,10,99,9,2023,44.2,2023
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2010,65.2,2010
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2011,66.6,2011
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2012,70.0,2012
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2013,69.1,2013
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2014,71.9,2014
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2015,70.6,2015
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2016,68.2,2016
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2017,68.7,2017
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2018,61.4,2018
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2019,50.2,2019
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2020,40.6,2020
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2021,47.3,2021
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2022,45.5,2022
A,99,9,9,FAM_RISP,99,3,99,IT,10,99,9,2023,43.3,2023
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2010,62.8,2010
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2011,61.1,2011
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2012,68.6,2012
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2013,68.0,2013
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2014,69.8,2014
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2015,70.5,2015
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2016,67.4,2016
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2017,66.7,2017
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2018,61.3,2018
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2019,50.9,2019
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2020,42.1,2020
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2021,49.1,2021
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2022,46.6,2022
A,99,9,9,FAM_RISP,99,4,99,IT,10,99,9,2023,45.4,2023
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2010,66.1,2010
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2011,66.3,2011
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2012,71.9,2012
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2013,71.9,2013
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2014,72.7,2014
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2015,72.4,2015
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2016,72.5,2016
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2017,72.9,2017
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2018,62.3,2018
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2019,51.5,2019
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2020,41.3,2020
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2021,45.4,2021
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2022,46.9,2022
A,99,9,9,FAM_RISP,99,5,99,IT,10,99,9,2023,47.3,2023
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2010,62.9,2010
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2011,63.0,2011
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2012,68.1,2012
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2013,69.3,2013
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2014,71.3,2014
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2015,69.8,2015
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2016,66.8,2016
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2017,64.5,2017
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2018,58.2,2018
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2019,44.2,2019
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2020,37.0,2020
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2021,42.6,2021
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2022,41.1,2022
A,99,9,9,FAM_RISP,99,9,1A,IT,10,99,9,2023,40.2,2023
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2010,62.2,2010
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2011,60.7,2011
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2012,66.8,2012
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2013,65.8,2013
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2014,67.1,2014
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2015,67.9,2015
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2016,65.7,2016
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2017,67.8,2017
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2018,60.1,2018
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2019,47.7,2019
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2020,38.7,2020
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2021,43.9,2021
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2022,42.6,2022
A,99,9,9,FAM_RISP,99,9,1B,IT,10,99,9,2023,43.1,2023
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2010,63.5,2010
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2011,63.7,2011
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2012,70.2,2012
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2013,70.6,2013
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2014,70.4,2014
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2015,70.9,2015
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2016,70.2,2016
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2017,71.1,2017
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2018,61.3,2018
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2019,49.5,2019
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2020,39.6,2020
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2021,43.5,2021
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2022,45.0,2022
A,99,9,9,FAM_RISP,99,9,2A,IT,10,99,9,2023,45.2,2023
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2010,86.2,2010
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2011,85.6,2011
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2012,88.0,2012
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2013,89.0,2013
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2014,89.7,2014
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2015,90.2,2015
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2016,83.8,2016
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2017,82.0,2017
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2018,73.6,2018
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2019,67.1,2019
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2020,57.6,2020
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2021,63.1,2021
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2022,55.2,2022
A,99,9,9,FAM_RISP,99,9,2B,IT,10,99,9,2023,58.6,2023
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2010,75.4,2010
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2011,77.8,2011
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2012,79.2,2012
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2013,76.6,2013
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2014,79.7,2014
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2015,77.9,2015
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2016,78.8,2016
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2017,78.7,2017
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2018,70.9,2018
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2019,65.3,2019
A,99,9,9,FAM_RISP,99,9,2C,IT,10,99,9,2020,58.5,2020
