AnnoA;CorsoTIPO;ClasseNUMERO;ClasseNOME;Diploma_tipo;SESSO;Imm
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma in indirizzo tecnico;F;74
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Altro diploma;M;73
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo artistico;M;9
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo classico;M;150
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo delle scienze umane;M;24
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo linguistico;M;27
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo musicale e coreutico;M;5
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma di liceo scientifico;M;1717
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma in indirizzo professionale;M;77
2023/2024;Laurea - dm 270/04;L-30;Scienze e tecnologie fisiche;Diploma in indirizzo tecnico;M;299
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Altro diploma;F;350
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo artistico;F;46
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo classico;F;81
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo delle scienze umane;F;66
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo linguistico;F;127
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo musicale e coreutico;F;3
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo scientifico;F;461
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma in indirizzo professionale;F;89
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma in indirizzo tecnico;F;450
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Altro diploma;M;899
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo artistico;M;40
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo classico;M;128
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo delle scienze umane;M;76
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo linguistico;M;138
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo musicale e coreutico;M;7
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma di liceo scientifico;M;2268
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma in indirizzo professionale;M;388
2023/2024;Laurea - dm 270/04;L-31;Scienze e tecnologie informatiche;Diploma in indirizzo tecnico;M;4580
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Altro diploma;F;76
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo artistico;F;55
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo classico;F;175
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo delle scienze umane;F;202
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo linguistico;F;206
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo musicale e coreutico;F;5
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo scientifico;F;581
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma in indirizzo professionale;F;140
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma in indirizzo tecnico;F;335
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Altro diploma;M;50
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo artistico;M;23
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo classico;M;62
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo delle scienze umane;M;47
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo linguistico;M;47
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo musicale e coreutico;M;1
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma di liceo scientifico;M;548
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma in indirizzo professionale;M;130
2023/2024;Laurea - dm 270/04;L-32;Scienze e tecnologie per l'ambiente e la natura;Diploma in indirizzo tecnico;M;423
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Altro diploma;F;859
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo artistico;F;29
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo classico;F;341
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo delle scienze umane;F;314
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo linguistico;F;419
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo musicale e coreutico;F;6
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo scientifico;F;965
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma in indirizzo professionale;F;264
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma in indirizzo tecnico;F;1413
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Altro diploma;M;1049
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo artistico;M;31
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo classico;M;350
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo delle scienze umane;M;219
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo linguistico;M;201
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo musicale e coreutico;M;4
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma di liceo scientifico;M;2674
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma in indirizzo professionale;M;337
2023/2024;Laurea - dm 270/04;L-33;Scienze economiche;Diploma in indirizzo tecnico;M;2145
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Altro diploma;F;42
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo artistico;F;12
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo classico;F;19
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo delle scienze umane;F;20
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo linguistico;F;34
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo scientifico;F;70
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma in indirizzo professionale;F;9
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma in indirizzo tecnico;F;35
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Altro diploma;M;83
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo artistico;M;8
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo classico;M;16
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo delle scienze umane;M;8
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo linguistico;M;14
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo musicale e coreutico;M;1
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma di liceo scientifico;M;230
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma in indirizzo professionale;M;34
2023/2024;Laurea - dm 270/04;L-34;Scienze geologiche;Diploma in indirizzo tecnico;M;147
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Altro diploma;F;60
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo artistico;F;16
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo classico;F;129
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo delle scienze umane;F;99
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo linguistico;F;64
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo musicale e coreutico;F;6
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo scientifico;F;932
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma in indirizzo professionale;F;39
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma in indirizzo tecnico;F;146
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Altro diploma;M;77
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo artistico;M;5
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo classico;M;83
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo delle scienze umane;M;13
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo linguistico;M;27
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo musicale e coreutico;M;4
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma di liceo scientifico;M;1056
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma in indirizzo professionale;M;53
2023/2024;Laurea - dm 270/04;L-35;Scienze matematiche;Diploma in indirizzo tecnico;M;284
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Altro diploma;F;791
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo artistico;F;59
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo classico;F;880
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo delle scienze umane;F;938
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo linguistico;F;1487
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo musicale e coreutico;F;10
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo scientifico;F;851
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma in indirizzo professionale;F;264
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma in indirizzo tecnico;F;973
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Altro diploma;M;619
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo artistico;M;38
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo classico;M;519
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo delle scienze umane;M;388
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo linguistico;M;459
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo musicale e coreutico;M;9
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma di liceo scientifico;M;1111
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma in indirizzo professionale;M;274
2023/2024;Laurea - dm 270/04;L-36;Scienze politiche e delle relazioni internazionali;Diploma in indirizzo tecnico;M;1149
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Altro diploma;F;26
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo artistico;F;4
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo classico;F;59
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo delle scienze umane;F;59
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo linguistico;F;74
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo scientifico;F;57
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma in indirizzo professionale;F;10
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma in indirizzo tecnico;F;53
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Altro diploma;M;19
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo artistico;M;1
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo classico;M;12
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo delle scienze umane;M;21
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo linguistico;M;19
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma di liceo scientifico;M;47
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma in indirizzo professionale;M;6
2023/2024;Laurea - dm 270/04;L-37;Scienze sociali per la cooperazione, lo sviluppo e la pace;Diploma in indirizzo tecnico;M;21
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Altro diploma;F;56
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo artistico;F;18
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo classico;F;79
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo delle scienze umane;F;111
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo linguistico;F;85
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo musicale e coreutico;F;4
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo scientifico;F;314
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma in indirizzo professionale;F;89
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma in indirizzo tecnico;F;288
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Altro diploma;M;28
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo artistico;M;3
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo classico;M;17
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo delle scienze umane;M;10
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo linguistico;M;9
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo musicale e coreutico;M;1
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma di liceo scientifico;M;94
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma in indirizzo professionale;M;28
2023/2024;Laurea - dm 270/04;L-38;Scienze zootecniche e tecnologie delle produzioni animali;Diploma in indirizzo tecnico;M;133
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Altro diploma;F;144
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo artistico;F;55
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo classico;F;243
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo delle scienze umane;F;1218
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo linguistico;F;319
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo musicale e coreutico;F;7
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo scientifico;F;346
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma in indirizzo professionale;F;416
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma in indirizzo tecnico;F;400
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Altro diploma;M;34
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo artistico;M;7
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo classico;M;8
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo delle scienze umane;M;57
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo linguistico;M;18
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo musicale e coreutico;M;1
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma di liceo scientifico;M;47
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma in indirizzo professionale;M;56
2023/2024;Laurea - dm 270/04;L-39;Servizio sociale;Diploma in indirizzo tecnico;M;75
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Altro diploma;F;278
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo artistico;F;335
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo classico;F;245
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo delle scienze umane;F;144
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo linguistico;F;266
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo musicale e coreutico;F;2
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo scientifico;F;678
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma in indirizzo professionale;F;137
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma in indirizzo tecnico;F;359
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Altro diploma;M;156
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo artistico;M;142
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo classico;M;56
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo delle scienze umane;M;30
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo linguistico;M;46
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo musicale e coreutico;M;1
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma di liceo scientifico;M;402
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma in indirizzo professionale;M;37
2023/2024;Laurea - dm 270/04;L-4;Disegno industriale;Diploma in indirizzo tecnico;M;351
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Altro diploma;F;103
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo artistico;F;75
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo classico;F;286
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo delle scienze umane;F;805
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo linguistico;F;484
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo musicale e coreutico;F;8
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo scientifico;F;444
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma in indirizzo professionale;F;217
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma in indirizzo tecnico;F;349
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Altro diploma;M;48
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo artistico;M;14
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo classico;M;58
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo delle scienze umane;M;88
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo linguistico;M;65
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo musicale e coreutico;M;4
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma di liceo scientifico;M;222
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma in indirizzo professionale;M;63
2023/2024;Laurea - dm 270/04;L-40;Sociologia;Diploma in indirizzo tecnico;M;205
2023/2024;Laurea - dm 270/04;L-41;Statistica;Altro diploma;F;56
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo artistico;F;6
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo classico;F;44
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo delle scienze umane;F;31
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo linguistico;F;44
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo musicale e coreutico;F;1
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo scientifico;F;201
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma in indirizzo professionale;F;21
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma in indirizzo tecnico;F;140
2023/2024;Laurea - dm 270/04;L-41;Statistica;Altro diploma;M;84
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo artistico;M;1
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo classico;M;28
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo delle scienze umane;M;21
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo linguistico;M;26
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo musicale e coreutico;M;2
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma di liceo scientifico;M;409
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma in indirizzo professionale;M;36
2023/2024;Laurea - dm 270/04;L-41;Statistica;Diploma in indirizzo tecnico;M;249
2023/2024;Laurea - dm 270/04;L-42;Storia;Altro diploma;F;134
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo artistico;F;58
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo classico;F;142
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo delle scienze umane;F;165
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo linguistico;F;116
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo musicale e coreutico;F;6
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo scientifico;F;87
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma in indirizzo professionale;F;52
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma in indirizzo tecnico;F;99
2023/2024;Laurea - dm 270/04;L-42;Storia;Altro diploma;M;94
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo artistico;M;49
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo classico;M;279
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo delle scienze umane;M;203
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo linguistico;M;136
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo musicale e coreutico;M;9
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma di liceo scientifico;M;395
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma in indirizzo professionale;M;140
2023/2024;Laurea - dm 270/04;L-42;Storia;Diploma in indirizzo tecnico;M;385
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Altro diploma;F;4
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo artistico;F;16
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo classico;F;9
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo delle scienze umane;F;11
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo linguistico;F;7
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo scientifico;F;18
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo professionale;F;2
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo tecnico;F;13
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Altro diploma;M;1
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo artistico;M;2
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo classico;M;2
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo delle scienze umane;M;1
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma di liceo scientifico;M;6
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo professionale;M;1
2023/2024;Laurea - dm 270/04;L-43;Diagnostica per la conservazione dei beni culturali;Diploma in indirizzo tecnico;M;7
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Altro diploma;F;76
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo artistico;F;164
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo classico;F;572
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo delle scienze umane;F;574
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo linguistico;F;348
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo musicale e coreutico;F;10
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo scientifico;F;458
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo professionale;F;84
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma in indirizzo tecnico;F;225
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Altro diploma;M;70
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo artistico;M;49
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo classico;M;383
2023/2024;Laurea - dm 270/04;L-5;Filosofia;Diploma di liceo delle scienze umane;M;212
