AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;CODIstatProv;Isc
2021/2022;4801;Firenze;LM-17;Scienze Fisiche e Astrofisiche;FIRENZE;48;42
2021/2022;4801;Firenze;LM-18;Informatica;FIRENZE;48;23
2021/2022;4801;Firenze;LM-2;Archeologia;FIRENZE;48;22
2021/2022;4801;Firenze;LM-21;Ingegneria Biomedica;FIRENZE;48;43
2021/2022;4801;Firenze;LM-23;Ingegneria Civile;FIRENZE;48;23
2021/2022;4801;Firenze;LM-24;Ingegneria Edile;FIRENZE;48;18
2021/2022;4801;Firenze;LM-25;Ingegneria Elettrica e dell'Automazione;FIRENZE;48;28
2021/2022;4801;Firenze;LM-29;Ingegneria dei Sistemi Elettronici;FIRENZE;48;21
2021/2022;4801;Firenze;LM-3;Architettura del Paesaggio;FIRENZE;48;21
2021/2022;4801;Firenze;LM-30;Ingegneria Energetica;FIRENZE;48;41
2021/2022;4801;Firenze;LM-31;Ingegneria Gestionale;FIRENZE;48;48
2021/2022;4801;Firenze;LM-32;Ingegneria Informatica;FIRENZE;48;37
2021/2022;4801;Firenze;LM-32;Intelligenza Artificiale;FIRENZE;48;23
2021/2022;4801;Firenze;LM-33;Ingegneria Meccanica;FIRENZE;48;94
2021/2022;4801;Firenze;LM-35;Geoengineering;FIRENZE;48;16
2021/2022;4801;Firenze;LM-35;Ingegneria per la Tutela dell'Ambiente e del Territorio;FIRENZE;48;22
2021/2022;4801;Firenze;LM-36;Lingue e Civiltà dell'Oriente Antico e Moderno;FIRENZE;48;26
2021/2022;4801;Firenze;LM-37;Lingue e Letterature Europee e Americane;FIRENZE;48;98
2021/2022;4801;Firenze;LM-4;Architettura;FIRENZE;48;68
2021/2022;4801;Firenze;LM-40;Matematica;FIRENZE;48;32
2021/2022;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;398
2021/2022;4801;Firenze;LM-46;Odontoiatria e Protesi Dentaria;FIRENZE;48;32
2021/2022;4801;Firenze;LM-48;Pianificazione e Progettazione della Città e del Territorio;PRATO;100;10
2021/2022;4801;Firenze;LM-49;Design Of Sustainable Tourism Systems – Progettazione dei Sistemi Turistici;FIRENZE;48;66
2021/2022;4801;Firenze;LM-4cu;Architettura;FIRENZE;48;211
2021/2022;4801;Firenze;LM-5;Scienze Archivistiche e Biblioteconomiche;FIRENZE;48;29
2021/2022;4801;Firenze;LM-50;Dirigenza Scolastica e Pedagogia Clinica;FIRENZE;48;150
2021/2022;4801;Firenze;LM-51;Psicologia Clinica e della Salute e Neuropsicologia;FIRENZE;48;191
2021/2022;4801;Firenze;LM-51;Psicologia del Ciclo di Vita e dei Contesti;FIRENZE;48;77
2021/2022;4801;Firenze;LM-52;Relazioni Internazionali e Studi Europei;FIRENZE;48;72
2021/2022;4801;Firenze;LM-54;Advanced Molecular Sciences;FIRENZE;48;8
2021/2022;4801;Firenze;LM-54;Scienze Chimiche;FIRENZE;48;79
2021/2022;4801;Firenze;LM-56;Economics And Development- Economia Politica e Sviluppo Economico;FIRENZE;48;51
2021/2022;4801;Firenze;LM-56;Scienze dell'Economia;FIRENZE;48;66
2021/2022;4801;Firenze;LM-57;Scienze dell'Educazione degli Adulti, della Formazione Continua e Scienze Pedagogiche;FIRENZE;48;37
2021/2022;4801;Firenze;LM-59;Strategie della Comunicazione Pubblica e Politica;FIRENZE;48;75
2021/2022;4801;Firenze;LM-6;Biologia dell'Ambiente e del Comportamento;FIRENZE;48;29
2021/2022;4801;Firenze;LM-6;Biologia Molecolare e Applicata;FIRENZE;48;73
2021/2022;4801;Firenze;LM-60;Scienze della Natura e dell'Uomo;FIRENZE;48;20
2021/2022;4801;Firenze;LM-61;Scienze dell'Alimentazione;FIRENZE;48;209
2021/2022;4801;Firenze;LM-62;Politica, Istituzioni e Mercato;FIRENZE;48;49
2021/2022;4801;Firenze;LM-64;Intermediazione Culturale e Religiosa;FIRENZE;48;13
2021/2022;4801;Firenze;LM-65;Scienze dello Spettacolo;FIRENZE;48;46
2021/2022;4801;Firenze;LM-67;Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate;FIRENZE;48;147
2021/2022;4801;Firenze;LM-68;Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate;FIRENZE;48;89
2021/2022;4801;Firenze;LM-69;Natural Resources Management For Tropical Rural Development;FIRENZE;48;15
2021/2022;4801;Firenze;LM-69;Scienze e Tecnologie Agrarie;FIRENZE;48;30
2021/2022;4801;Firenze;LM-7;Biotecnologie per la Gestione Ambientale e l'Agricoltura Sostenibile;FIRENZE;48;24
2021/2022;4801;Firenze;LM-70;Scienze e Tecnologie Alimentari;FIRENZE;48;32
2021/2022;4801;Firenze;LM-73;Scienze e Tecnologie dei Sistemi Forestali;FIRENZE;48;24
2021/2022;4801;Firenze;LM-74;Scienze e Tecnologie Geologiche;FIRENZE;48;21
2021/2022;4801;Firenze;LM-77;Accounting e Libera Professione;FIRENZE;48;42
2021/2022;4801;Firenze;LM-77;Governo e Direzione d'Impresa;FIRENZE;48;98
2021/2022;4801;Firenze;LM-78;Logica, Filosofia e Storia della Scienza;FIRENZE;48;16
2021/2022;4801;Firenze;LM-78;Scienze Filosofiche;FIRENZE;48;33
2021/2022;4801;Firenze;LM-8;Biotecnologie Molecolari;FIRENZE;48;16
2021/2022;4801;Firenze;LM-80;Geography, Spatial Management, Heritage For International Cooperation;FIRENZE;48;22
2021/2022;4801;Firenze;LM-82;Statistica e Data Science;FIRENZE;48;35
2021/2022;4801;Firenze;LM-84;Scienze Storiche;FIRENZE;48;42
2021/2022;4801;Firenze;LM-85;Scienze dell'Educazione degli Adulti, della Formazione Continua e Scienze Pedagogiche;FIRENZE;48;25
2021/2022;4801;Firenze;LM-85 bis;Scienze della Formazione Primaria;FIRENZE;48;341
2021/2022;4801;Firenze;LM-86;Scienze e Gestione delle Risorse Faunistico-Ambientali;FIRENZE;48;17
2021/2022;4801;Firenze;LM-87;Disegno e Gestione degli Interventi Sociali;FIRENZE;48;19
2021/2022;4801;Firenze;LM-88;Sociologia e Sfide Globali;FIRENZE;48;21
2021/2022;4801;Firenze;LM-89;Storia dell'Arte;FIRENZE;48;70
2021/2022;4801;Firenze;LM-9;Biotecnologie Mediche e Farmaceutiche;FIRENZE;48;97
2021/2022;4801;Firenze;LM-90;Relazioni Internazionali e Studi Europei;FIRENZE;48;18
2021/2022;4801;Firenze;LM-92;Teorie della Comunicazione;FIRENZE;48;38
2021/2022;4801;Firenze;LMG/01;Giurisprudenza;FIRENZE;48;541
2021/2022;4801;Firenze;LMG/01;Giurisprudenza Italiana e Tedesca;FIRENZE;48;18
2021/2022;4801;Firenze;L-P02;Tecnologie e Trasformazioni Avanzate per il Settore Legno Arredo Edilizia;FIRENZE;48;7
2021/2022;4804;Firenze IUL - telematica;L-19;Scienze e Tecniche dell'Educazione e dei Servizi per l'Infanzia;FIRENZE;48;129
2021/2022;4804;Firenze IUL - telematica;L-20;Comunicazione Innovativa, Multimediale e Digitale;FIRENZE;48;60
2021/2022;4804;Firenze IUL - telematica;L-22;Scienze Motorie, Pratica e Gestione delle Attività Sportive;FIRENZE;48;29
2021/2022;4804;Firenze IUL - telematica;L-24;Scienze Psicologiche delle Risorse Umane, delle Organizzazioni e delle Imprese;FIRENZE;48;144
2021/2022;4804;Firenze IUL - telematica;L-33;Economia, Management e Mercati Internazionali;FIRENZE;48;52
2021/2022;4804;Firenze IUL - telematica;LM-57;Innovazione Educativa e Apprendimento Permanente nella Formazione degli Adulti in Contesti Nazionali e Internazionali;FIRENZE;48;19
2021/2022;4804;Firenze IUL - telematica;LMG/01;Giurisprudenza;FIRENZE;48;4
2021/2022;5001;Pisa;L/DS;Scienze Marittime e Navali;LIVORNO;49;81
2021/2022;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PISA;50;379
2021/2022;5001;Pisa;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);PISA;50;22
2021/2022;5001;Pisa;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);PISA;50;26
2021/2022;5001;Pisa;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);PISA;50;21
2021/2022;5001;Pisa;L/SNT2;Podologia (Abilitante alla Professione Sanitaria di Podologo);PISA;50;17
2021/2022;5001;Pisa;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);PISA;50;19
2021/2022;5001;Pisa;L/SNT2;Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva);PISA;50;16
2021/2022;5001;Pisa;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);PISA;50;14
2021/2022;5001;Pisa;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);PISA;50;16
2021/2022;5001;Pisa;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);PISA;50;18
2021/2022;5001;Pisa;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);PISA;50;20
2021/2022;5001;Pisa;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);PISA;50;19
2021/2022;5001;Pisa;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);PISA;50;25
2021/2022;5001;Pisa;L-1;Scienze dei Beni Culturali;PISA;50;197
2021/2022;5001;Pisa;L-10;Informatica Umanistica;PISA;50;119
2021/2022;5001;Pisa;L-10;Lettere;PISA;50;228
2021/2022;5001;Pisa;L-10;Lingua e Cultura Italiana per Stranieri;PISA;50;36
2021/2022;5001;Pisa;L-11;Lingue e Letterature Straniere;PISA;50;152
2021/2022;5001;Pisa;L-13;Scienze Biologiche;PISA;50;287
2021/2022;5001;Pisa;L-14;Diritto dell'Impresa, del Lavoro e delle Pubbliche Amministrazioni;PISA;50;130
2021/2022;5001;Pisa;L-15;Scienze del Turismo;LUCCA;46;73
2021/2022;5001;Pisa;L-18;Banca, Finanza e Mercati Finanziari;PISA;50;282
2021/2022;5001;Pisa;L-18;Economia Aziendale;PISA;50;628
2021/2022;5001;Pisa;L-18;Economia e Legislazione dei Sistemi Logistici;LIVORNO;49;85
2021/2022;5001;Pisa;L-18;Management For Business And Economics;PISA;50;85
2021/2022;5001;Pisa;L-2;Biotecnologie;PISA;50;65
2021/2022;5001;Pisa;L-20;Discipline dello Spettacolo e della Comunicazione;PISA;50;199
2021/2022;5001;Pisa;L-22;Scienze Motorie;PISA;50;141
2021/2022;5001;Pisa;L-23;Ingegneria Civile Ambientale e Edile;PISA;50;25
2021/2022;5001;Pisa;L-24;Scienze e Tecniche di Psicologia Clinica e della Salute;PISA;50;98
2021/2022;5001;Pisa;L-25;Scienze Agrarie;PISA;50;93
2021/2022;5001;Pisa;L-26;Viticoltura ed Enologia;PISA;50;84
2021/2022;5001;Pisa;L-27;Chimica;PISA;50;75
2021/2022;5001;Pisa;L-27;Chimica per l'Industria e l'Ambiente;PISA;50;34
2021/2022;5001;Pisa;L-29;Scienze dei Prodotti Erboristici e della Salute;PISA;50;178
2021/2022;5001;Pisa;L-3;Discipline dello Spettacolo e della Comunicazione;PISA;50;161
2021/2022;5001;Pisa;L-30;Fisica;PISA;50;200
2021/2022;5001;Pisa;L-31;Informatica;PISA;50;428
2021/2022;5001;Pisa;L-32;Scienze Naturali ed Ambientali;PISA;50;206
2021/2022;5001;Pisa;L-33;Economia e Commercio;PISA;50;267
2021/2022;5001;Pisa;L-34;Scienze Geologiche;PISA;50;33
2021/2022;5001;Pisa;L-35;Matematica;PISA;50;104
2021/2022;5001;Pisa;L-36;Scienze Politiche;PISA;50;247
2021/2022;5001;Pisa;L-37;Scienze per la Pace: Cooperazione Internazionale e Trasformazione dei Conflitti;PISA;50;37
2021/2022;5001;Pisa;L-38;Scienze e Tecnologie delle Produzioni Animali;PISA;50;91
2021/2022;5001;Pisa;L-38;Tecniche di allevamento Animale ed Educazione Cinofila;PISA;50;46
2021/2022;5001;Pisa;L-39;Scienze del Servizio Sociale;PISA;50;187
2021/2022;5001;Pisa;L-4;Ingegneria per il Design Industriale;PISA;50;17
2021/2022;5001;Pisa;L-42;Storia;PISA;50;154
2021/2022;5001;Pisa;L-5;Filosofia;PISA;50;129
2021/2022;5001;Pisa;L-7;Ingegneria Civile Ambientale e Edile;PISA;50;38
2021/2022;5001;Pisa;L-8;Ingegneria Biomedica;PISA;50;156
2021/2022;5001;Pisa;L-8;Ingegneria delle Telecomunicazioni;PISA;50;31
2021/2022;5001;Pisa;L-8;Ingegneria Elettronica;PISA;50;101
2021/2022;5001;Pisa;L-8;Ingegneria Informatica;PISA;50;207
2021/2022;5001;Pisa;L-9;Ingegneria Aerospaziale;PISA;50;175
2021/2022;5001;Pisa;L-9;Ingegneria Chimica;PISA;50;98
2021/2022;5001;Pisa;L-9;Ingegneria dell'Energia;PISA;50;108
2021/2022;5001;Pisa;L-9;Ingegneria Gestionale;PISA;50;271
2021/2022;5001;Pisa;L-9;Ingegneria Meccanica;PISA;50;131
2021/2022;5001;Pisa;L-9;Ingegneria per il Design Industriale;PISA;50;22
2021/2022;5001;Pisa;LM/DS;Scienze del Governo e dell'Amministrazione del Mare;LIVORNO;49;15
2021/2022;5001;Pisa;LM/DS;Scienze Marittime e Navali;LIVORNO;49;63
2021/2022;5001;Pisa;LM/SC-GIUR;Diritto dell'Innovazione per l'Impresa e le Istituzioni;PISA;50;19
2021/2022;5001;Pisa;LM/SNT1;Scienze Infermieristiche e Ostetriche;PISA;50;22
2021/2022;5001;Pisa;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;PISA;50;16
2021/2022;5001;Pisa;LM-13;Chimica e Tecnologia Farmaceutiche;PISA;50;86
2021/2022;5001;Pisa;LM-13;Farmacia;PISA;50;87
2021/2022;5001;Pisa;LM-14;Italianistica;PISA;50;91
2021/2022;5001;Pisa;LM-15;Filologia e Storia dell'Antichita';PISA;50;38
2021/2022;5001;Pisa;LM-17;Fisica;PISA;50;111
2021/2022;5001;Pisa;LM-18;Computer Science;PISA;50;69
2021/2022;5001;Pisa;LM-18;Computer Science And Networking;PISA;50;11
2021/2022;5001;Pisa;LM-18;Data Science And Business Informatics;PISA;50;68
2021/2022;5001;Pisa;LM-2;Archeologia;PISA;50;32
2021/2022;5001;Pisa;LM-2;Orientalistica: Egitto, Vicino e Medio Oriente;PISA;50;21
2021/2022;5001;Pisa;LM-20;Ingegneria Aerospaziale;PISA;50;66
2021/2022;5001;Pisa;LM-21;Bionics Engineering;PISA;50;18
2021/2022;5001;Pisa;LM-21;Ingegneria Biomedica;PISA;50;92
2021/2022;5001;Pisa;LM-22;Ingegneria Chimica;PISA;50;52
2021/2022;5001;Pisa;LM-23;Ingegneria delle Infrastrutture Civili e dell'Ambiente;PISA;50;20
2021/2022;5001;Pisa;LM-23;Ingegneria Strutturale e Edile;PISA;50;17
2021/2022;5001;Pisa;LM-24;Ingegneria Strutturale e Edile;PISA;50;10
2021/2022;5001;Pisa;LM-25;Ingegneria Robotica e dell'Automazione;PISA;50;73
2021/2022;5001;Pisa;LM-27;Ingegneria delle Telecomunicazioni;PISA;50;15
2021/2022;5001;Pisa;LM-28;Ingegneria Elettrica;PISA;50;8
2021/2022;5001;Pisa;LM-29;Ingegneria Elettronica;PISA;50;35
2021/2022;5001;Pisa;LM-30;Ingegneria Energetica;PISA;50;36
2021/2022;5001;Pisa;LM-30;Nuclear Engineering;PISA;50;17
2021/2022;5001;Pisa;LM-31;Ingegneria Gestionale;PISA;50;67
2021/2022;5001;Pisa;LM-32;Artificial Intelligence And Data Engineering;PISA;50;61
2021/2022;5001;Pisa;LM-32;Computer Engineering;PISA;50;26
2021/2022;5001;Pisa;LM-33;Ingegneria dei Veicoli;PISA;50;23
2021/2022;5001;Pisa;LM-33;Ingegneria Meccanica;PISA;50;24
2021/2022;5001;Pisa;LM-33;Technology And Production Of Paper And Cardboard;PISA;50;6
2021/2022;5001;Pisa;LM-37;Lingue, Letterature e Filologie Euro - Americane;PISA;50;51
2021/2022;5001;Pisa;LM-39;Linguistica e Traduzione;PISA;50;98
2021/2022;5001;Pisa;LM-40;Matematica;PISA;50;48
2021/2022;5001;Pisa;LM-41;Medicina e Chirurgia;PISA;50;292
2021/2022;5001;Pisa;LM-42;Medicina Veterinaria;PISA;50;62
2021/2022;5001;Pisa;LM-43;Informatica Umanistica;PISA;50;75
2021/2022;5001;Pisa;LM-46;Odontoiatria e Protesi Dentaria;PISA;50;15
2021/2022;5001;Pisa;LM-49;Progettazione e Gestione dei Sistemi Turistici Mediterranei;PISA;50;23
2021/2022;5001;Pisa;LM-4cu;Ingegneria Edile-Architettura;PISA;50;56
2021/2022;5001;Pisa;LM-51;Psicologia Clinica e della Salute;PISA;50;57
2021/2022;5001;Pisa;LM-52;Studi Internazionali;PISA;50;48
2021/2022;5001;Pisa;LM-53;Materials And Nanotechnology;PISA;50;28
2021/2022;5001;Pisa;LM-54;Chimica;PISA;50;62
2021/2022;5001;Pisa;LM-56;Economics;PISA;50;29
2021/2022;5001;Pisa;LM-59;Comunicazione d'Impresa e Politica delle Risorse Umane;PISA;50;66
2021/2022;5001;Pisa;LM-6;Biologia Applicata alla Biomedicina;PISA;50;28
2021/2022;5001;Pisa;LM-6;Biologia Marina;PISA;50;17
2021/2022;5001;Pisa;LM-6;Biologia Molecolare e Cellulare;PISA;50;12
2021/2022;5001;Pisa;LM-6;Conservazione ed Evoluzione;PISA;50;15
2021/2022;5001;Pisa;LM-6;Neuroscience;PISA;50;14
2021/2022;5001;Pisa;LM-60;Conservazione ed Evoluzione;PISA;50;12
2021/2022;5001;Pisa;LM-61;Scienze della Nutrizione Umana;PISA;50;99
2021/2022;5001;Pisa;LM-63;Scienze delle Pubbliche Amministrazioni;PISA;50;14
2021/2022;5001;Pisa;LM-65;Storia e Forme delle Arti Visive, dello Spettacolo e dei Nuovi Media;PISA;50;50
2021/2022;5001;Pisa;LM-66;Cybersecurity;PISA;50;46
2021/2022;5001;Pisa;LM-67;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;PISA;50;39
2021/2022;5001;Pisa;LM-69;Produzioni Agroalimentari e Gestione degli Agroecosistemi;PISA;50;37
2021/2022;5001;Pisa;LM-69;Progettazione e Gestione del Verde Urbano e del Paesaggio;PISA;50;17
2021/2022;5001;Pisa;LM-7;Biosicurezza e Qualità degli Alimenti;PISA;50;29
2021/2022;5001;Pisa;LM-7;Biotecnologie Vegetali e Microbiche;PISA;50;34
2021/2022;5001;Pisa;LM-70;Biosicurezza e Qualità degli Alimenti;PISA;50;35
2021/2022;5001;Pisa;LM-70;Innovazione Sostenibile in Viticoltura ed Enologia;PISA;50;18
2021/2022;5001;Pisa;LM-71;Chimica Industriale;PISA;50;11
2021/2022;5001;Pisa;LM-74;Scienze e Tecnologie Geologiche;PISA;50;27
2021/2022;5001;Pisa;LM-75;Scienze Ambientali;PISA;50;25
2021/2022;5001;Pisa;LM-77;Banca, Finanza Aziendale e Mercati Finanziari;PISA;50;63
2021/2022;5001;Pisa;LM-77;Consulenza Professionale alle Aziende;PISA;50;51
2021/2022;5001;Pisa;LM-77;Management e Controllo dei Processi Logistici;LIVORNO;49;24
2021/2022;5001;Pisa;LM-77;Marketing e Ricerche di Mercato;PISA;50;64
2021/2022;5001;Pisa;LM-77;Strategia, Management e Controllo;PISA;50;147
2021/2022;5001;Pisa;LM-78;Filosofia e Forme del Sapere;PISA;50;82
2021/2022;5001;Pisa;LM-79;Applied And Exploration Geophysics;PISA;50;16
2021/2022;5001;Pisa;LM-8;Biotecnologie Molecolari;PISA;50;29
2021/2022;5001;Pisa;LM-81;Scienze per la Pace: Trasformazione dei Conflitti e Cooperazione allo Sviluppo;PISA;50;27
2021/2022;5001;Pisa;LM-84;Storia e Civiltà;PISA;50;73
2021/2022;5001;Pisa;LM-85 bis;Scienze della Formazione Primaria;PISA;50;78
2021/2022;5001;Pisa;LM-86;Scienze e Tecnologie delle Produzioni Animali;PISA;50;11
2021/2022;5001;Pisa;LM-87;Sociologia e Management dei Servizi Sociali;PISA;50;65
2021/2022;5001;Pisa;LM-88;Sociologia e Management dei Servizi Sociali;PISA;50;22
2021/2022;5001;Pisa;LM-89;Storia e Forme delle Arti Visive, dello Spettacolo e dei Nuovi Media;PISA;50;55
2021/2022;5001;Pisa;LMG/01;Giurisprudenza;LIVORNO;49;33
2021/2022;5001;Pisa;LMG/01;Giurisprudenza;PISA;50;334
2021/2022;5201;Siena;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SIENA;52;229
2021/2022;5201;Siena;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);SIENA;52;15
2021/2022;5201;Siena;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);SIENA;52;25
2021/2022;5201;Siena;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);SIENA;52;15
2021/2022;5201;Siena;L/SNT2;Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia);SIENA;52;12
2021/2022;5201;Siena;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);SIENA;52;17
2021/2022;5201;Siena;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);SIENA;52;16
2021/2022;5201;Siena;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);SIENA;52;6
2021/2022;5201;Siena;L/SNT3;Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare);SIENA;52;6
2021/2022;5201;Siena;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);SIENA;52;19
2021/2022;5201;Siena;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);SIENA;52;12
2021/2022;5201;Siena;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);SIENA;52;12
2021/2022;5201;Siena;L-1;Scienze Storiche e del Patrimonio Culturale;SIENA;52;91
2021/2022;5201;Siena;L-10;Studi Letterari e Filosofici;SIENA;52;125
2021/2022;5201;Siena;L-11;Lingue per la Comunicazione Interculturale e d'Impresa;AREZZO;51;145
2021/2022;5201;Siena;L-13;Scienze Biologiche;SIENA;52;114
2021/2022;5201;Siena;L-14;Servizi Giuridici;AREZZO;51;43
2021/2022;5201;Siena;L-14;Servizi Giuridici;SIENA;52;34
2021/2022;5201;Siena;L-18;Economia e Commercio;SIENA;52;229
2021/2022;5201;Siena;L-18;Economics And Management;SIENA;52;83
2021/2022;5201;Siena;L-19;Scienze dell'Educazione e della Formazione;AREZZO;51;352
2021/2022;5201;Siena;L-2;Biotecnologie;SIENA;52;85
2021/2022;5201;Siena;L-20;Scienze della Comunicazione;SIENA;52;135
2021/2022;5201;Siena;L-27;Scienze Chimiche;SIENA;52;43
2021/2022;5201;Siena;L-30;Fisica e Tecnologie Avanzate;SIENA;52;8
2021/2022;5201;Siena;L-32;Scienze Ambientali e Naturali;SIENA;52;45
2021/2022;5201;Siena;L-33;Economics And Management;SIENA;52;40
2021/2022;5201;Siena;L-33;Scienze Economiche e Bancarie;SIENA;52;99
2021/2022;5201;Siena;L-34;Scienze Geologiche;SIENA;52;10
2021/2022;5201;Siena;L-35;Matematica;SIENA;52;21
2021/2022;5201;Siena;L-36;Scienze Politiche;SIENA;52;89
2021/2022;5201;Siena;L-39;Scienze del Servizio Sociale;SIENA;52;72
2021/2022;5201;Siena;L-8;Ingegneria Gestionale;SIENA;52;53
2021/2022;5201;Siena;L-8;Ingegneria Informatica e dell'Informazione;SIENA;52;58
2021/2022;5201;Siena;LM/SNT1;Scienze Infermieristiche e Ostetriche;SIENA;52;21
2021/2022;5201;Siena;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;SIENA;52;17
2021/2022;5201;Siena;LM-1;Antropologia e Linguaggi dell'Immagine;SIENA;52;21
2021/2022;5201;Siena;LM-13;Chimica e Tecnologia Farmaceutiche;SIENA;52;92
2021/2022;5201;Siena;LM-13;Farmacia;SIENA;52;49
2021/2022;5201;Siena;LM-14;Lettere Moderne;SIENA;52;63
2021/2022;5201;Siena;LM-15;Lettere Classiche;SIENA;52;21
2021/2022;5201;Siena;LM-16;Finance - Finanza;SIENA;52;32
2021/2022;5201;Siena;LM-2;Archeologia;SIENA;52;10
2021/2022;5201;Siena;LM-27;Electronics And Communications Engineering - Ingegneria Elettronica e delle Telecomunicazioni;SIENA;52;16
2021/2022;5201;Siena;LM-31;Engineering Management;SIENA;52;28
2021/2022;5201;Siena;LM-32;Artificial Intelligence And Automation Engineering;SIENA;52;20
2021/2022;5201;Siena;LM-39;Language And Mind: Linguistics And Cognitive Studies - Mente e Linguaggio: Linguistica e Studi Cognitivi;SIENA;52;75
2021/2022;5201;Siena;LM-40;Applied Mathematics - Matematica Applicata;SIENA;52;20
2021/2022;5201;Siena;LM-41;Medicina e Chirurgia;SIENA;52;249
2021/2022;5201;Siena;LM-46;Dentistry And Dental Prosthodontics;SIENA;52;39
2021/2022;5201;Siena;LM-52;Scienze Internazionali;SIENA;52;105
2021/2022;5201;Siena;LM-54;Chemistry;SIENA;52;20
2021/2022;5201;Siena;LM-56;Economia per l'Ambiente e la Sostenibilita';SIENA;52;46
2021/2022;5201;Siena;LM-56;Economics;SIENA;52;14
2021/2022;5201;Siena;LM-6;Biodiversity, Conservation And Environmental Quality;SIENA;52;11
2021/2022;5201;Siena;LM-6;Biologia;SIENA;52;15
2021/2022;5201;Siena;LM-6;Biologia Sanitaria;SIENA;52;92
2021/2022;5201;Siena;LM-63;Scienze delle Amministrazioni;SIENA;52;31
2021/2022;5201;Siena;LM-74;Scienze e Tecnologie Geologiche;SIENA;52;7
2021/2022;5201;Siena;LM-75;Ecotossicologia e Sostenibilità Ambientale;SIENA;52;20
2021/2022;5201;Siena;LM-77;Economia e Gestione degli Intermediari Finanziari;SIENA;52;47
2021/2022;5201;Siena;LM-77;International Accounting And Management;SIENA;52;66
2021/2022;5201;Siena;LM-77;Management e Governance;SIENA;52;94
2021/2022;5201;Siena;LM-78;Storia e Filosofia;AREZZO;51;3
2021/2022;5201;Siena;LM-78;Storia e Filosofia;SIENA;52;18
2021/2022;5201;Siena;LM-8;Sustainable Industrial Pharmaceutical Biotechnology;SIENA;52;40
2021/2022;5201;Siena;LM-81;Public And Cultural Diplomacy - Diplomazia Pubblica e Culturale;SIENA;52;35
2021/2022;5201;Siena;LM-82;Scienze Statistiche per le Indagini Campionarie;SIENA;52;14
2021/2022;5201;Siena;LM-84;Storia e Filosofia;AREZZO;51;8
2021/2022;5201;Siena;LM-84;Storia e Filosofia;SIENA;52;13
2021/2022;5201;Siena;LM-85;Scienze per la Formazione e la Consulenza Pedagogica nelle Organizzazioni;AREZZO;51;54
2021/2022;5201;Siena;LM-87;Sostenibilita' Sociale e Management del Welfare;SIENA;52;37
2021/2022;5201;Siena;LM-89;Storia dell'Arte;SIENA;52;35
