STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,EDUCATION_LEV,Education level,MEASURE,Measure,EDUCATION_TYPE,Education type,INTENSITY,Intensity,EDUCATION_FIELD,Field of education,GRADE,Grade,FREQ,Frequency of observation,ORIGIN,Origin,DESTINATION,Destination,INST_TYPE_EDU,Type of educational institution,MOBILITY,Mobility,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_PERIOD,Time period,OBS_VALUE,Observation value,REF_YEAR_AGES,Reference date for ages,ORIGIN_CRITERION,Origin criterion,REPYEARSTART,Reference year start,REPYEAREND,Reference year end,OBS_STATUS,Observation status,CONF_STATUS,Confidentiality status,COMMENT_OBS,Observation comment,DECIMALS,Decimals,TIME_PER_COLLECT,Time period collection,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2017,,99.4956141092735,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2018,,99.1333999251166,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2018,,99.3601132592522,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2018,,99.0004193182379,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2019,,98.903214986959,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2019,,98.7410424696874,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2019,,99.1818938129389,,,,,,,,,,W,Includes data from another category,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2023,,97.205973223481,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2023,,0.27487126673532,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2023,,2.51915550978373,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2023,,97.531299664053,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2023,,0.28534106351405,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2023,,2.18335927243293,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2023,,98.1071301621444,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2023,,0.30387269064958,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2023,,1.58899714720599,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2022,,97.9825008246042,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2022,,0.16758820663053,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,_T,Total,_T,Total,2022,,1.84991096876523,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2022,,97.7076492640111,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2022,,0.16346238222443,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2022,,2.12888835376443,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2022,,98.4660511723175,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2022,,0.17484682950998,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,F,Female,_T,Total,2022,,1.35910199817255,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2013,,0.4287718052111,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2014,,0.36549343646135,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2015,,0.10462881513926,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2016,,0.10482668183078,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2020,,0.2296777495295,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_45,Post-secondary non-tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2021,,0.16444886533362,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2013,,0.18914642686837,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2014,,0.40491836093925,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2015,,0.49597694126344,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2016,,0.62127010274229,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2017,,0.81443348100348,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2018,,0.99958068176212,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2019,,1.25895753031263,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2020,,1.51395400666953,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_55,Short-cycle tertiary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2021,,1.74837270559444,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2013,,99.3820817679205,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2014,,99.2295882025994,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2015,,99.3993942435973,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2016,,99.2739032154269,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET(1.0),Distribution of students in vocational education and training programmes by level of education,I,ITA,Italy,ISCED11_35,Upper secondary vocational education,ENRL,Students enrolled,FE,"Formal education, includes formal initial and formal adult education programmes",_T,Total,_T,Total,_T,Total,A,Annual,_Z,Not applicable,_Z,Not applicable,INST_EDU,All educational institutions,_T,Total,PT_ST_SUB,Percentage of students in the same subgroup,M,Male,_T,Total,2020,,98.256368243801,,,,,,,,,,A,Normal value,,,,,2,Two,,,0,Units
