STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ITA,Italy,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,KOR,Korea,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LVA,Latvia,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LTU,Lithuania,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LTU,Lithuania,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LTU,Lithuania,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LTU,Lithuania,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,LTU,Lithuania,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,MEX,Mexico,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NZL,New Zealand,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NZL,New Zealand,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NZL,New Zealand,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NZL,New Zealand,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NZL,New Zealand,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NOR,Norway,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.59,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NOR,Norway,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NOR,Norway,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NOR,Norway,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,NOR,Norway,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,POL,Poland,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,POL,Poland,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.69,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,POL,Poland,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,POL,Poland,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,POL,Poland,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,PRT,Portugal,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,PRT,Portugal,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,PRT,Portugal,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,PRT,Portugal,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,PRT,Portugal,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVK,Slovak Republic,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVK,Slovak Republic,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVK,Slovak Republic,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVN,Slovenia,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVN,Slovenia,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVN,Slovenia,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVN,Slovenia,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SVN,Slovenia,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ESP,Spain,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ESP,Spain,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ESP,Spain,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ESP,Spain,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,ESP,Spain,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SWE,Sweden,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SWE,Sweden,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SWE,Sweden,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SWE,Sweden,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,SWE,Sweden,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHE,Switzerland,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHE,Switzerland,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHE,Switzerland,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.84,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHE,Switzerland,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,CHE,Switzerland,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,TUR,Türkiye,EIDMT_PAIA,Use of data for project appraisal and impact analysis,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,TUR,Türkiye,EIDMT_IM,Evidence for infrastructure management,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,TUR,Türkiye,EIDMT_PP,Use of evidence during the procurement process,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,TUR,Türkiye,EIDMT,Evidence informed infrastructure decision making in the transport sector,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_INFPD_2025(1.0),"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",I,A,Annual,TUR,Türkiye,EIDMT_SP,Evidence for strategic planning,IX,Index,_Z,Not applicable,2025,2025,INFPD,Infrastructure planning and delivery,2022,,0.08,,A,Normal value,0,Units,_Z,Not applicable,,
