STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,SECTOR,Institutional sector,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-05,,27.75238,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-06,,28.13962,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-07,,28.13962,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-08,,28.39778,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-09,,28.65595,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-10,,28.84957,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-11,,29.04319,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1986-12,,29.36589,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-01,,29.49497,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-02,,29.62405,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-03,,29.23681,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-04,,30.20492,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-05,,30.0113,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-06,,30.39854,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-07,,30.6567,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-08,,30.72124,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-09,,31.04394,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-10,,31.36664,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-11,,31.36664,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1987-12,,31.81843,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-01,,32.07659,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-02,,32.01205,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-03,,31.68935,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-04,,32.91562,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-05,,32.78653,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-06,,33.17377,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-07,,33.30286,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-08,,33.56102,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-09,,33.75464,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-10,,34.07734,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-11,,34.40004,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1988-12,,34.72274,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-01,,34.91637,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-02,,35.17453,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-03,,34.07734,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-04,,35.94901,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-05,,35.75539,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-06,,36.01355,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-07,,36.33625,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-08,,36.52988,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-09,,36.85258,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-10,,37.11074,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-11,,37.23982,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1989-12,,37.43344,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-01,,37.75615,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-02,,38.07885,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-03,,38.01431,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-04,,38.91787,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-05,,38.98241,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-06,,39.56328,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-07,,39.82144,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-08,,40.01506,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-09,,40.4023,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-10,,40.46684,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-11,,40.725,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1990-12,,41.11225,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-01,,41.24133,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-02,,41.43495,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-03,,40.85408,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-04,,42.33852,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-05,,42.46759,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-06,,42.59668,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-07,,42.72576,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-08,,42.91938,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-09,,43.24208,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-10,,43.56478,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-11,,43.88749,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1991-12,,44.0811,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-01,,44.33927,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-02,,44.53289,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-03,,45.17829,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-04,,44.53289,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-05,,45.04921,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-06,,45.37191,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-07,,45.501,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-08,,45.88824,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-09,,45.88824,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-10,,46.1464,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-11,,46.40456,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1992-12,,46.34002,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-01,,46.53364,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-02,,46.72726,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-03,,46.85634,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-04,,46.85634,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-05,,47.37267,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-06,,47.37267,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-07,,47.69537,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-08,,47.95353,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-09,,48.14715,,2015,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_EAR@DF_HOU_EAR(1.0),Hourly earnings,I,GBR,United Kingdom,EAR,Earnings,IX,Index,Y,Calendar and seasonally adjusted,C,Manufacturing,S1,Total economy,M,Monthly,1993-10,,48.40532,,2015,,A,Normal value,0,Units,2,Two
