ANNO_SOLARE;CODICE_REGIONE;NOME_REGIONE;CODICE_TIPOLOGIA_PERSONALE;DESCRIZIONE_TIPOLOGIA_PERSONALE;NUMERO
2024;19;Sicilia;111;Dipendente dall'Ente a tempo determinato maschio - numero;0
2024;19;Sicilia;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;19;Sicilia;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;0
2024;19;Sicilia;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;19;Sicilia;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;19;Sicilia;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;19;Sicilia;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;19;Sicilia;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;19;Sicilia;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;19;Sicilia;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;19;Sicilia;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;19;Sicilia;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;19;Sicilia;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;19;Sicilia;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;19;Sicilia;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;19;Sicilia;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
2024;20;Sardegna;111;Dipendente dall'Ente a tempo determinato maschio - numero;1
2024;20;Sardegna;112;Dipendente dall'Ente a tempo determinato femmina - numero;0
2024;20;Sardegna;113;Dipendente dall'Ente a tempo determinato maschio - mesi lavorati;12
2024;20;Sardegna;114;Dipendente dall'Ente a tempo determinato femmina - mesi lavorati;0
2024;20;Sardegna;115;Dipendente dalla Regione a tempo determinato maschio - numero;0
2024;20;Sardegna;116;Dipendente dalla Regione a tempo determinato femmina - numero;0
2024;20;Sardegna;117;Dipendente dalla Regione a tempo determinato maschio - mesi lavorati;0
2024;20;Sardegna;118;Dipendente dalla Regione a tempo determinato femmina - mesi lavorati;0
2024;20;Sardegna;119;Dipendente dall'ateneo a tempo determinato maschio - numero;0
2024;20;Sardegna;120;Dipendente dall'ateneo a tempo determinato femmina - numero;0
2024;20;Sardegna;121;Dipendente dall'ateneo a tempo determinato maschio - mesi lavorati;0
2024;20;Sardegna;122;Dipendente dall'ateneo a tempo determinato femmina - mesi lavorati;0
2024;20;Sardegna;123;Dipendente da altro Ente Pubblico a tempo determinato maschio - numero;0
2024;20;Sardegna;124;Dipendente da altro Ente Pubblico a tempo determinato femmina - numero;0
2024;20;Sardegna;125;Dipendente da altro Ente Pubblico a tempo determinato maschio - mesi lavorati;0
2024;20;Sardegna;126;Dipendente da altro Ente Pubblico a tempo determinato femmina - mesi lavorati;0
