DATA;CODICE_REGIONE;NOME_REGIONE;CODICE_ENTE;NOME_ENTE;CODICE_SERVIZIO;DESCRIZIONE_SERVIZIO;NUMERO
01/11/2025;03;Lombardia;0322;"Ufficio per il DSU - Conservatorio ''Giuseppe Verdi"" di Como";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0322;"Ufficio per il DSU - Conservatorio ''Giuseppe Verdi"" di Como";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0323;"Ufficio per il DSU - Conservatorio ''Luca Marenzio"" di Brescia";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0324;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Artistica) di Bergamo";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0325;"Ufficio per il DSU - Accademia ''Santagiulia"" di Brescia";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0326;Ufficio per il DSU - Libera Accademia di Belle Arti di Brescia;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0327;"Ufficio per il DSU - Accademia ''Aldo Galli"" di Como";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;9;Mense attive a gestione indiretta - anno corrente;1
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;200
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0328;Ufficio per il DSU - Nuova Accademia di Belle Arti di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0329;Ufficio per il DSU - Accademia A.C.M.E di Milano;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0330;"Ufficio per il DSU - ''Scuole Civiche"" di Milano";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0331;"Ufficio per il DSU - Scuola Superiore per Mediatori Linguistici ''P.M.Loria"" di Milano";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0332;Ufficio per il DSU - Istituto Universitario in Scienze della Mediazione linguistica di Varese;136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";132;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta - assegnati;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";134;Posti alloggio in residenze - creati con fondi PNRR - convenzione;0
01/11/2025;03;Lombardia;0333;"Ufficio per il DSU - Conservatorio statale ""Franco Vittadini"" di Pavia";136;Posti alloggio in residenze - creati con fondi PNRR - convenzione - assegnati;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";1;Posti alloggio in residenze - anno corrente;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";2a;Posti alloggio in residenze - di cui assegnati a studenti idonei (borsisti e non borsisti);0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";4;Posti alloggio in residenze - anno corrente - di cui assegnati a studenti non idonei;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";5;Posti alloggio in residenze - anno corrente - di cui riservati a studenti in mobilità (es. Erasmus);0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";6;Posti alloggio in residenze - anno corrente - di cui riservati ad uso foresteria;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";7;Mense attive a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";8;Posti a sedere in mense a gestione diretta - anno corrente;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";9;Mense attive a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";10;Posti a sedere in mense a gestione indiretta - anno corrente;0
01/11/2025;03;Lombardia;0334;"Ufficio per il DSU - Politecnico delle Arti ""Gaetano Donizetti - Giacomo Carrara"" (Area Musicale) di Bergamo";130;Posti alloggio in residenze - creati con fondi PNRR - gestione diretta;0
