FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,EDU_LEV_HIGHEST,Titolo di studio,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2023,25.864808,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,7,Diploma,2024,26.008311,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,15.112538,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,15.317997,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2023,24.362057,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-34,15-34 anni,99,Totale,2024,23.653903,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,16.328726,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,13.354015,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2023,21.593566,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,7,Diploma,2024,20.446424,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,13.73929,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,13.652032,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2023,18.536022,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-24,15-24 anni,99,Totale,2024,16.63163,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,49.321292,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,44.957779,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2023,28.332225,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,7,Diploma,2024,27.497053,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,11,Laurea e post-laurea,2023,20.164974,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,18.853879,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,99,Totale,2023,31.805363,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y18-29,18-29 anni,99,Totale,2024,29.88484,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,26.33645,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,23.082407,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,7,Diploma,2023,28.313241,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,7,Diploma,2024,27.497053,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,20.164974,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,18.853879,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,99,Totale,2023,26.312917,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-29,15-29 anni,99,Totale,2024,24.521964,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,36.251644,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,33.63601,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,7,Diploma,2023,34.381632,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,7,Diploma,2024,33.264381,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,21.715548,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,20.463911,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,99,Totale,2023,32.634815,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),2,Femmine,Y15-34,15-34 anni,99,Totale,2024,30.969321,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,15.969149,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,13.546457,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,7,Diploma,2023,24.187121,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,7,Diploma,2024,22.955055,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,11,Laurea e post-laurea,2023,12.008458,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,11,Laurea e post-laurea,2024,13.363289,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,99,Totale,2023,19.40019,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-24,15-24 anni,99,Totale,2024,17.825676,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,41.92966,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,38.183493,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,7,Diploma,2023,27.44863,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,7,Diploma,2024,26.838838,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,11,Laurea e post-laurea,2023,18.194901,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,11,Laurea e post-laurea,2024,17.713169,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,99,Totale,2023,29.862887,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y18-29,18-29 anni,99,Totale,2024,28.31033,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,23.636722,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,20.968198,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,7,Diploma,2023,27.42986,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,7,Diploma,2024,26.839493,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,11,Laurea e post-laurea,2023,18.194901,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,11,Laurea e post-laurea,2024,17.713169,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,99,Totale,2023,24.723709,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-29,15-29 anni,99,Totale,2024,23.343489,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023,30.302236,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024,28.062017,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,7,Diploma,2023,29.952057,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,7,Diploma,2024,29.498046,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,11,Laurea e post-laurea,2023,19.056675,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,11,Laurea e post-laurea,2024,18.336575,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,99,Totale,2023,28.399019,,
A,Annuale,ITFG,Mezzogiorno,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),9,Totale,Y15-34,15-34 anni,99,Totale,2024,27.216921,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q2,16.028562,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q3,10.763401,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q4,9.86327,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q1,10.635747,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q2,10.345207,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q3,9.596287,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q4,8.349704,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q1,9.16175,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q2,8.184336,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q3,9.191016,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q4,8.399075,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2025-Q1,7.937434,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2025-Q2,6.694086,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2022-Q2,18.902002,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2022-Q3,19.09771,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2022-Q4,19.381164,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2023-Q1,17.57826,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2023-Q2,17.169744,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2023-Q3,17.153109,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2023-Q4,17.011338,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2024-Q1,15.25978,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2024-Q2,15.786561,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2024-Q3,17.640267,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2024-Q4,16.876153,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2025-Q1,14.251873,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,7,Diploma,2025-Q2,12.28863,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2022-Q2,9.785464,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2022-Q3,7.760341,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2022-Q4,9.404082,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2023-Q1,6.15905,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2023-Q2,9.400862,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2023-Q3,7.580459,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2023-Q4,10.016281,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2024-Q1,9.308625,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2024-Q2,14.285363,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2024-Q3,12.603801,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2024-Q4,7.439792,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2025-Q1,8.403936,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,11,Laurea e post-laurea,2025-Q2,6.410609,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2022-Q2,16.944878,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2022-Q3,14.603904,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2022-Q4,14.072356,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2023-Q1,13.414001,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2023-Q2,13.189735,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2023-Q3,13.080223,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2023-Q4,12.472852,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2024-Q1,11.870627,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2024-Q2,11.810257,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2024-Q3,13.328466,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2024-Q4,12.178549,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2025-Q1,10.715295,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y15-24,15-24 anni,99,Totale,2025-Q2,9.141908,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q2,27.769485,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q3,26.833237,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2022-Q4,23.342747,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q1,24.419759,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q2,24.908499,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q3,24.944479,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2023-Q4,19.897658,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q1,21.792935,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q2,19.516717,,
Q,Trimestrale,IT,Italia,NEET_I,Incidenza dei giovani Neet di 15-34 anni (non occupati e non in istruzione),1,Maschi,Y18-29,18-29 anni,13,'Nessun titolo di studio, licenza di scuola elementare e media',2024-Q3,21.722382,,
