DATAFLOW,MEASURE,REF_AREA,EDUCATION_LEV,EXP_SOURCE,EXP_DESTINATION,EXPENDITURE_TYPE,PRICE_BASE,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,1.723475,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,1.926523,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,1.856138,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,2.045022,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.023868,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,5.109763,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.110239,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,4.953937,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,4.890216,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,BRA,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.585742,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,6.297311,B,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,6.393994,B,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,6.444083,B,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,6.444828,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,6.384842,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NOR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,6.4693551,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,CRI,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,3.17041,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,3.463819,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,3.310632,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,3.263484,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,3.047234,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,HUN,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,3.018132,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,3.157058,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,2.88748,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,2.95995,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,2.943137,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,3.152045,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,LUX,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,3.245379,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,6.045436,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.755089,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.774094,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.794921,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DNK,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,5.8080292,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.307201,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,5.220699,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.166924,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.156971,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.102827,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,NLD,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,5.3626609,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.077522,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,5.402641,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,4.974149,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.069618,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.239873,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,TUR,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.7309942,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.825474,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.8264994,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.806284,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.8359723,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.8278127,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ESP,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.90320551,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,4.614255,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,4.619664,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,4.501811,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,4.379692,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,4.357822,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,AUT,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.5966821,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,4.249793,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,4.205211,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,4.192521,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,4.238696,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,4.336894,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,DEU,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.6002889,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.07997812,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.05608388,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.06056131,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.07344265,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.06954309,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,EU25,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.06545426,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,2.992905,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,2.974171,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,2.842527,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,2.760657,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,2.684359,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,IRL,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,2.7165821,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GRC,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,3.360186,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GRC,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,3.260586,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GRC,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,3.184782,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GRC,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,3.296461,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GRC,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,3.280154,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,1.063587,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,1.122822,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.7242438,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,1.199671,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,1.210295,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,MEX,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.82784033,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,0.6401563,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,0.6531539,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,0.6541888,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,0.6605672,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,0.6707895,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,FRA,ISCED11_1T8,S1D_NON_EDU,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,0.74094909,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,ZAF,ISCED11_1T8,S2,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,,O,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,5.786284,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,6.268327,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,5.681655,W,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,5.868555,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,5.742437,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,COL,ISCED11_1T8,_T,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,6.6430149,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2015,4.317359,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2016,4.207101,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2017,4.118119,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2018,3.88886,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2019,3.913041,A,0,1,
OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP(1.0),EXP,GBR,ISCED11_1T8,S13,INST_EDU,DIR_EXP,_Z,PT_B1GQ,2020,4.2093091,A,0,1,
